Security,,External ID,Ccy Pair,P/L USD,Premium USD,Value USD,Style,P/C Ccy,P/C,Strike,Barrier1,Barrier2,Premium,Prem Ccy,P/L Ccy1,Option Price % Ccy1,Prem CCY1,Value Ccy1,Theo. Value Ccy1,Option Price % Ccy2,Prem CCY2,Value Ccy2,Theo. Value Ccy2,Creation Date,Creation Time,Trade Date,Trade Time,Prem Date,Expiry Date,Cut,Delivery Date,Model,Spot,Volatility,Depo Ccy1,Depo Ccy2,BB#,mini
Double NT,,9714,AUDJPY,0,0,0,Double NT,,,,81.994,79.413,0,JPY,0,,0,0,0,11.46,0,11,6,01/25/2012,9:53,01/23/2012,9:53,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LXG,1
Double NT,,9513,AUDJPY,0,0,0,Double NT,,,,81.847,80.51,0,JPY,0,,0,0,0,0.19,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9LLT,1
Double NT,,9508,AUDJPY,0,0,0,Double NT,,,,82.635,80.51,0,JPY,0,,0,0,0,5.8,0,6,4,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9LKZ,1
Double NT,,9319,AUDJPY,0,0,0,Double NT,,,,81.555,79.842,0,JPY,0,,0,0,0,1.85,0,2,1,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9LCR,1
Double NT,,9120,AUDJPY,0,0,0,Double NT,,,,81.532,77.619,0,JPY,0,,0,0,0,24.19,0,24,25,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9LBZ,0
Double NT,,9620,AUDJPY,0,0,0,Double NT,,,,82.272,81.724,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LC1,1
Double NT,,9715,AUDJPY,0,0,0,Double NT,,,,82.272,81.994,0,JPY,0,,0,0,0,0,0,0,0,01/25/2012,9:53,01/23/2012,9:53,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LXP,1
Double NT,,9720,AUDJPY,0,0,0,Double NT,,,,82.272,81.724,0,JPY,0,,0,0,0,0,0,0,0,01/25/2012,9:53,01/23/2012,9:53,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LYH,1
Double NT,,9001,AUDJPY,4,0,4,Double NT,,,,83.654,80.955,0,AUD,4,3.78,0,4,3,,0,306,269,01/25/2012,9:51,01/23/2012,9:51,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KNS,0
Double NT,,9006,AUDJPY,0,0,0,Double NT,,,,82.426,80.955,0,AUD,0,0.41,0,0,0,,0,33,14,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KPH,0
Double NT,,9011,AUDJPY,0,0,0,Double NT,,,,81.733,80.955,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KQ6,0
Double NT,,9016,AUDJPY,0,0,0,Double NT,,,,81.532,80.955,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KQZ,0
Double NT,,9201,AUDJPY,2,0,2,Double NT,,,,83.694,80.973,0,AUD,2,2.19,0,2,2,,0,177,148,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KSD,1
Double NT,,9206,AUDJPY,0,0,0,Double NT,,,,82.456,80.973,0,AUD,0,0.11,0,0,0,,0,9,3,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KT6,1
Double NT,,9211,AUDJPY,0,0,0,Double NT,,,,81.757,80.973,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KTW,1
Double NT,,9216,AUDJPY,0,0,0,Double NT,,,,81.555,80.973,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KVN,1
Double NT,,9401,AUDJPY,3,0,3,Double NT,,,,84.032,80.964,0,AUD,3,3.04,0,3,3,,0,246,217,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L16,1
Double NT,,9406,AUDJPY,0,0,0,Double NT,,,,82.635,80.964,0,AUD,0,0.32,0,0,0,,0,26,12,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L20,1
Double NT,,9411,AUDJPY,0,0,0,Double NT,,,,81.847,80.964,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L2V,1
Double NT,,9416,AUDJPY,0,0,0,Double NT,,,,81.62,80.964,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L3L,1
Double NT,,9601,AUDJPY,3,0,3,Double NT,,,,84.591,80.945,0,AUD,3,3.31,0,3,3,,0,268,220,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L71,1
Double NT,,9606,AUDJPY,1,0,1,Double NT,,,,82.929,80.945,0,AUD,1,0.52,0,1,0,,0,42,12,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L89,1
Double NT,,9611,AUDJPY,0,0,0,Double NT,,,,81.994,80.945,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L9B,1
Double NT,,9616,AUDJPY,0,0,0,Double NT,,,,81.724,80.945,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LB9,1
Double NT,,9002,AUDJPY,12,0,12,Double NT,,,,83.654,80.76,0,AUD,12,11.7,0,12,11,,0,949,853,01/25/2012,9:51,01/23/2012,9:51,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KNY,0
Double NT,,9007,AUDJPY,2,0,2,Double NT,,,,82.426,80.76,0,AUD,2,2.32,0,2,1,,0,188,103,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KPM,0
Double NT,,9012,AUDJPY,0,0,0,Double NT,,,,81.733,80.76,0,AUD,0,0.01,0,0,0,,0,1,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KQB,0
Double NT,,9017,AUDJPY,0,0,0,Double NT,,,,81.532,80.76,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KR3,0
Double NT,,9202,AUDJPY,8,0,8,Double NT,,,,83.694,80.776,0,AUD,8,8.03,0,8,7,,0,651,561,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KSK,1
Double NT,,9207,AUDJPY,1,0,1,Double NT,,,,82.456,80.776,0,AUD,1,0.93,0,1,0,,0,75,34,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KTB,1
Double NT,,9212,AUDJPY,0,0,0,Double NT,,,,81.757,80.776,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KV1,1
Double NT,,9217,AUDJPY,0,0,0,Double NT,,,,81.555,80.776,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KVT,1
Double NT,,9402,AUDJPY,11,0,11,Double NT,,,,84.032,80.742,0,AUD,11,10.88,0,11,10,,0,882,792,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L1C,1
Double NT,,9407,AUDJPY,2,0,2,Double NT,,,,82.635,80.742,0,AUD,2,2.1,0,2,1,,0,170,98,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L25,1
Double NT,,9412,AUDJPY,0,0,0,Double NT,,,,81.847,80.742,0,AUD,0,0.01,0,0,0,,0,1,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L30,1
Double NT,,9417,AUDJPY,0,0,0,Double NT,,,,81.62,80.742,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L3Q,1
Double NT,,9602,AUDJPY,12,0,12,Double NT,,,,84.591,80.68,0,AUD,12,11.65,0,12,10,,0,944,801,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L7B,1
Double NT,,9607,AUDJPY,3,0,3,Double NT,,,,82.929,80.68,0,AUD,3,3.11,0,3,1,,0,252,101,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L8L,1
Double NT,,9612,AUDJPY,0,0,0,Double NT,,,,81.994,80.68,0,AUD,0,0.02,0,0,0,,0,1,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L9J,1
Double NT,,9617,AUDJPY,0,0,0,Double NT,,,,81.724,80.68,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LBG,1
Double NT,,9003,AUDJPY,22,0,22,Double NT,,,,83.654,80.557,0,AUD,21,20.81,0,21,19,,0,"1,687","1,545",01/25/2012,9:51,01/23/2012,9:51,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KP2,0
Double NT,,9008,AUDJPY,6,0,6,Double NT,,,,82.426,80.557,0,AUD,6,6.15,0,6,4,,0,499,328,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KPR,0
Double NT,,9013,AUDJPY,0,0,0,Double NT,,,,81.733,80.557,0,AUD,0,0.2,0,0,0,,0,16,4,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KQH,0
Double NT,,9018,AUDJPY,0,0,0,Double NT,,,,81.532,80.557,0,AUD,0,0.01,0,0,0,,0,1,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KR8,0
Double NT,,9203,AUDJPY,16,0,16,Double NT,,,,83.694,80.571,0,AUD,15,15.26,0,15,13,,0,"1,237","1,093",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KSQ,1
Double NT,,9208,AUDJPY,3,0,3,Double NT,,,,82.456,80.571,0,AUD,3,3,0,3,2,,0,243,139,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KTH,1
Double NT,,9213,AUDJPY,0,0,0,Double NT,,,,81.757,80.571,0,AUD,0,0.03,0,0,0,,0,3,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KV6,1
Double NT,,9218,AUDJPY,0,0,0,Double NT,,,,81.555,80.571,0,AUD,0,0,0,0,0,,0,0,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KVZ,1
Double NT,,9403,AUDJPY,21,0,21,Double NT,,,,84.032,80.51,0,AUD,20,19.99,0,20,18,,0,"1,621","1,481",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L1M,1
Double NT,,9408,AUDJPY,6,0,6,Double NT,,,,82.635,80.51,0,AUD,6,5.84,0,6,4,,0,473,322,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L2D,1
Double NT,,9413,AUDJPY,0,0,0,Double NT,,,,81.847,80.51,0,AUD,0,0.19,0,0,0,,0,16,4,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L36,1
Double NT,,9418,AUDJPY,0,0,0,Double NT,,,,81.62,80.51,0,AUD,0,0.01,0,0,0,,0,1,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L3V,1
Double NT,,9603,AUDJPY,22,0,22,Double NT,,,,84.591,80.404,0,AUD,21,21.15,0,21,18,,0,"1,714","1,497",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L7J,1
Double NT,,9608,AUDJPY,8,0,8,Double NT,,,,82.929,80.404,0,AUD,8,7.91,0,8,4,,0,641,332,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L8S,1
Double NT,,9613,AUDJPY,0,0,0,Double NT,,,,81.994,80.404,0,AUD,0,0.37,0,0,0,,0,30,4,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L9R,1
Double NT,,9618,AUDJPY,0,0,0,Double NT,,,,81.724,80.404,0,AUD,0,0.02,0,0,0,,0,2,0,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LBN,1
Double NT,,9004,AUDJPY,55,0,55,Double NT,,,,83.654,79.834,0,AUD,52,51.81,0,52,50,,0,"4,200","4,042",01/25/2012,9:51,01/23/2012,9:51,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KP6,0
Double NT,,9009,AUDJPY,30,0,30,Double NT,,,,82.426,79.834,0,AUD,28,28.38,0,28,25,,0,"2,300","2,020",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KPX,0
Double NT,,9014,AUDJPY,9,0,9,Double NT,,,,81.733,79.834,0,AUD,8,8.25,0,8,6,,0,668,461,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KQN,0
Double NT,,9019,AUDJPY,4,0,4,Double NT,,,,81.532,79.834,0,AUD,4,3.97,0,4,2,,0,322,188,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KRD,0
Double NT,,9204,AUDJPY,45,0,45,Double NT,,,,83.694,79.842,0,AUD,43,42.79,0,43,40,,0,"3,469","3,261",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KSW,1
Double NT,,9209,AUDJPY,21,0,21,Double NT,,,,82.456,79.842,0,AUD,19,19.49,0,19,16,,0,"1,580","1,314",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KTN,1
Double NT,,9214,AUDJPY,5,0,5,Double NT,,,,81.757,79.842,0,AUD,4,4.37,0,4,3,,0,355,213,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KVC,1
Double NT,,9219,AUDJPY,2,0,2,Double NT,,,,81.555,79.842,0,AUD,2,1.84,0,2,1,,0,149,72,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KW4,1
Double NT,,9404,AUDJPY,54,0,54,Double NT,,,,84.032,79.684,0,AUD,52,51.52,0,52,49,,0,"4,176","4,005",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L1T,1
Double NT,,9409,AUDJPY,30,0,30,Double NT,,,,82.635,79.684,0,AUD,28,28.41,0,28,25,,0,"2,303","2,044",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L2L,1
Double NT,,9414,AUDJPY,9,0,9,Double NT,,,,81.847,79.684,0,AUD,8,8.35,0,8,6,,0,677,485,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L3D,1
Double NT,,9419,AUDJPY,4,0,4,Double NT,,,,81.62,79.684,0,AUD,4,4.08,0,4,3,,0,330,203,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9L40,1
Double NT,,9604,AUDJPY,56,0,56,Double NT,,,,84.591,79.413,0,AUD,53,53.11,0,53,50,,0,"4,305","4,058",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L7T,1
Double NT,,9609,AUDJPY,34,0,34,Double NT,,,,82.929,79.413,0,AUD,32,32.23,0,32,26,,0,"2,613","2,097",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L8Y,1
Double NT,,9614,AUDJPY,12,0,12,Double NT,,,,81.994,79.413,0,AUD,11,11.4,0,11,6,,0,924,513,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9L9Z,1
Double NT,,9619,AUDJPY,6,0,6,Double NT,,,,81.724,79.413,0,AUD,6,6.1,0,6,3,,0,494,219,01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9LBV,1
Double NT,,9005,AUDJPY,93,0,93,Double NT,,,,83.654,77.619,0,AUD,88,88.44,0,88,90,,0,"7,169","7,299",01/25/2012,9:51,01/23/2012,9:51,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KPB,0
Double NT,,9010,AUDJPY,66,0,66,Double NT,,,,82.426,77.619,0,AUD,63,63.05,0,63,63,,0,"5,111","5,138",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KQ2,0
Double NT,,9015,AUDJPY,36,0,36,Double NT,,,,81.733,77.619,0,AUD,34,33.82,0,34,34,,0,"2,742","2,780",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KQT,0
Double NT,,9020,AUDJPY,25,0,25,Double NT,,,,81.532,77.619,0,AUD,24,23.82,0,24,24,,0,"1,931","1,966",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9KRK,0
Double NT,,9205,AUDJPY,89,0,89,Double NT,,,,83.694,77.364,0,AUD,85,84.74,0,85,86,,0,"6,869","6,962",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KT1,1
Double NT,,9210,AUDJPY,61,0,61,Double NT,,,,82.456,77.364,0,AUD,58,57.54,0,58,58,,0,"4,664","4,717",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KTR,1
Double NT,,9215,AUDJPY,32,0,32,Double NT,,,,81.757,77.364,0,AUD,30,30.36,0,30,31,,0,"2,461","2,524",01/25/2012,9:52,01/23/2012,9:52,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9KVH,1
