Security,,External ID,Ccy Pair,P/L USD,Premium USD,Value USD,Style,P/C Ccy,P/C,Strike,Barrier1,Barrier2,Premium,Prem Ccy,P/L Ccy1,Option Price % Ccy1,Prem CCY1,Value Ccy1,Theo. Value Ccy1,Option Price % Ccy2,Prem CCY2,Value Ccy2,Theo. Value Ccy2,Creation Date,Creation Time,Trade Date,Trade Time,Prem Date,Expiry Date,Cut,Delivery Date,Model,Spot,Volatility,Depo Ccy1,Depo Ccy2,BB#,mini
One touch,,5089,AUDJPY,1,0,1,One touch,,,,82.435,,0,JPY,1,,0,1,1,67.92,0,68,66,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/13/2012,GMT 15:00,03/13/2012,Vanna Volga,81.064,11.81,4.54,0.152,OPSK9FZH,0
One touch,,5091,AUDJPY,1,0,1,One touch,,,,80.985,,0,JPY,1,,0,1,1,98.41,0,98,99,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/13/2012,GMT 15:00,03/13/2012,Vanna Volga,81.064,11.81,4.54,0.152,OPSK9FZL,0
One touch,,5092,AUDJPY,1,0,1,One touch,,,,80.489,,0,JPY,1,,0,1,1,88,0,88,89,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/13/2012,GMT 15:00,03/13/2012,Vanna Volga,81.064,11.81,4.54,0.152,OPSK9FZP,0
One touch,,5093,AUDJPY,1,0,1,One touch,,,,79.968,,0,JPY,1,,0,1,1,76.77,0,77,79,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/13/2012,GMT 15:00,03/13/2012,Vanna Volga,81.064,11.81,4.54,0.152,OPSK9FZS,0
One touch,,5094,AUDJPY,1,0,1,One touch,,,,78.007,,0,JPY,0,,0,0,1,40.18,0,40,43,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/13/2012,GMT 15:00,03/13/2012,Vanna Volga,81.064,11.81,4.54,0.152,OPSK9FZW,0
One touch,,5176,AUDJPY,0,0,0,One touch,,,,88.565,,0,JPY,0,,0,0,0,0.6,0,1,5,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4J,0
One touch,,5177,AUDJPY,0,0,0,One touch,,,,85.11,,0,JPY,0,,0,0,0,25.08,0,25,27,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4K,0
One touch,,5178,AUDJPY,1,0,1,One touch,,,,83.18,,0,JPY,1,,0,1,1,57.13,0,57,55,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4L,0
One touch,,5179,AUDJPY,1,0,1,One touch,,,,82.623,,0,JPY,1,,0,1,1,68.07,0,68,65,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4M,0
One touch,,5181,AUDJPY,1,0,1,One touch,,,,81.012,,0,JPY,1,,0,1,1,99.09,0,99,99,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4N,0
One touch,,5182,AUDJPY,1,0,1,One touch,,,,80.459,,0,JPY,1,,0,1,1,88.91,0,89,90,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4P,0
One touch,,5183,AUDJPY,1,0,1,One touch,,,,79.877,,0,JPY,1,,0,1,1,77.83,0,78,80,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4Q,0
One touch,,5184,AUDJPY,1,0,1,One touch,,,,77.66,,0,JPY,1,,0,1,1,40.96,0,41,44,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,03/23/2012,GMT 15:00,03/23/2012,Vanna Volga,81.064,12.17,4.526,0.157,OPSK9G4R,0
One touch,,5266,AUDJPY,0,0,0,One touch,,,,91.054,,0,JPY,0,,0,0,0,0.53,0,1,5,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G7Q,0
One touch,,5267,AUDJPY,0,0,0,One touch,,,,86.475,,0,JPY,0,,0,0,0,20.5,0,20,25,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G7R,0
One touch,,5268,AUDJPY,1,0,1,One touch,,,,83.932,,0,JPY,1,,0,1,1,52.5,0,53,52,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G7T,0
One touch,,5269,AUDJPY,1,0,1,One touch,,,,83.198,,0,JPY,1,,0,1,1,64.17,0,64,62,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G7W,0
One touch,,5271,AUDJPY,1,0,1,One touch,,,,81.068,,0,JPY,1,,0,1,1,99.92,0,100,100,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G7Y,0
One touch,,5272,AUDJPY,1,0,1,One touch,,,,80.333,,0,JPY,1,,0,1,1,89.56,0,90,91,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G80,0
One touch,,5273,AUDJPY,1,0,1,One touch,,,,79.554,,0,JPY,1,,0,1,1,77.71,0,78,81,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G82,0
One touch,,5274,AUDJPY,0,0,0,One touch,,,,76.433,,0,JPY,0,,0,0,1,36.74,0,37,42,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,04/23/2012,GMT 15:00,04/23/2012,Vanna Volga,81.064,12.74,4.586,0.193,OPSK9G83,0
One touch,,5356,AUDJPY,0,0,0,One touch,,,,110.491,,0,JPY,0,,0,0,0,0,0,0,3,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GFT,0
One touch,,5357,AUDJPY,0,0,0,One touch,,,,96.836,,0,JPY,0,,0,0,0,9.42,0,9,17,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GFX,0
One touch,,5358,AUDJPY,1,0,1,One touch,,,,89.503,,0,JPY,0,,0,0,1,39.39,0,39,42,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GG1,0
One touch,,5359,AUDJPY,1,0,1,One touch,,,,87.387,,0,JPY,1,,0,1,1,52.95,0,53,53,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GG5,0
One touch,,5361,AUDJPY,1,0,1,One touch,,,,81.072,,0,JPY,1,,0,1,1,99.93,0,100,100,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GG8,0
One touch,,5362,AUDJPY,1,0,1,One touch,,,,78.721,,0,JPY,1,,0,1,1,87.48,0,87,90,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GGC,0
One touch,,5363,AUDJPY,1,0,1,One touch,,,,75.969,,0,JPY,1,,0,1,1,70.29,0,70,77,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GGH,0
One touch,,5364,AUDJPY,0,0,0,One touch,,,,31.892,,0,JPY,0,,0,0,0,0,0,0,0,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/22/2013,GMT 15:00,01/22/2013,Vanna Volga,81.064,15.75,4.29,0.345,OPSK9GGM,0
No touch,,5401,AUDJPY,100,0,100,No touch,,,,81.847,,0,AUD,95,95.35,0,95,91,,0,"7,730","7,382",01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6D,0
No touch,,5402,AUDJPY,59,0,59,No touch,,,,81.469,,0,AUD,56,55.98,0,56,63,,0,"4,538","5,069",01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6G,0
No touch,,5403,AUDJPY,29,0,29,No touch,,,,81.254,,0,AUD,27,27.09,0,27,33,,0,"2,196","2,648",01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6J,0
No touch,,5404,AUDJPY,19,0,19,No touch,,,,81.192,,0,AUD,19,18.52,0,19,22,,0,"1,501","1,820",01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6L,0
No touch,,5406,AUDJPY,8,0,8,No touch,,,,81.014,,0,AUD,7,7.15,0,7,8,,0,580,661,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6P,0
No touch,,5407,AUDJPY,16,0,16,No touch,,,,80.954,,0,AUD,16,15.58,0,16,18,,0,"1,263","1,453",01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6R,0
No touch,,5408,AUDJPY,25,0,25,No touch,,,,80.892,,0,AUD,24,24.03,0,24,28,,0,"1,948","2,256",01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6T,0
No touch,,5409,AUDJPY,55,0,55,No touch,,,,80.675,,0,AUD,52,52.06,0,52,58,,0,"4,220","4,734",01/25/2012,8:50,01/23/2012,8:50,01/23/2012,01/24/2012,GMT 15:00,01/24/2012,Vanna Volga,81.064,11,8.719,0.118,OPSK9G6W,0
No touch,,5491,AUDJPY,89,0,89,No touch,,,,82.093,,0,AUD,85,84.6,0,85,84,,0,"6,858","6,831",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GFG,0
No touch,,5492,AUDJPY,57,0,57,No touch,,,,81.599,,0,AUD,54,54.46,0,54,54,,0,"4,415","4,364",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GFL,0
No touch,,5493,AUDJPY,29,0,29,No touch,,,,81.318,,0,AUD,28,27.69,0,28,27,,0,"2,244","2,222",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GFQ,0
No touch,,5494,AUDJPY,20,0,20,No touch,,,,81.237,,0,AUD,19,19.06,0,19,19,,0,"1,545","1,531",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GFV,0
No touch,,5496,AUDJPY,7,0,7,No touch,,,,81.005,,0,AUD,7,6.78,0,7,7,,0,550,536,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GFZ,0
No touch,,5497,AUDJPY,17,0,17,No touch,,,,80.926,,0,AUD,16,15.7,0,16,15,,0,"1,272","1,238",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GG4,0
No touch,,5498,AUDJPY,26,0,26,No touch,,,,80.844,,0,AUD,25,24.72,0,25,24,,0,"2,004","1,950",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GG9,0
No touch,,5499,AUDJPY,56,0,56,No touch,,,,80.56,,0,AUD,53,52.87,0,53,52,,0,"4,286","4,202",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/25/2012,GMT 15:00,01/25/2012,Vanna Volga,81.064,12.02,0,0,OPSK9GGF,0
No touch,,5626,AUDJPY,1,0,1,No touch,,,,82.461,,0,JPY,1,,0,1,1,90.99,0,91,91,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9G9G,0
No touch,,5627,AUDJPY,1,0,1,No touch,,,,81.79,,0,JPY,1,,0,1,1,64.34,0,64,63,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9G9L,0
No touch,,5628,AUDJPY,0,0,0,No touch,,,,81.41,,0,JPY,0,,0,0,0,34.33,0,34,34,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9G9N,0
No touch,,5629,AUDJPY,0,0,0,No touch,,,,81.3,,0,JPY,0,,0,0,0,23.91,0,24,23,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9G9R,0
No touch,,5631,AUDJPY,0,0,0,No touch,,,,80.985,,0,JPY,0,,0,0,0,7.56,0,8,7,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9G9V,0
No touch,,5632,AUDJPY,0,0,0,No touch,,,,80.878,,0,JPY,0,,0,0,0,17.75,0,18,17,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9G9Y,0
No touch,,5633,AUDJPY,0,0,0,No touch,,,,80.767,,0,JPY,0,,0,0,0,28.09,0,28,27,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9GB1,0
No touch,,5634,AUDJPY,1,0,1,No touch,,,,80.379,,0,JPY,1,,0,1,1,59.59,0,60,58,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/26/2012,GMT 15:00,01/26/2012,Vanna Volga,81.064,11.23,4.467,0.118,OPSK9GB4,0
No touch,,5671,AUDJPY,90,0,90,No touch,,,,82.489,,0,AUD,85,85.5,0,85,85,,0,"6,931","6,911",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GFJ,0
No touch,,5672,AUDJPY,60,0,60,No touch,,,,81.809,,0,AUD,57,56.86,0,57,56,,0,"4,609","4,512",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GFN,0
No touch,,5673,AUDJPY,31,0,31,No touch,,,,81.424,,0,AUD,30,29.84,0,30,29,,0,"2,419","2,363",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GFS,0
No touch,,5674,AUDJPY,22,0,22,No touch,,,,81.313,,0,AUD,21,20.91,0,21,20,,0,"1,695","1,658",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GFY,0
No touch,,5676,AUDJPY,6,0,6,No touch,,,,80.993,,0,AUD,6,5.69,0,6,5,,0,461,445,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GG2,0
No touch,,5677,AUDJPY,15,0,15,No touch,,,,80.885,,0,AUD,14,14.35,0,14,14,,0,"1,163","1,121",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GG7,0
No touch,,5678,AUDJPY,24,0,24,No touch,,,,80.772,,0,AUD,23,23.23,0,23,22,,0,"1,883","1,814",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GGD,0
No touch,,5679,AUDJPY,54,0,54,No touch,,,,80.379,,0,AUD,52,51.56,0,52,50,,0,"4,179","4,055",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/27/2012,GMT 15:00,01/27/2012,Vanna Volga,81.064,11.69,4.623,0.118,OPSK9GGK,0
No touch,,5851,AUDJPY,92,0,92,No touch,,,,82.805,,0,AUD,88,87.63,0,88,87,,0,"7,104","7,092",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GFR,0
No touch,,5852,AUDJPY,63,0,63,No touch,,,,81.978,,0,AUD,60,59.63,0,60,59,,0,"4,834","4,762",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GFW,0
No touch,,5853,AUDJPY,34,0,34,No touch,,,,81.511,,0,AUD,32,32.03,0,32,32,,0,"2,596","2,556",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GG0,0
No touch,,5854,AUDJPY,24,0,24,No touch,,,,81.376,,0,AUD,23,22.74,0,23,22,,0,"1,843","1,816",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GG3,0
No touch,,5856,AUDJPY,5,0,5,No touch,,,,80.987,,0,AUD,5,5.14,0,5,5,,0,417,406,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GG6,0
No touch,,5857,AUDJPY,15,0,15,No touch,,,,80.856,,0,AUD,14,13.99,0,14,14,,0,"1,134","1,101",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GGB,0
No touch,,5858,AUDJPY,24,0,24,No touch,,,,80.719,,0,AUD,23,23.09,0,23,22,,0,"1,872","1,817",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GGG,0
No touch,,5859,AUDJPY,55,0,55,No touch,,,,80.239,,0,AUD,52,52.3,0,52,51,,0,"4,240","4,142",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GGL,0
No touch,,5761,AUDJPY,85,0,85,No touch,,,,82.517,,0,AUD,81,80.75,0,81,80,,0,"6,546","6,501",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GRT,0
No touch,,5762,AUDJPY,54,0,54,No touch,,,,81.828,,0,AUD,52,51.64,0,52,51,,0,"4,186","4,120",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GRY,0
No touch,,5763,AUDJPY,28,0,28,No touch,,,,81.438,,0,AUD,27,27.07,0,27,27,,0,"2,194","2,161",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GS2,0
No touch,,5764,AUDJPY,20,0,20,No touch,,,,81.325,,0,AUD,19,19.15,0,19,19,,0,"1,552","1,531",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GS6,0
No touch,,5766,AUDJPY,4,0,4,No touch,,,,81.001,,0,AUD,4,4.22,0,4,4,,0,342,333,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GSB,0
No touch,,5767,AUDJPY,12,0,12,No touch,,,,80.891,,0,AUD,12,11.6,0,12,11,,0,940,913,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GSG,0
No touch,,5768,AUDJPY,20,0,20,No touch,,,,80.778,,0,AUD,19,19.22,0,19,19,,0,"1,558","1,512",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GSL,0
No touch,,5769,AUDJPY,47,0,47,No touch,,,,80.379,,0,AUD,44,44.47,0,44,43,,0,"3,605","3,510",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GSS,0
No touch,,5941,AUDJPY,97,0,97,No touch,,,,83.054,,0,AUD,92,91.73,0,92,92,,0,"7,436","7,451",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GQL,0
No touch,,5942,AUDJPY,69,0,69,No touch,,,,82.109,,0,AUD,66,65.83,0,66,65,,0,"5,337","5,265",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GQQ,0
No touch,,5943,AUDJPY,38,0,38,No touch,,,,81.575,,0,AUD,36,36.25,0,36,36,,0,"2,939","2,892",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GQT,0
No touch,,5944,AUDJPY,27,0,27,No touch,,,,81.42,,0,AUD,26,25.86,0,26,25,,0,"2,096","2,065",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GQY,0
No touch,,5946,AUDJPY,6,0,6,No touch,,,,80.976,,0,AUD,6,5.87,0,6,6,,0,476,463,01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GR1,0
No touch,,5947,AUDJPY,17,0,17,No touch,,,,80.826,,0,AUD,16,15.98,0,16,16,,0,"1,295","1,258",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GR5,0
No touch,,5948,AUDJPY,28,0,28,No touch,,,,80.67,,0,AUD,26,26.33,0,26,26,,0,"2,134","2,072",01/25/2012,8:51,01/23/2012,8:51,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9GR9,0
