Security,,External ID,Ccy Pair,P/L USD,Premium USD,Value USD,Style,P/C Ccy,P/C,Strike,Barrier1,Barrier2,Premium,Prem Ccy,P/L Ccy1,Option Price % Ccy1,Prem CCY1,Value Ccy1,Theo. Value Ccy1,Option Price % Ccy2,Prem CCY2,Value Ccy2,Theo. Value Ccy2,Creation Date,Creation Time,Trade Date,Trade Time,Prem Date,Expiry Date,Cut,Delivery Date,Model,Spot,Volatility,Depo Ccy1,Depo Ccy2,BB#,mini
One touch,,4014,AUDJPY,1,0,1,One touch,,,,80.379,,0,JPY,1,,0,1,1,55.95,0,56,57,01/25/2012,8:29,01/23/2012,8:29,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9DZQ,1
One touch,,4096,AUDJPY,0,0,0,One touch,,,,82.805,,0,JPY,0,,0,0,0,12.03,0,12,12,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4J,1
One touch,,4097,AUDJPY,1,0,1,One touch,,,,81.978,,0,JPY,0,,0,0,1,39.85,0,40,41,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4K,1
One touch,,4098,AUDJPY,1,0,1,One touch,,,,81.511,,0,JPY,1,,0,1,1,67.56,0,68,68,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4L,1
One touch,,4099,AUDJPY,1,0,1,One touch,,,,81.376,,0,JPY,1,,0,1,1,76.93,0,77,77,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4M,1
One touch,,4101,AUDJPY,1,0,1,One touch,,,,80.987,,0,JPY,1,,0,1,1,94.94,0,95,95,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4N,1
One touch,,4102,AUDJPY,1,0,1,One touch,,,,80.856,,0,JPY,1,,0,1,1,86.21,0,86,87,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4P,1
One touch,,4103,AUDJPY,1,0,1,One touch,,,,80.719,,0,JPY,1,,0,1,1,77.21,0,77,78,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4Q,1
One touch,,4104,AUDJPY,1,0,1,One touch,,,,80.239,,0,JPY,1,,0,1,1,48.13,0,48,49,01/25/2012,8:48,01/23/2012,8:48,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9F4R,1
One touch,,4186,AUDJPY,0,0,0,One touch,,,,83.054,,0,JPY,0,,0,0,0,7.99,0,8,8,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FB0,1
One touch,,4187,AUDJPY,0,0,0,One touch,,,,82.109,,0,JPY,0,,0,0,0,33.66,0,34,35,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FB3,1
One touch,,4188,AUDJPY,1,0,1,One touch,,,,81.575,,0,JPY,1,,0,1,1,63.3,0,63,64,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FB6,1
One touch,,4189,AUDJPY,1,0,1,One touch,,,,81.42,,0,JPY,1,,0,1,1,73.78,0,74,74,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FB9,1
One touch,,4191,AUDJPY,1,0,1,One touch,,,,80.976,,0,JPY,1,,0,1,1,94.22,0,94,94,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FBD,1
One touch,,4192,AUDJPY,1,0,1,One touch,,,,80.826,,0,JPY,1,,0,1,1,84.24,0,84,85,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FBH,1
One touch,,4193,AUDJPY,1,0,1,One touch,,,,80.67,,0,JPY,1,,0,1,1,73.99,0,74,75,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FBK,1
One touch,,4194,AUDJPY,1,0,1,One touch,,,,80.119,,0,JPY,1,,0,1,1,41.93,0,42,43,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/30/2012,GMT 15:00,01/30/2012,Vanna Volga,81.064,10.25,4.469,0.118,OPSK9FBN,1
One touch,,4231,AUDJPY,8,0,8,One touch,,,,83.27,,0,AUD,8,7.94,0,8,8,,0,644,644,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FGG,1
One touch,,4232,AUDJPY,35,0,35,One touch,,,,82.223,,0,AUD,34,33.7,0,34,35,,0,"2,732","2,823",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FGL,1
One touch,,4233,AUDJPY,67,0,67,One touch,,,,81.631,,0,AUD,64,63.51,0,64,64,,0,"5,148","5,197",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FGQ,1
One touch,,4234,AUDJPY,78,0,78,One touch,,,,81.46,,0,AUD,74,73.96,0,74,74,,0,"5,996","6,026",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FGV,1
One touch,,4236,AUDJPY,99,0,99,One touch,,,,80.968,,0,AUD,94,94.12,0,94,94,,0,"7,630","7,649",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FGZ,1
One touch,,4237,AUDJPY,88,0,88,One touch,,,,80.802,,0,AUD,84,83.84,0,84,85,,0,"6,797","6,851",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FH3,1
One touch,,4238,AUDJPY,77,0,77,One touch,,,,80.628,,0,AUD,73,73.32,0,73,74,,0,"5,944","6,034",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FH5,1
One touch,,4239,AUDJPY,43,0,43,One touch,,,,80.016,,0,AUD,41,40.87,0,41,42,,0,"3,313","3,442",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,01/31/2012,GMT 15:00,01/31/2012,Vanna Volga,81.064,10.6,4.47,0.118,OPSK9FH9,1
One touch,,4366,AUDJPY,0,0,0,One touch,,,,83.469,,0,JPY,0,,0,0,0,7.47,0,7,8,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FC7,1
One touch,,4367,AUDJPY,0,0,0,One touch,,,,82.328,,0,JPY,0,,0,0,0,32.93,0,33,34,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FCB,1
One touch,,4368,AUDJPY,1,0,1,One touch,,,,81.683,,0,JPY,1,,0,1,1,62.9,0,63,63,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FCF,1
One touch,,4369,AUDJPY,1,0,1,One touch,,,,81.497,,0,JPY,1,,0,1,1,73.46,0,73,74,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FCJ,1
One touch,,4371,AUDJPY,1,0,1,One touch,,,,80.961,,0,JPY,1,,0,1,1,94.29,0,94,95,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FCN,1
One touch,,4372,AUDJPY,1,0,1,One touch,,,,80.78,,0,JPY,1,,0,1,1,84.11,0,84,85,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FCS,1
One touch,,4373,AUDJPY,1,0,1,One touch,,,,80.591,,0,JPY,1,,0,1,1,73.63,0,74,75,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FCY,1
One touch,,4374,AUDJPY,1,0,1,One touch,,,,79.921,,0,JPY,1,,0,1,1,41.14,0,41,43,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/01/2012,GMT 15:00,02/01/2012,Vanna Volga,81.064,10.87,4.47,0.118,OPSK9FD2,1
One touch,,4456,AUDJPY,0,0,0,One touch,,,,83.654,,0,JPY,0,,0,0,0,7.21,0,7,8,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FPX,0
One touch,,4457,AUDJPY,0,0,0,One touch,,,,82.426,,0,JPY,0,,0,0,0,32.72,0,33,34,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FQ1,0
One touch,,4458,AUDJPY,1,0,1,One touch,,,,81.733,,0,JPY,1,,0,1,1,62.77,0,63,63,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FQ5,0
One touch,,4459,AUDJPY,1,0,1,One touch,,,,81.532,,0,JPY,1,,0,1,1,73.34,0,73,74,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FQ9,0
One touch,,4461,AUDJPY,1,0,1,One touch,,,,80.955,,0,JPY,1,,0,1,1,94.39,0,94,95,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FQF,0
One touch,,4462,AUDJPY,1,0,1,One touch,,,,80.76,,0,JPY,1,,0,1,1,84.17,0,84,85,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FQJ,0
One touch,,4463,AUDJPY,1,0,1,One touch,,,,80.557,,0,JPY,1,,0,1,1,73.64,0,74,75,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FQN,0
One touch,,4464,AUDJPY,1,0,1,One touch,,,,79.834,,0,JPY,1,,0,1,1,41.04,0,41,43,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/02/2012,GMT 15:00,02/02/2012,Vanna Volga,81.064,11.07,4.484,0.119,OPSK9FQR,0
One touch,,4546,AUDJPY,0,0,0,One touch,,,,83.694,,0,JPY,0,,0,0,0,9.75,0,10,11,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FD3,0
One touch,,4547,AUDJPY,0,0,0,One touch,,,,82.456,,0,JPY,0,,0,0,0,37.24,0,37,38,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FD8,0
One touch,,4548,AUDJPY,1,0,1,One touch,,,,81.757,,0,JPY,1,,0,1,1,65.51,0,66,66,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FDF,0
One touch,,4549,AUDJPY,1,0,1,One touch,,,,81.555,,0,JPY,1,,0,1,1,75.1,0,75,75,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FDK,0
One touch,,4551,AUDJPY,1,0,1,One touch,,,,80.973,,0,JPY,1,,0,1,1,95.93,0,96,96,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FDQ,0
One touch,,4552,AUDJPY,1,0,1,One touch,,,,80.776,,0,JPY,1,,0,1,1,87,0,87,88,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FDV,0
One touch,,4553,AUDJPY,1,0,1,One touch,,,,80.571,,0,JPY,1,,0,1,1,77.69,0,78,79,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FDZ,0
One touch,,4554,AUDJPY,1,0,1,One touch,,,,79.842,,0,JPY,1,,0,1,1,47.49,0,47,50,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FF3,0
One touch,,4636,AUDJPY,0,0,0,One touch,,,,84.032,,0,JPY,0,,0,0,0,6.4,0,6,7,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FRX,0
One touch,,4637,AUDJPY,0,0,0,One touch,,,,82.635,,0,JPY,0,,0,0,0,31.46,0,31,33,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FS1,0
One touch,,4638,AUDJPY,1,0,1,One touch,,,,81.847,,0,JPY,1,,0,1,1,61.39,0,61,62,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FS6,0
One touch,,4639,AUDJPY,1,0,1,One touch,,,,81.62,,0,JPY,1,,0,1,1,71.97,0,72,72,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FSB,0
One touch,,4641,AUDJPY,1,0,1,One touch,,,,80.964,,0,JPY,1,,0,1,1,95.53,0,96,96,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FSH,0
One touch,,4642,AUDJPY,1,0,1,One touch,,,,80.742,,0,JPY,1,,0,1,1,85.44,0,85,86,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FSM,0
One touch,,4643,AUDJPY,1,0,1,One touch,,,,80.51,,0,JPY,1,,0,1,1,74.96,0,75,76,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FSR,0
One touch,,4644,AUDJPY,1,0,1,One touch,,,,79.684,,0,JPY,1,,0,1,1,42.01,0,42,44,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/06/2012,GMT 15:00,02/06/2012,Vanna Volga,81.064,10.6,4.519,0.123,OPSK9FSX,0
One touch,,4681,AUDJPY,8,0,8,One touch,,,,84.591,,0,AUD,7,7.25,0,7,7,,0,588,591,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FXS,0
One touch,,4682,AUDJPY,32,0,32,One touch,,,,82.929,,0,AUD,31,30.67,0,31,33,,0,"2,486","2,679",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FXW,0
One touch,,4683,AUDJPY,64,0,64,One touch,,,,81.994,,0,AUD,61,60.73,0,61,62,,0,"4,923","5,029",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FXZ,0
One touch,,4684,AUDJPY,75,0,75,One touch,,,,81.724,,0,AUD,72,71.53,0,72,72,,0,"5,798","5,863",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FY2,0
One touch,,4686,AUDJPY,100,0,100,One touch,,,,80.945,,0,AUD,95,95.24,0,95,96,,0,"7,720","7,750",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FY6,0
One touch,,4687,AUDJPY,89,0,89,One touch,,,,80.68,,0,AUD,85,84.52,0,85,86,,0,"6,852","6,954",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FY9,0
One touch,,4688,AUDJPY,77,0,77,One touch,,,,80.404,,0,AUD,73,73.42,0,73,76,,0,"5,952","6,130",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FYD,0
One touch,,4689,AUDJPY,41,0,41,One touch,,,,79.413,,0,AUD,39,39.22,0,39,43,,0,"3,179","3,449",01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/09/2012,GMT 15:00,02/09/2012,Vanna Volga,81.064,11.37,4.535,0.126,OPSK9FYH,0
One touch,,4816,AUDJPY,0,0,0,One touch,,,,84.963,,0,JPY,0,,0,0,0,6.86,0,7,7,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FR7,0
One touch,,4817,AUDJPY,0,0,0,One touch,,,,83.135,,0,JPY,0,,0,0,0,28.68,0,29,31,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FRF,0
One touch,,4818,AUDJPY,1,0,1,One touch,,,,82.106,,0,JPY,1,,0,1,1,58.53,0,59,60,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FRK,0
One touch,,4819,AUDJPY,1,0,1,One touch,,,,81.809,,0,JPY,1,,0,1,1,69.55,0,70,71,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FRP,0
One touch,,4821,AUDJPY,1,0,1,One touch,,,,80.952,,0,JPY,1,,0,1,1,96.1,0,96,96,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FRT,0
One touch,,4822,AUDJPY,1,0,1,One touch,,,,80.661,,0,JPY,1,,0,1,1,85.65,0,86,87,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FRZ,0
One touch,,4823,AUDJPY,1,0,1,One touch,,,,80.358,,0,JPY,1,,0,1,1,74.67,0,75,77,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FS3,0
One touch,,4824,AUDJPY,1,0,1,One touch,,,,79.26,,0,JPY,0,,0,0,1,40.06,0,40,44,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,02/13/2012,GMT 15:00,02/13/2012,Vanna Volga,81.064,11.21,4.551,0.13,OPSK9FS7,0
One touch,,4906,AUDJPY,0,0,0,One touch,,,,85.83,,0,JPY,0,,0,0,0,4,0,4,6,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G15,0
One touch,,4907,AUDJPY,0,0,0,One touch,,,,83.611,,0,JPY,0,,0,0,0,28.13,0,28,30,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G18,0
One touch,,4908,AUDJPY,1,0,1,One touch,,,,82.364,,0,JPY,1,,0,1,1,58.68,0,59,58,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G1C,0
One touch,,4909,AUDJPY,1,0,1,One touch,,,,82.004,,0,JPY,1,,0,1,1,69.46,0,69,69,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G1G,0
One touch,,4911,AUDJPY,1,0,1,One touch,,,,80.966,,0,JPY,1,,0,1,1,97.25,0,97,97,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G1L,0
One touch,,4912,AUDJPY,1,0,1,One touch,,,,80.612,,0,JPY,1,,0,1,1,87.06,0,87,88,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G1P,0
One touch,,4913,AUDJPY,1,0,1,One touch,,,,80.242,,0,JPY,1,,0,1,1,76.27,0,76,78,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G1S,0
One touch,,4914,AUDJPY,1,0,1,One touch,,,,78.891,,0,JPY,1,,0,1,1,41.63,0,42,44,01/25/2012,8:50,01/23/2012,8:50,01/23/2012,02/22/2012,GMT 15:00,02/22/2012,Vanna Volga,81.064,11.23,4.576,0.139,OPSK9G1V,0
One touch,,4996,AUDJPY,0,0,0,One touch,,,,86.752,,0,JPY,0,,0,0,0,3.12,0,3,6,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/05/2012,GMT 15:00,03/05/2012,Vanna Volga,81.064,11.53,4.56,0.148,OPSK9FPV,0
One touch,,4997,AUDJPY,0,0,0,One touch,,,,84.117,,0,JPY,0,,0,0,0,28.05,0,28,30,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/05/2012,GMT 15:00,03/05/2012,Vanna Volga,81.064,11.53,4.56,0.148,OPSK9FPZ,0
One touch,,4998,AUDJPY,1,0,1,One touch,,,,82.64,,0,JPY,1,,0,1,1,58.86,0,59,58,01/25/2012,8:49,01/23/2012,8:49,01/23/2012,03/05/2012,GMT 15:00,03/05/2012,Vanna Volga,81.064,11.53,4.56,0.148,OPSK9FQ3,0
