no,asset,start_date,end_date,duration,bet_type,spot,end_spot,payout,spot_unchanged,bom_win,nto_buy_price,nto_payout_rate,nto_actual_payout,nto_return,nto_client_profit
423378,frxEURUSD,2013-02-12 09:02:00,2013-02-12 09:03:00,1,FLASHD,1.33956,1.33948,3800,0,1,2000,190%,3800,90%,1800
423390,frxEURUSD,2013-02-12 09:03:00,2013-02-12 09:04:00,1,FLASHD,1.33948,1.33997,3800,0,0,2000,190%,0,90%,-2000
423392,frxEURUSD,2013-02-12 09:04:00,2013-02-12 09:05:00,1,FLASHD,1.33997,1.33999,3800,0,0,2000,190%,0,90%,-2000
423423,frxEURUSD,2013-02-12 09:05:00,2013-02-12 09:06:00,1,FLASHD,1.33999,1.3398,3800,0,1,2000,190%,3800,90%,1800
423444,frxGBPJPY,2013-02-12 09:09:00,2013-02-12 09:10:00,1,FLASHU,146.806,146.921,3800,0,1,2000,190%,3800,90%,1800
423592,frxGBPJPY,2013-02-12 09:15:00,2013-02-12 09:16:00,1,FLASHU,146.756,146.765,3800,0,1,2000,190%,3800,90%,1800
423618,frxGBPJPY,2013-02-12 09:20:00,2013-02-12 09:21:00,1,FLASHU,146.602,146.621,3800,0,1,2000,190%,3800,90%,1800
423678,frxGBPJPY,2013-02-12 09:21:00,2013-02-12 09:22:00,1,FLASHU,146.621,146.59,3800,0,0,2000,190%,0,90%,-2000
423754,frxEURUSD,2013-02-12 09:26:00,2013-02-12 09:27:00,1,FLASHD,1.34041,1.3405,3800,0,0,2000,190%,0,90%,-2000
423762,frxEURUSD,2013-02-12 09:27:00,2013-02-12 09:28:00,1,FLASHD,1.3405,1.34061,3800,0,0,2000,190%,0,90%,-2000
423765,frxEURUSD,2013-02-12 09:28:00,2013-02-12 09:29:00,1,FLASHD,1.34061,1.34059,3800,0,1,2000,190%,3800,90%,1800
423850,frxEURJPY,2013-02-12 09:34:00,2013-02-12 09:35:00,1,FLASHU,126.026,125.895,3800,0,0,2000,190%,0,90%,-2000
423936,frxUSDJPY,2013-02-12 09:35:00,2013-02-12 09:36:00,1,FLASHU,93.991,94.03,3900,0,1,2000,195%,3900,95%,1900
423951,frxEURJPY,2013-02-12 09:38:00,2013-02-12 09:39:00,1,FLASHU,125.903,125.935,3800,0,1,2000,190%,3800,90%,1800
424019,frxGBPJPY,2013-02-12 09:44:00,2013-02-12 09:45:00,1,FLASHU,146.571,146.528,3800,0,0,2000,190%,0,90%,-2000
424029,frxGBPJPY,2013-02-12 09:45:00,2013-02-12 09:46:00,1,FLASHU,146.528,146.511,3800,0,0,2000,190%,0,90%,-2000
424084,frxGBPJPY,2013-02-12 09:46:00,2013-02-12 09:47:00,1,FLASHU,146.511,146.517,3800,0,1,2000,190%,3800,90%,1800
424089,frxGBPJPY,2013-02-12 09:47:00,2013-02-12 09:48:00,1,FLASHU,146.517,146.541,3800,0,1,2000,190%,3800,90%,1800
424193,frxEURJPY,2013-02-12 09:54:00,2013-02-12 09:55:00,1,FLASHD,126.066,125.977,3800,0,1,2000,190%,3800,90%,1800
424277,frxEURUSD,2013-02-12 09:59:00,2013-02-12 10:00:00,1,FLASHU,1.3378,1.33789,3800,0,1,2000,190%,3800,90%,1800
424360,frxUSDJPY,2013-02-12 10:03:00,2013-02-12 10:04:00,1,FLASHD,94.215,94.194,3900,0,1,2000,195%,3900,95%,1900
424412,frxEURJPY,2013-02-12 10:07:00,2013-02-12 10:08:00,1,FLASHD,126.068,125.993,3800,0,1,2000,190%,3800,90%,1800
441704,frxEURUSD,2013-02-13 10:10:00,2013-02-13 10:11:00,1,FLASHU,1.34714,1.34743,3800,0,1,2000,190%,3800,90%,1800
441750,frxEURUSD,2013-02-13 10:13:00,2013-02-13 10:14:00,1,FLASHD,1.34781,1.34785,3800,0,0,2000,190%,0,90%,-2000
441854,frxEURUSD,2013-02-13 10:21:00,2013-02-13 10:22:00,1,FLASHU,1.34684,1.34632,3800,0,0,2000,190%,0,90%,-2000
441856,frxEURUSD,2013-02-13 10:22:00,2013-02-13 10:23:00,1,FLASHU,1.34632,1.34614,3800,0,0,2000,190%,0,90%,-2000
441859,frxEURUSD,2013-02-13 10:23:00,2013-02-13 10:24:00,1,FLASHU,1.34614,1.34641,3800,0,1,2000,190%,3800,90%,1800
441862,frxGBPJPY,2013-02-13 10:24:00,2013-02-13 10:25:00,1,FLASHU,145.948,145.989,3800,0,1,2000,190%,3800,90%,1800
442114,frxEURUSD,2013-02-13 10:39:00,2013-02-13 10:40:00,1,FLASHD,1.34817,1.34782,3800,0,1,2000,190%,3800,90%,1800
442206,frxEURUSD,2013-02-13 10:41:00,2013-02-13 10:42:00,1,FLASHD,1.34841,1.34828,3800,0,1,2000,190%,3800,90%,1800
442222,frxEURUSD,2013-02-13 10:42:00,2013-02-13 10:43:00,1,FLASHD,1.34828,1.34791,3800,0,1,2000,190%,3800,90%,1800
442334,frxEURUSD,2013-02-13 10:46:00,2013-02-13 10:47:00,1,FLASHD,1.34867,1.34866,5700,0,1,3000,190%,5700,90%,2700
442350,frxEURUSD,2013-02-13 10:48:00,2013-02-13 10:49:00,1,FLASHD,1.34829,1.34839,5700,0,0,3000,190%,0,90%,-3000
442498,frxGBPJPY,2013-02-13 10:54:00,2013-02-13 10:55:00,1,FLASHU,145.429,145.436,5700,0,1,3000,190%,5700,90%,2700
442576,frxGBPJPY,2013-02-13 10:55:00,2013-02-13 10:56:00,1,FLASHU,145.436,145.422,5700,0,0,3000,190%,0,90%,-3000
442691,frxEURJPY,2013-02-13 11:03:00,2013-02-13 11:04:00,1,FLASHD,126.364,126.352,5700,0,1,3000,190%,5700,90%,2700
442703,frxEURJPY,2013-02-13 11:04:00,2013-02-13 11:05:00,1,FLASHD,126.352,126.306,5700,0,1,3000,190%,5700,90%,2700
442807,frxUSDJPY,2013-02-13 11:09:00,2013-02-13 11:10:00,1,FLASHD,93.744,93.734,5850,0,1,3000,195%,5850,95%,2850
457964,frxEURJPY,2013-02-14 11:16:00,2013-02-14 11:17:00,1,FLASHU,124.322,124.243,9500,0,0,5000,190%,0,90%,-5000
457994,frxUSDJPY,2013-02-14 11:18:00,2013-02-14 11:19:00,1,FLASHU,93.251,93.244,9500,0,0,5000,190%,0,90%,-5000
458123,frxUSDJPY,2013-02-14 11:21:00,2013-02-14 11:22:00,1,FLASHU,93.199,93.13,9500,0,0,5000,190%,0,90%,-5000
458139,frxUSDJPY,2013-02-14 11:22:00,2013-02-14 11:23:00,1,FLASHU,93.13,93.119,9500,0,0,5000,190%,0,90%,-5000
458157,frxUSDJPY,2013-02-14 11:23:00,2013-02-14 11:24:00,1,FLASHU,93.119,93.131,9500,0,1,5000,190%,9500,90%,4500
458173,frxUSDJPY,2013-02-14 11:24:00,2013-02-14 11:25:00,1,FLASHU,93.131,93.142,9500,0,1,5000,190%,9500,90%,4500
458345,frxEURUSD,2013-02-14 11:34:00,2013-02-14 11:35:00,1,FLASHD,1.33302,1.33284,9500,0,1,5000,190%,9500,90%,4500
458391,frxGBPJPY,2013-02-14 11:38:00,2013-02-14 11:39:00,1,FLASHD,144.625,144.624,9500,0,1,5000,190%,9500,90%,4500
458396,frxGBPJPY,2013-02-14 11:39:00,2013-02-14 11:40:00,1,FLASHD,144.624,144.632,9500,0,0,5000,190%,0,90%,-5000
458444,frxGBPJPY,2013-02-14 11:40:00,2013-02-14 11:41:00,1,FLASHD,144.632,144.627,9500,0,1,5000,190%,9500,90%,4500
458499,frxGBPJPY,2013-02-14 11:46:00,2013-02-14 11:47:00,1,FLASHD,144.681,144.662,9500,0,1,5000,190%,9500,90%,4500
458761,frxEURUSD,2013-02-14 12:00:00,2013-02-14 12:01:00,1,FLASHU,1.33256,1.33208,9500,0,0,5000,190%,0,90%,-5000
458766,frxEURUSD,2013-02-14 12:01:00,2013-02-14 12:02:00,1,FLASHU,1.33208,1.33211,9500,0,1,5000,190%,9500,90%,4500
458768,frxEURUSD,2013-02-14 12:02:00,2013-02-14 12:03:00,1,FLASHU,1.33211,1.33199,9500,0,0,5000,190%,0,90%,-5000
458780,frxEURJPY,2013-02-14 12:03:00,2013-02-14 12:04:00,1,FLASHU,124.143,124.172,9500,0,1,5000,190%,9500,90%,4500
458915,frxEURJPY,2013-02-14 12:12:00,2013-02-14 12:13:00,1,FLASHD,124.362,124.398,9500,0,0,5000,190%,0,90%,-5000
458930,frxEURJPY,2013-02-14 12:13:00,2013-02-14 12:14:00,1,FLASHD,124.398,124.436,9500,0,0,5000,190%,0,90%,-5000
458945,frxEURJPY,2013-02-14 12:14:00,2013-02-14 12:15:00,1,FLASHD,124.436,124.386,9500,0,1,5000,190%,9500,90%,4500
459000,frxUSDJPY,2013-02-14 12:17:00,2013-02-14 12:18:00,1,FLASHD,93.348,93.33,9500,0,1,5000,190%,9500,90%,4500
459100,frxEURUSD,2013-02-14 12:29:00,2013-02-14 12:30:00,1,FLASHD,1.33364,1.33349,9500,0,1,5000,190%,9500,90%,4500
459149,frxEURJPY,2013-02-14 12:32:00,2013-02-14 12:33:00,1,FLASHD,124.513,124.456,9500,0,1,5000,190%,9500,90%,4500
474995,frxEURUSD,2013-02-15 14:45:00,2013-02-15 14:46:00,1,FLASHU,1.33519,1.33539,9500,0,1,5000,190%,9500,90%,4500
475002,frxEURUSD,2013-02-15 14:47:00,2013-02-15 14:48:00,1,FLASHU,1.3346,1.33467,9500,0,1,5000,190%,9500,90%,4500
484189,frxEURUSD,2013-02-18 09:48:00,2013-02-18 09:49:00,1,FLASHU,1.33584,1.33605,9500,0,1,5000,190%,9500,90%,4500
484233,frxGBPJPY,2013-02-18 09:53:00,2013-02-18 09:54:00,1,FLASHD,145.62,145.564,9500,0,1,5000,190%,9500,90%,4500
484234,frxEURJPY,2013-02-18 09:54:00,2013-02-18 09:55:00,1,FLASHU,125.6,125.603,9500,0,1,5000,190%,9500,90%,4500
498435,frxEURJPY,2013-02-19 09:19:00,2013-02-19 09:20:00,1,FLASHD,124.858,124.857,9500,0,1,5000,190%,9500,90%,4500
498508,frxEURJPY,2013-02-19 09:20:00,2013-02-19 09:21:00,1,FLASHD,124.857,124.951,9500,0,0,5000,190%,0,90%,-5000
498524,frxEURJPY,2013-02-19 09:21:00,2013-02-19 09:22:00,1,FLASHD,124.951,124.918,9500,0,1,5000,190%,9500,90%,4500
498526,frxUSDJPY,2013-02-19 09:22:00,2013-02-19 09:23:00,1,FLASHD,93.551,93.541,9500,0,1,5000,190%,9500,90%,4500
498746,frxGBPJPY,2013-02-19 09:40:00,2013-02-19 09:41:00,1,FLASHD,144.968,145.021,9500,0,0,5000,190%,0,90%,-5000
498766,frxUSDJPY,2013-02-19 09:41:00,2013-02-19 09:42:00,1,FLASHD,93.63,93.616,9500,0,1,5000,190%,9500,90%,4500
498767,frxGBPJPY,2013-02-19 09:41:00,2013-02-19 09:42:00,1,FLASHD,145.021,145.006,9500,0,1,5000,190%,9500,90%,4500
498929,frxEURUSD,2013-02-19 09:57:00,2013-02-19 09:58:00,1,FLASHD,1.33567,1.33533,9500,0,1,5000,190%,9500,90%,4500
498934,frxEURJPY,2013-02-19 09:59:00,2013-02-19 10:00:00,1,FLASHU,124.918,124.833,9500,0,0,5000,190%,0,90%,-5000
499004,frxEURUSD,2013-02-19 10:00:00,2013-02-19 10:01:00,1,FLASHU,1.33432,1.33688,9500,0,1,5000,190%,9500,90%,4500
517105,frxGBPJPY,2013-02-20 10:36:00,2013-02-20 10:37:00,1,FLASHU,142.931,142.917,9000,0,0,5000,180%,0,80%,-5000
517114,frxGBPJPY,2013-02-20 10:37:00,2013-02-20 10:38:00,1,FLASHU,142.917,142.877,9000,0,0,5000,180%,0,80%,-5000
517121,frxGBPJPY,2013-02-20 10:38:00,2013-02-20 10:39:00,1,FLASHU,142.877,142.946,9000,0,1,5000,180%,9000,80%,4000
517239,frxEURJPY,2013-02-20 10:41:00,2013-02-20 10:42:00,1,FLASHD,125.193,125.157,9000,0,1,5000,180%,9000,80%,4000
517263,frxEURUSD,2013-02-20 10:43:00,2013-02-20 10:44:00,1,FLASHU,1.33964,1.33967,9000,0,1,5000,180%,9000,80%,4000
517387,frxEURJPY,2013-02-20 10:46:00,2013-02-20 10:47:00,1,FLASHD,125.215,125.257,9000,0,0,5000,180%,0,80%,-5000
517405,frxUSDJPY,2013-02-20 10:47:00,2013-02-20 10:48:00,1,FLASHD,93.458,93.463,9000,0,0,5000,180%,0,80%,-5000
517429,frxUSDJPY,2013-02-20 10:48:00,2013-02-20 10:49:00,1,FLASHD,93.463,93.448,9000,0,1,5000,180%,9000,80%,4000
517564,frxEURUSD,2013-02-20 10:55:00,2013-02-20 10:56:00,1,FLASHU,1.33957,1.33927,9000,0,0,5000,180%,0,80%,-5000
517573,frxEURUSD,2013-02-20 10:56:00,2013-02-20 10:57:00,1,FLASHU,1.33927,1.33956,9000,0,1,5000,180%,9000,80%,4000
517762,frxEURUSD,2013-02-20 11:06:00,2013-02-20 11:07:00,1,FLASHU,1.33892,1.33894,9000,0,1,5000,180%,9000,80%,4000
517769,frxEURUSD,2013-02-20 11:07:00,2013-02-20 11:08:00,1,FLASHU,1.33894,1.33909,9000,0,1,5000,180%,9000,80%,4000
517777,frxEURUSD,2013-02-20 11:08:00,2013-02-20 11:09:00,1,FLASHU,1.33909,1.33896,9000,0,0,5000,180%,0,80%,-5000
517799,frxEURUSD,2013-02-20 11:09:00,2013-02-20 11:10:00,1,FLASHU,1.33896,1.33924,9000,0,1,5000,180%,9000,80%,4000
517940,frxGBPJPY,2013-02-20 11:11:00,2013-02-20 11:12:00,1,FLASHD,143.201,143.182,9000,0,1,5000,180%,9000,80%,4000
517945,frxEURJPY,2013-02-20 11:12:00,2013-02-20 11:13:00,1,FLASHD,125.328,125.345,9000,0,0,5000,180%,0,80%,-5000
517954,frxEURJPY,2013-02-20 11:13:00,2013-02-20 11:14:00,1,FLASHD,125.345,125.322,9000,0,1,5000,180%,9000,80%,4000
517962,frxGBPJPY,2013-02-20 11:14:00,2013-02-20 11:15:00,1,FLASHD,143.229,143.212,9000,0,1,5000,180%,9000,80%,4000
518050,frxGBPJPY,2013-02-20 11:16:00,2013-02-20 11:17:00,1,FLASHD,143.254,143.243,9000,0,1,5000,180%,9000,80%,4000
534962,frxGBPJPY,2013-02-21 10:04:00,2013-02-21 10:05:00,1,FLASHU,142.026,142.026,9000,1,0,5000,180%,5000,80%,0
535045,frxEURUSD,2013-02-21 10:09:00,2013-02-21 10:10:00,1,FLASHU,1.31942,1.31918,9000,0,0,5000,180%,0,80%,-5000
535109,frxUSDJPY,2013-02-21 10:10:00,2013-02-21 10:11:00,1,FLASHU,93.218,93.254,9000,0,1,5000,180%,9000,80%,4000
535128,frxEURUSD,2013-02-21 10:11:00,2013-02-21 10:12:00,1,FLASHU,1.31909,1.31905,9000,0,0,5000,180%,0,80%,-5000
535130,frxEURUSD,2013-02-21 10:12:00,2013-02-21 10:13:00,1,FLASHU,1.31905,1.31929,9000,0,1,5000,180%,9000,80%,4000
535224,frxEURUSD,2013-02-21 10:22:00,2013-02-21 10:23:00,1,FLASHU,1.31881,1.31891,9000,0,1,5000,180%,9000,80%,4000
535287,frxGBPJPY,2013-02-21 10:27:00,2013-02-21 10:28:00,1,FLASHU,141.836,141.861,9000,0,1,5000,180%,9000,80%,4000
535299,frxGBPJPY,2013-02-21 10:29:00,2013-02-21 10:30:00,1,FLASHU,141.797,141.792,9000,0,0,5000,180%,0,80%,-5000
535339,frxGBPJPY,2013-02-21 10:30:00,2013-02-21 10:31:00,1,FLASHU,141.792,141.816,9000,0,1,5000,180%,9000,80%,4000
535347,frxEURUSD,2013-02-21 10:32:00,2013-02-21 10:33:00,1,FLASHU,1.3187,1.31884,9000,0,1,5000,180%,9000,80%,4000
535356,frxEURUSD,2013-02-21 10:34:00,2013-02-21 10:35:00,1,FLASHU,1.31863,1.31862,9000,0,0,5000,180%,0,80%,-5000
535405,frxEURUSD,2013-02-21 10:36:00,2013-02-21 10:37:00,1,FLASHU,1.31842,1.31869,9000,0,1,5000,180%,9000,80%,4000
535459,frxEURJPY,2013-02-21 10:41:00,2013-02-21 10:42:00,1,FLASHU,122.918,122.908,9000,0,0,5000,180%,0,80%,-5000
535476,frxEURJPY,2013-02-21 10:42:00,2013-02-21 10:43:00,1,FLASHU,122.908,122.72,9000,0,0,5000,180%,0,80%,-5000
535495,frxEURJPY,2013-02-21 10:43:00,2013-02-21 10:44:00,1,FLASHU,122.72,122.778,9000,0,1,5000,180%,9000,80%,4000
535567,frxGBPJPY,2013-02-21 10:45:00,2013-02-21 10:46:00,1,FLASHU,141.677,141.631,9000,0,0,5000,180%,0,80%,-5000
535597,frxUSDJPY,2013-02-21 10:47:00,2013-02-21 10:48:00,1,FLASHU,93.057,93.069,9000,0,1,5000,180%,9000,80%,4000
535794,frxEURUSD,2013-02-21 11:00:00,2013-02-21 11:01:00,1,FLASHD,1.31851,1.31853,9000,0,0,5000,180%,0,80%,-5000
535815,frxEURUSD,2013-02-21 11:01:00,2013-02-21 11:02:00,1,FLASHD,1.31853,1.31861,9000,0,0,5000,180%,0,80%,-5000
535824,frxEURUSD,2013-02-21 11:04:00,2013-02-21 11:05:00,1,FLASHD,1.31873,1.31865,9000,0,1,5000,180%,9000,80%,4000
535988,frxEURJPY,2013-02-21 11:13:00,2013-02-21 11:14:00,1,FLASHU,122.653,122.7,9000,0,1,5000,180%,9000,80%,4000
536044,frxEURJPY,2013-02-21 11:18:00,2013-02-21 11:19:00,1,FLASHU,122.659,122.671,9000,0,1,5000,180%,9000,80%,4000
536637,frxGBPJPY,2013-02-21 11:55:00,2013-02-21 11:56:00,1,FLASHU,141.541,141.476,9000,0,0,5000,180%,0,80%,-5000
536658,frxEURJPY,2013-02-21 11:56:00,2013-02-21 11:57:00,1,FLASHU,122.342,122.413,9000,0,1,5000,180%,9000,80%,4000
536678,frxEURUSD,2013-02-21 11:59:00,2013-02-21 12:00:00,1,FLASHU,1.31814,1.3181,9000,0,0,5000,180%,0,80%,-5000
536732,frxEURUSD,2013-02-21 12:00:00,2013-02-21 12:01:00,1,FLASHU,1.3181,1.31844,9000,0,1,5000,180%,9000,80%,4000
536747,frxEURUSD,2013-02-21 12:04:00,2013-02-21 12:05:00,1,FLASHU,1.31819,1.31813,9000,0,0,5000,180%,0,80%,-5000
536775,frxEURUSD,2013-02-21 12:05:00,2013-02-21 12:06:00,1,FLASHU,1.31813,1.31793,9000,0,0,5000,180%,0,80%,-5000
536783,frxEURUSD,2013-02-21 12:06:00,2013-02-21 12:07:00,1,FLASHU,1.31793,1.31731,9000,0,0,5000,180%,0,80%,-5000
536787,frxEURUSD,2013-02-21 12:07:00,2013-02-21 12:08:00,1,FLASHU,1.31731,1.31721,9000,0,0,5000,180%,0,80%,-5000
536805,frxEURUSD,2013-02-21 12:08:00,2013-02-21 12:09:00,1,FLASHU,1.31721,1.31752,9000,0,1,5000,180%,9000,80%,4000
536917,frxGBPJPY,2013-02-21 12:13:00,2013-02-21 12:14:00,1,FLASHD,141.768,141.786,9000,0,0,5000,180%,0,80%,-5000
536933,frxGBPJPY,2013-02-21 12:14:00,2013-02-21 12:15:00,1,FLASHD,141.786,141.782,9000,0,1,5000,180%,9000,80%,4000
537010,frxGBPJPY,2013-02-21 12:15:00,2013-02-21 12:16:00,1,FLASHD,141.782,141.842,9000,0,0,5000,180%,0,80%,-5000
537040,frxEURUSD,2013-02-21 12:16:00,2013-02-21 12:17:00,1,FLASHU,1.3171,1.31714,9000,0,1,5000,180%,9000,80%,4000
537057,frxGBPJPY,2013-02-21 12:17:00,2013-02-21 12:18:00,1,FLASHD,141.822,141.836,9000,0,0,5000,180%,0,80%,-5000
537089,frxUSDJPY,2013-02-21 12:19:00,2013-02-21 12:20:00,1,FLASHD,93.02,93.013,9000,0,1,5000,180%,9000,80%,4000
537090,frxEURJPY,2013-02-21 12:19:00,2013-02-21 12:20:00,1,FLASHD,122.551,122.549,9000,0,1,5000,180%,9000,80%,4000
537151,frxUSDJPY,2013-02-21 12:20:00,2013-02-21 12:21:00,1,FLASHD,93.013,92.994,9000,0,1,5000,180%,9000,80%,4000
537190,frxUSDJPY,2013-02-21 12:24:00,2013-02-21 12:25:00,1,FLASHD,93.028,93.041,9000,0,0,5000,180%,0,80%,-5000
537238,frxEURUSD,2013-02-21 12:26:00,2013-02-21 12:27:00,1,FLASHD,1.31803,1.31813,9000,0,0,5000,180%,0,80%,-5000
537241,frxEURUSD,2013-02-21 12:27:00,2013-02-21 12:28:00,1,FLASHD,1.31813,1.31801,9000,0,1,5000,180%,9000,80%,4000
537343,frxEURJPY,2013-02-21 12:37:00,2013-02-21 12:38:00,1,FLASHD,122.685,122.672,9000,0,1,5000,180%,9000,80%,4000
537346,frxEURUSD,2013-02-21 12:38:00,2013-02-21 12:39:00,1,FLASHD,1.31843,1.31853,9000,0,0,5000,180%,0,80%,-5000
537348,frxEURUSD,2013-02-21 12:39:00,2013-02-21 12:40:00,1,FLASHD,1.31853,1.31842,9000,0,1,5000,180%,9000,80%,4000
537395,frxEURUSD,2013-02-21 12:41:00,2013-02-21 12:42:00,1,FLASHD,1.31867,1.31861,9000,0,1,5000,180%,9000,80%,4000
537398,frxEURUSD,2013-02-21 12:42:00,2013-02-21 12:43:00,1,FLASHD,1.31861,1.31881,9000,0,0,5000,180%,0,80%,-5000
537400,frxEURUSD,2013-02-21 12:43:00,2013-02-21 12:44:00,1,FLASHD,1.31881,1.31874,9000,0,1,5000,180%,9000,80%,4000
537435,frxEURUSD,2013-02-21 12:48:00,2013-02-21 12:49:00,1,FLASHD,1.31914,1.31932,9000,0,0,5000,180%,0,80%,-5000
537437,frxEURUSD,2013-02-21 12:49:00,2013-02-21 12:50:00,1,FLASHD,1.31932,1.31931,9000,0,1,5000,180%,9000,80%,4000
537564,frxGBPJPY,2013-02-21 12:57:00,2013-02-21 12:58:00,1,FLASHD,141.971,142.098,9000,0,0,5000,180%,0,80%,-5000
537581,frxGBPJPY,2013-02-21 12:58:00,2013-02-21 12:59:00,1,FLASHD,142.098,142.101,9000,0,0,5000,180%,0,80%,-5000
537584,frxEURJPY,2013-02-21 12:59:00,2013-02-21 13:00:00,1,FLASHD,122.859,122.85,9000,0,1,5000,180%,9000,80%,4000
537644,frxEURJPY,2013-02-21 13:00:00,2013-02-21 13:01:00,1,FLASHD,122.85,122.828,9000,0,1,5000,180%,9000,80%,4000
537783,frxUSDJPY,2013-02-21 13:06:00,2013-02-21 13:07:00,1,FLASHD,93.188,93.177,9000,0,1,5000,180%,9000,80%,4000
537869,frxEURUSD,2013-02-21 13:11:00,2013-02-21 13:12:00,1,FLASHU,1.31892,1.31901,9000,0,1,5000,180%,9000,80%,4000
537917,frxEURUSD,2013-02-21 13:15:00,2013-02-21 13:16:00,1,FLASHU,1.31842,1.31898,9000,0,1,5000,180%,9000,80%,4000
538033,frxEURJPY,2013-02-21 13:25:00,2013-02-21 13:26:00,1,FLASHD,123.023,122.957,9000,0,1,5000,180%,9000,80%,4000
551106,frxEURUSD,2013-02-22 10:38:00,2013-02-22 10:39:00,1,FLASHD,1.32124,1.32114,9000,0,1,5000,180%,9000,80%,4000
551332,frxEURJPY,2013-02-22 11:03:00,2013-02-22 11:04:00,1,FLASHD,123.248,123.414,9000,0,0,5000,180%,0,80%,-5000
551798,frxGBPJPY,2013-02-22 11:35:00,2013-02-22 11:36:00,1,FLASHU,142.252,142.287,9000,0,1,5000,180%,9000,80%,4000
551834,frxEURJPY,2013-02-22 11:39:00,2013-02-22 11:40:00,1,FLASHU,122.741,122.76,9000,0,1,5000,180%,9000,80%,4000
552027,frxGBPJPY,2013-02-22 11:53:00,2013-02-22 11:54:00,1,FLASHD,142.346,142.342,9000,0,1,5000,180%,9000,80%,4000
564084,frxEURUSD,2013-02-25 10:49:00,2013-02-25 10:50:00,1,FLASHD,1.32635,1.32656,9000,0,0,5000,180%,0,80%,-5000
564167,frxEURUSD,2013-02-25 10:50:00,2013-02-25 10:51:00,1,FLASHD,1.32656,1.32684,9000,0,0,5000,180%,0,80%,-5000
564175,frxEURUSD,2013-02-25 10:51:00,2013-02-25 10:52:00,1,FLASHD,1.32684,1.3266,9000,0,1,5000,180%,9000,80%,4000
564178,frxUSDJPY,2013-02-25 10:52:00,2013-02-25 10:53:00,1,FLASHU,93.821,93.812,9000,0,0,5000,180%,0,80%,-5000
564210,frxUSDJPY,2013-02-25 10:54:00,2013-02-25 10:55:00,1,FLASHU,93.823,93.823,9000,1,0,5000,180%,5000,80%,0
564290,frxUSDJPY,2013-02-25 10:55:00,2013-02-25 10:56:00,1,FLASHU,93.823,93.831,9000,0,1,5000,180%,9000,80%,4000
564483,frxUSDJPY,2013-02-25 11:05:00,2013-02-25 11:06:00,1,FLASHU,93.74,93.708,9000,0,0,5000,180%,0,80%,-5000
564513,frxUSDJPY,2013-02-25 11:06:00,2013-02-25 11:07:00,1,FLASHU,93.708,93.734,9000,0,1,5000,180%,9000,80%,4000
564515,frxUSDJPY,2013-02-25 11:07:00,2013-02-25 11:08:00,1,FLASHU,93.734,93.714,9000,0,0,5000,180%,0,80%,-5000
564517,frxUSDJPY,2013-02-25 11:08:00,2013-02-25 11:09:00,1,FLASHU,93.714,93.742,9000,0,1,5000,180%,9000,80%,4000
564522,frxEURUSD,2013-02-25 11:09:00,2013-02-25 11:10:00,1,FLASHD,1.32722,1.32735,9000,0,0,5000,180%,0,80%,-5000
564595,frxEURUSD,2013-02-25 11:10:00,2013-02-25 11:11:00,1,FLASHD,1.32735,1.32719,9000,0,1,5000,180%,9000,80%,4000
564692,frxGBPJPY,2013-02-25 11:18:00,2013-02-25 11:19:00,1,FLASHU,142.001,142.042,9000,0,1,5000,180%,9000,80%,4000
564773,frxEURUSD,2013-02-25 11:21:00,2013-02-25 11:22:00,1,FLASHU,1.3268,1.32662,9000,0,0,5000,180%,0,80%,-5000
564775,frxGBPJPY,2013-02-25 11:22:00,2013-02-25 11:23:00,1,FLASHU,141.966,142.023,9000,0,1,5000,180%,9000,80%,4000
564889,frxEURJPY,2013-02-25 11:31:00,2013-02-25 11:32:00,1,FLASHD,124.471,124.469,9000,0,1,5000,180%,9000,80%,4000
564892,frxEURJPY,2013-02-25 11:32:00,2013-02-25 11:33:00,1,FLASHD,124.469,124.43,9000,0,1,5000,180%,9000,80%,4000
565067,frxGBPJPY,2013-02-25 11:41:00,2013-02-25 11:42:00,1,FLASHU,141.912,141.895,9000,0,0,5000,180%,0,80%,-5000
565070,frxGBPJPY,2013-02-25 11:42:00,2013-02-25 11:43:00,1,FLASHU,141.895,141.934,9000,0,1,5000,180%,9000,80%,4000
565075,frxEURUSD,2013-02-25 11:43:00,2013-02-25 11:44:00,1,FLASHD,1.32721,1.32718,9000,0,1,5000,180%,9000,80%,4000
565219,frxEURJPY,2013-02-25 11:53:00,2013-02-25 11:54:00,1,FLASHD,124.456,124.45,9000,0,1,5000,180%,9000,80%,4000
565234,frxEURUSD,2013-02-25 11:54:00,2013-02-25 11:55:00,1,FLASHU,1.3267,1.3267,9000,1,0,5000,180%,5000,80%,0
565287,frxEURJPY,2013-02-25 11:57:00,2013-02-25 11:58:00,1,FLASHU,124.394,124.405,9000,0,1,5000,180%,9000,80%,4000
578331,frxGBPJPY,2013-02-26 11:28:00,2013-02-26 11:29:00,1,FLASHU,139.566,139.526,9000,0,0,5000,180%,0,80%,-5000
578335,frxGBPJPY,2013-02-26 11:29:00,2013-02-26 11:30:00,1,FLASHU,139.526,139.555,9000,0,1,5000,180%,9000,80%,4000
578372,frxUSDJPY,2013-02-26 11:33:00,2013-02-26 11:34:00,1,FLASHU,91.923,91.863,9000,0,0,5000,180%,0,80%,-5000
