no,asset,start_date,end_date,duration,bet_type,spot,end_spot,payout,spot_unchanged,bom_win,nto_buy_price,nto_payout_rate,nto_actual_payout,nto_return,nto_client_profit
624412,frxEURUSD,2013-03-04 10:32:00,2013-03-04 10:33:00,1,FLASHD,1.29977,1.29977,10800,1,0,6000,180%,6000,80%,0
624413,frxEURJPY,2013-03-04 10:33:00,2013-03-04 10:34:00,1,FLASHD,121.664,121.642,10800,0,1,6000,180%,10800,80%,4800
624463,frxEURUSD,2013-03-04 10:43:00,2013-03-04 10:44:00,1,FLASHD,1.30002,1.29989,10800,0,1,6000,180%,10800,80%,4800
624536,frxGBPJPY,2013-03-04 10:50:00,2013-03-04 10:51:00,1,FLASHU,140.597,140.593,10800,0,0,6000,180%,0,80%,-6000
624559,frxEURJPY,2013-03-04 10:51:00,2013-03-04 10:52:00,1,FLASHU,121.567,121.576,10800,0,1,6000,180%,10800,80%,4800
624560,frxGBPJPY,2013-03-04 10:51:00,2013-03-04 10:52:00,1,FLASHD,140.593,140.627,10800,0,0,6000,180%,0,80%,-6000
624563,frxEURUSD,2013-03-04 10:53:00,2013-03-04 10:54:00,1,FLASHU,1.29928,1.2992,10800,0,0,6000,180%,0,80%,-6000
624568,frxEURUSD,2013-03-04 10:54:00,2013-03-04 10:55:00,1,FLASHU,1.2992,1.29942,10800,0,1,6000,180%,10800,80%,4800
624701,frxEURUSD,2013-03-04 11:10:00,2013-03-04 11:11:00,1,FLASHD,1.30028,1.30019,10800,0,1,6000,180%,10800,80%,4800
624708,frxEURUSD,2013-03-04 11:13:00,2013-03-04 11:14:00,1,FLASHD,1.30037,1.30028,10800,0,1,6000,180%,10800,80%,4800
624890,frxGBPJPY,2013-03-04 11:34:00,2013-03-04 11:35:00,1,FLASHU,140.525,140.502,10800,0,0,6000,180%,0,80%,-6000
624926,frxGBPJPY,2013-03-04 11:35:00,2013-03-04 11:36:00,1,FLASHU,140.502,140.56,10800,0,1,6000,180%,10800,80%,4800
624935,frxEURUSD,2013-03-04 11:38:00,2013-03-04 11:39:00,1,FLASHU,1.29909,1.29909,10800,1,0,6000,180%,6000,80%,0
624937,frxEURUSD,2013-03-04 11:39:00,2013-03-04 11:40:00,1,FLASHU,1.29909,1.29926,10800,0,1,6000,180%,10800,80%,4800
624972,frxEURUSD,2013-03-04 11:42:00,2013-03-04 11:43:00,1,FLASHD,1.2998,1.29982,10800,0,0,6000,180%,0,80%,-6000
624979,frxEURUSD,2013-03-04 11:44:00,2013-03-04 11:45:00,1,FLASHD,1.29994,1.30004,10800,0,0,6000,180%,0,80%,-6000
624980,frxEURJPY,2013-03-04 11:44:00,2013-03-04 11:45:00,1,FLASHD,121.523,121.519,10800,0,1,6000,180%,10800,80%,4800
625023,frxUSDJPY,2013-03-04 11:47:00,2013-03-04 11:48:00,1,FLASHD,93.502,93.496,10800,0,1,6000,180%,10800,80%,4800
625084,frxGBPJPY,2013-03-04 11:55:00,2013-03-04 11:56:00,1,FLASHD,140.688,140.678,10800,0,1,6000,180%,10800,80%,4800
625088,frxEURJPY,2013-03-04 11:55:00,2013-03-04 11:56:00,1,FLASHD,121.58,121.578,10800,0,1,6000,180%,10800,80%,4800
625113,frxGBPJPY,2013-03-04 12:00:00,2013-03-04 12:01:00,1,FLASHD,140.679,140.706,10800,0,0,6000,180%,0,80%,-6000
625117,frxGBPJPY,2013-03-04 12:01:00,2013-03-04 12:02:00,1,FLASHD,140.706,140.686,10800,0,1,6000,180%,10800,80%,4800
625119,frxEURJPY,2013-03-04 12:03:00,2013-03-04 12:04:00,1,FLASHU,121.501,121.489,10800,0,0,6000,180%,0,80%,-6000
625121,frxEURJPY,2013-03-04 12:04:00,2013-03-04 12:05:00,1,FLASHU,121.489,121.503,10800,0,1,6000,180%,10800,80%,4800
625164,frxEURJPY,2013-03-04 12:11:00,2013-03-04 12:12:00,1,FLASHU,121.468,121.458,10800,0,0,6000,180%,0,80%,-6000
625165,frxEURJPY,2013-03-04 12:12:00,2013-03-04 12:13:00,1,FLASHU,121.458,121.438,10800,0,0,6000,180%,0,80%,-6000
625166,frxEURUSD,2013-03-04 12:13:00,2013-03-04 12:14:00,1,FLASHU,1.29889,1.29899,10800,0,1,6000,180%,10800,80%,4800
625191,frxEURUSD,2013-03-04 12:16:00,2013-03-04 12:17:00,1,FLASHU,1.29831,1.29848,10800,0,1,6000,180%,10800,80%,4800
625192,frxGBPJPY,2013-03-04 12:17:00,2013-03-04 12:18:00,1,FLASHD,140.73,140.716,10800,0,1,6000,180%,10800,80%,4800
625222,frxEURJPY,2013-03-04 12:22:00,2013-03-04 12:23:00,1,FLASHD,121.473,121.506,10800,0,0,6000,180%,0,80%,-6000
625224,frxEURJPY,2013-03-04 12:23:00,2013-03-04 12:24:00,1,FLASHD,121.506,121.526,10800,0,0,6000,180%,0,80%,-6000
625291,frxUSDJPY,2013-03-04 12:31:00,2013-03-04 12:32:00,1,FLASHD,93.555,93.552,10800,0,1,6000,180%,10800,80%,4800
625307,frxEURUSD,2013-03-04 12:32:00,2013-03-04 12:33:00,1,FLASHD,1.29951,1.29955,10800,0,0,6000,180%,0,80%,-6000
625348,frxUSDJPY,2013-03-04 12:35:00,2013-03-04 12:36:00,1,FLASHD,93.563,93.553,10800,0,1,6000,180%,10800,80%,4800
625402,frxEURUSD,2013-03-04 12:43:00,2013-03-04 12:44:00,1,FLASHD,1.30043,1.30022,10800,0,1,6000,180%,10800,80%,4800
625442,frxUSDJPY,2013-03-04 12:46:00,2013-03-04 12:47:00,1,FLASHU,93.519,93.536,10800,0,1,6000,180%,10800,80%,4800
625443,frxEURUSD,2013-03-04 12:48:00,2013-03-04 12:49:00,1,FLASHD,1.3004,1.30021,10800,0,1,6000,180%,10800,80%,4800
625472,frxEURJPY,2013-03-04 12:53:00,2013-03-04 12:54:00,1,FLASHD,121.747,121.719,10800,0,1,6000,180%,10800,80%,4800
625551,frxEURJPY,2013-03-04 12:55:00,2013-03-04 12:56:00,1,FLASHD,121.684,121.686,10800,0,0,6000,180%,0,80%,-6000
625689,frxEURUSD,2013-03-04 13:10:00,2013-03-04 13:11:00,1,FLASHU,1.30059,1.30048,10800,0,0,6000,180%,0,80%,-6000
625693,frxGBPJPY,2013-03-04 13:14:00,2013-03-04 13:15:00,1,FLASHD,140.836,140.812,10800,0,1,6000,180%,10800,80%,4800
625727,frxEURUSD,2013-03-04 13:18:00,2013-03-04 13:19:00,1,FLASHU,1.30028,1.3004,10800,0,1,6000,180%,10800,80%,4800
625750,frxEURJPY,2013-03-04 13:21:00,2013-03-04 13:22:00,1,FLASHU,121.621,121.62,10800,0,0,6000,180%,0,80%,-6000
625751,frxEURJPY,2013-03-04 13:22:00,2013-03-04 13:23:00,1,FLASHU,121.62,121.647,10800,0,1,6000,180%,10800,80%,4800
625753,frxEURUSD,2013-03-04 13:24:00,2013-03-04 13:25:00,1,FLASHD,1.30074,1.30081,10800,0,0,6000,180%,0,80%,-6000
625773,frxEURUSD,2013-03-04 13:25:00,2013-03-04 13:26:00,1,FLASHD,1.30081,1.30111,10800,0,0,6000,180%,0,80%,-6000
625779,frxEURUSD,2013-03-04 13:26:00,2013-03-04 13:27:00,1,FLASHD,1.30111,1.30099,10800,0,1,6000,180%,10800,80%,4800
625780,frxEURUSD,2013-03-04 13:26:00,2013-03-04 13:27:00,1,FLASHD,1.30111,1.30099,10800,0,1,6000,180%,10800,80%,4800
625781,frxEURUSD,2013-03-04 13:27:00,2013-03-04 13:28:00,1,FLASHD,1.30099,1.30125,10800,0,0,6000,180%,0,80%,-6000
625782,frxEURUSD,2013-03-04 13:27:00,2013-03-04 13:28:00,1,FLASHD,1.30099,1.30125,10800,0,0,6000,180%,0,80%,-6000
625783,frxEURUSD,2013-03-04 13:27:00,2013-03-04 13:28:00,1,FLASHD,1.30099,1.30125,10800,0,0,6000,180%,0,80%,-6000
625784,frxEURUSD,2013-03-04 13:27:00,2013-03-04 13:28:00,1,FLASHD,1.30099,1.30125,10800,0,0,6000,180%,0,80%,-6000
625786,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625787,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625789,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625790,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625791,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625792,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625794,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625795,frxEURUSD,2013-03-04 13:28:00,2013-03-04 13:29:00,1,FLASHD,1.30125,1.30165,10800,0,0,6000,180%,0,80%,-6000
625797,frxEURJPY,2013-03-04 13:29:00,2013-03-04 13:30:00,1,FLASHD,121.75,121.774,10800,0,0,6000,180%,0,80%,-6000
625937,frxEURJPY,2013-03-04 13:45:00,2013-03-04 13:46:00,1,FLASHD,121.745,121.736,10800,0,1,6000,180%,10800,80%,4800
625946,frxGBPJPY,2013-03-04 13:49:00,2013-03-04 13:50:00,1,FLASHD,140.854,140.832,12600,0,1,7000,180%,12600,80%,5600
625965,frxEURJPY,2013-03-04 13:54:00,2013-03-04 13:55:00,1,FLASHU,121.653,121.664,12600,0,1,7000,180%,12600,80%,5600
625990,frxGBPJPY,2013-03-04 13:58:00,2013-03-04 13:59:00,1,FLASHD,140.937,140.882,12600,0,1,7000,180%,12600,80%,5600
626010,frxEURUSD,2013-03-04 14:01:00,2013-03-04 14:02:00,1,FLASHU,1.3004,1.30095,12600,0,1,7000,180%,12600,80%,5600
636046,frxGBPJPY,2013-03-05 10:36:00,2013-03-05 10:37:00,1,FLASHD,141.317,141.304,12600,0,1,7000,180%,12600,80%,5600
636175,frxEURUSD,2013-03-05 10:45:00,2013-03-05 10:46:00,1,FLASHU,1.30247,1.30219,12600,0,0,7000,180%,0,80%,-7000
636201,frxUSDJPY,2013-03-05 10:46:00,2013-03-05 10:47:00,1,FLASHD,93.178,93.174,12600,0,1,7000,180%,12600,80%,5600
636610,frxEURJPY,2013-03-05 11:14:00,2013-03-05 11:15:00,1,FLASHD,121.45,121.443,12600,0,1,7000,180%,12600,80%,5600
636719,frxEURJPY,2013-03-05 11:23:00,2013-03-05 11:24:00,1,FLASHU,121.387,121.418,12600,0,1,7000,180%,12600,80%,5600
637626,frxEURJPY,2013-03-05 13:09:00,2013-03-05 13:10:00,1,FLASHD,121.471,121.419,12600,0,1,7000,180%,12600,80%,5600
646147,frxUSDJPY,2013-03-06 08:42:00,2013-03-06 08:43:00,1,FLASHD,93.379,93.368,13300,0,1,7000,190%,13300,90%,6300
646189,frxUSDJPY,2013-03-06 08:46:00,2013-03-06 08:47:00,1,FLASHD,93.405,93.382,13300,0,1,7000,190%,13300,90%,6300
654419,frxEURUSD,2013-03-07 02:09:00,2013-03-07 02:10:00,1,FLASHD,1.29892,1.29913,13300,0,0,7000,190%,0,90%,-7000
654486,frxEURUSD,2013-03-07 02:10:00,2013-03-07 02:11:00,1,FLASHD,1.29913,1.29918,13300,0,0,7000,190%,0,90%,-7000
654513,frxEURUSD,2013-03-07 02:11:00,2013-03-07 02:12:00,1,FLASHD,1.29918,1.2992,13300,0,0,7000,190%,0,90%,-7000
654517,frxGBPJPY,2013-03-07 02:12:00,2013-03-07 02:13:00,1,FLASHU,140.919,140.934,13300,0,1,7000,190%,13300,90%,6300
654519,frxEURUSD,2013-03-07 02:12:00,2013-03-07 02:13:00,1,FLASHD,1.2992,1.29932,13300,0,0,7000,190%,0,90%,-7000
654801,frxEURJPY,2013-03-07 02:33:00,2013-03-07 02:34:00,1,FLASHU,122.052,122.05,13650,0,0,7000,195%,0,95%,-7000
654802,frxEURJPY,2013-03-07 02:34:00,2013-03-07 02:35:00,1,FLASHU,122.05,122.016,13650,0,0,7000,195%,0,95%,-7000
654989,frxGBPJPY,2013-03-07 02:59:00,2013-03-07 03:00:00,1,FLASHD,140.946,140.921,13650,0,1,7000,195%,13650,95%,6650
655012,frxEURJPY,2013-03-07 03:02:00,2013-03-07 03:03:00,1,FLASHU,122.051,122.061,13650,0,1,7000,195%,13650,95%,6650
655036,frxEURJPY,2013-03-07 03:08:00,2013-03-07 03:09:00,1,FLASHU,122.016,122.036,13650,0,1,7000,195%,13650,95%,6650
655056,frxEURJPY,2013-03-07 03:10:00,2013-03-07 03:11:00,1,FLASHU,122.022,122.015,13650,0,0,7000,195%,0,95%,-7000
655059,frxGBPJPY,2013-03-07 03:11:00,2013-03-07 03:12:00,1,FLASHU,140.876,140.876,13650,1,0,7000,195%,7000,95%,0
655060,frxGBPJPY,2013-03-07 03:12:00,2013-03-07 03:13:00,1,FLASHU,140.876,140.866,13650,0,0,7000,195%,0,95%,-7000
655120,frxEURUSD,2013-03-07 03:20:00,2013-03-07 03:21:00,1,FLASHU,1.29854,1.29854,13650,1,0,7000,195%,7000,95%,0
655124,frxEURUSD,2013-03-07 03:21:00,2013-03-07 03:22:00,1,FLASHU,1.29854,1.29857,13650,0,1,7000,195%,13650,95%,6650
655237,frxEURUSD,2013-03-07 03:40:00,2013-03-07 03:41:00,1,FLASHD,1.29911,1.29909,13650,0,1,7000,195%,13650,95%,6650
655397,frxEURUSD,2013-03-07 04:00:00,2013-03-07 04:01:00,1,FLASHD,1.29943,1.2995,13650,0,0,7000,195%,0,95%,-7000
655412,frxEURUSD,2013-03-07 04:01:00,2013-03-07 04:02:00,1,FLASHD,1.2995,1.2995,13650,1,0,7000,195%,7000,95%,0
655416,frxGBPJPY,2013-03-07 04:03:00,2013-03-07 04:04:00,1,FLASHD,140.841,140.818,13650,0,1,7000,195%,13650,95%,6650
655466,frxGBPJPY,2013-03-07 04:08:00,2013-03-07 04:09:00,1,FLASHD,140.866,140.866,13650,1,0,7000,195%,7000,95%,0
655470,frxGBPJPY,2013-03-07 04:09:00,2013-03-07 04:10:00,1,FLASHD,140.866,140.851,13650,0,1,7000,195%,13650,95%,6650
655586,frxEURUSD,2013-03-07 04:26:00,2013-03-07 04:27:00,1,FLASHU,1.29894,1.29891,13650,0,0,7000,195%,0,95%,-7000
655590,frxEURUSD,2013-03-07 04:27:00,2013-03-07 04:28:00,1,FLASHU,1.29891,1.29894,13650,0,1,7000,195%,13650,95%,6650
655707,frxGBPJPY,2013-03-07 04:45:00,2013-03-07 04:46:00,1,FLASHD,140.881,140.861,13650,0,1,7000,195%,13650,95%,6650
655710,frxEURUSD,2013-03-07 04:47:00,2013-03-07 04:48:00,1,FLASHD,1.29913,1.29904,13650,0,1,7000,195%,13650,95%,6650
655747,frxEURUSD,2013-03-07 04:55:00,2013-03-07 04:56:00,1,FLASHD,1.29923,1.29933,13650,0,0,7000,195%,0,95%,-7000
655750,frxEURUSD,2013-03-07 04:56:00,2013-03-07 04:57:00,1,FLASHD,1.29933,1.29937,13650,0,0,7000,195%,0,95%,-7000
655777,frxGBPJPY,2013-03-07 05:02:00,2013-03-07 05:03:00,1,FLASHD,140.886,140.841,13650,0,1,7000,195%,13650,95%,6650
655782,frxUSDJPY,2013-03-07 05:04:00,2013-03-07 05:05:00,1,FLASHD,93.915,93.916,13650,0,0,7000,195%,0,95%,-7000
655849,frxGBPJPY,2013-03-07 05:12:00,2013-03-07 05:13:00,1,FLASHU,140.757,140.781,13650,0,1,7000,195%,13650,95%,6650
655960,frxGBPJPY,2013-03-07 05:32:00,2013-03-07 05:33:00,1,FLASHD,140.846,140.841,13650,0,1,7000,195%,13650,95%,6650
655983,frxGBPJPY,2013-03-07 05:36:00,2013-03-07 05:37:00,1,FLASHD,140.866,140.867,13650,0,0,7000,195%,0,95%,-7000
655985,frxEURUSD,2013-03-07 05:37:00,2013-03-07 05:38:00,1,FLASHD,1.29943,1.29947,13650,0,0,7000,195%,0,95%,-7000
655987,frxGBPJPY,2013-03-07 05:38:00,2013-03-07 05:39:00,1,FLASHD,140.876,140.896,13650,0,0,7000,195%,0,95%,-7000
655989,frxGBPJPY,2013-03-07 05:39:00,2013-03-07 05:40:00,1,FLASHD,140.896,140.896,13650,1,0,7000,195%,7000,95%,0
656093,frxEURUSD,2013-03-07 05:42:00,2013-03-07 05:43:00,1,FLASHD,1.29963,1.29952,13650,0,1,7000,195%,13650,95%,6650
656258,frxEURJPY,2013-03-07 06:01:00,2013-03-07 06:02:00,1,FLASHU,122.017,121.996,13650,0,0,7000,195%,0,95%,-7000
656285,frxGBPJPY,2013-03-07 06:03:00,2013-03-07 06:04:00,1,FLASHU,140.851,140.873,13650,0,1,7000,195%,13650,95%,6650
656320,frxEURUSD,2013-03-07 06:09:00,2013-03-07 06:10:00,1,FLASHD,1.2994,1.29945,13650,0,0,7000,195%,0,95%,-7000
656355,frxEURUSD,2013-03-07 06:11:00,2013-03-07 06:12:00,1,FLASHD,1.29952,1.29942,13650,0,1,7000,195%,13650,95%,6650
656451,frxGBPJPY,2013-03-07 06:25:00,2013-03-07 06:26:00,1,FLASHD,140.941,140.968,13650,0,0,7000,195%,0,95%,-7000
656455,frxGBPJPY,2013-03-07 06:26:00,2013-03-07 06:27:00,1,FLASHD,140.968,140.973,13650,0,0,7000,195%,0,95%,-7000
656456,frxEURUSD,2013-03-07 06:26:00,2013-03-07 06:27:00,1,FLASHD,1.2996,1.29959,13650,0,1,7000,195%,13650,95%,6650
656459,frxGBPJPY,2013-03-07 06:27:00,2013-03-07 06:28:00,1,FLASHD,140.973,140.966,13650,0,1,7000,195%,13650,95%,6650
656463,frxGBPJPY,2013-03-07 06:28:00,2013-03-07 06:29:00,1,FLASHD,140.966,140.972,13650,0,0,7000,195%,0,95%,-7000
656467,frxEURUSD,2013-03-07 06:29:00,2013-03-07 06:30:00,1,FLASHD,1.29966,1.2996,13650,0,1,7000,195%,13650,95%,6650
656591,frxEURJPY,2013-03-07 06:45:00,2013-03-07 06:46:00,1,FLASHD,122.054,122.062,13650,0,0,7000,195%,0,95%,-7000
656607,frxEURJPY,2013-03-07 06:46:00,2013-03-07 06:47:00,1,FLASHD,122.062,122.068,13650,0,0,7000,195%,0,95%,-7000
656640,frxEURJPY,2013-03-07 06:48:00,2013-03-07 06:49:00,1,FLASHD,122.06,122.078,13650,0,0,7000,195%,0,95%,-7000
656654,frxEURJPY,2013-03-07 06:49:00,2013-03-07 06:50:00,1,FLASHD,122.078,122.075,13650,0,1,7000,195%,13650,95%,6650
656689,frxEURJPY,2013-03-07 06:50:00,2013-03-07 06:51:00,1,FLASHD,122.075,122.085,13650,0,0,7000,195%,0,95%,-7000
656693,frxEURJPY,2013-03-07 06:51:00,2013-03-07 06:52:00,1,FLASHD,122.085,122.063,13650,0,1,7000,195%,13650,95%,6650
656694,frxUSDJPY,2013-03-07 06:51:00,2013-03-07 06:52:00,1,FLASHD,93.955,93.935,13650,0,1,7000,195%,13650,95%,6650
656699,frxEURUSD,2013-03-07 06:53:00,2013-03-07 06:54:00,1,FLASHU,1.29941,1.29933,13650,0,0,7000,195%,0,95%,-7000
656701,frxEURUSD,2013-03-07 06:54:00,2013-03-07 06:55:00,1,FLASHU,1.29933,1.29923,13650,0,0,7000,195%,0,95%,-7000
656707,frxEURUSD,2013-03-07 06:55:00,2013-03-07 06:56:00,1,FLASHU,1.29923,1.29912,13650,0,0,7000,195%,0,95%,-7000
656726,frxGBPJPY,2013-03-07 06:55:00,2013-03-07 06:56:00,1,FLASHU,140.875,140.876,13650,0,1,7000,195%,13650,95%,6650
656730,frxEURUSD,2013-03-07 06:56:00,2013-03-07 06:57:00,1,FLASHU,1.29912,1.29913,13650,0,1,7000,195%,13650,95%,6650
656733,frxGBPJPY,2013-03-07 06:57:00,2013-03-07 06:58:00,1,FLASHU,140.872,140.911,13650,0,1,7000,195%,13650,95%,6650
656736,frxEURUSD,2013-03-07 06:57:00,2013-03-07 06:58:00,1,FLASHU,1.29913,1.29918,13650,0,1,7000,195%,13650,95%,6650
656761,frxEURUSD,2013-03-07 07:00:00,2013-03-07 07:01:00,1,FLASHU,1.29916,1.29916,13650,1,0,7000,195%,7000,95%,0
656785,frxGBPJPY,2013-03-07 07:04:00,2013-03-07 07:05:00,1,FLASHU,140.863,140.845,13650,0,0,7000,195%,0,95%,-7000
656810,frxGBPJPY,2013-03-07 07:05:00,2013-03-07 07:06:00,1,FLASHU,140.845,140.83,13650,0,0,7000,195%,0,95%,-7000
656848,frxGBPJPY,2013-03-07 07:05:00,2013-03-07 07:06:00,1,FLASHU,140.845,140.83,13650,0,0,7000,195%,0,95%,-7000
656854,frxGBPJPY,2013-03-07 07:06:00,2013-03-07 07:07:00,1,FLASHU,140.83,140.835,13650,0,1,7000,195%,13650,95%,6650
656857,frxGBPJPY,2013-03-07 07:07:00,2013-03-07 07:08:00,1,FLASHU,140.835,140.849,13650,0,1,7000,195%,13650,95%,6650
656902,frxEURUSD,2013-03-07 07:10:00,2013-03-07 07:11:00,1,FLASHD,1.29948,1.29947,13650,0,1,7000,195%,13650,95%,6650
656924,frxEURUSD,2013-03-07 07:12:00,2013-03-07 07:13:00,1,FLASHD,1.29953,1.29946,13650,0,1,7000,195%,13650,95%,6650
656931,frxEURUSD,2013-03-07 07:14:00,2013-03-07 07:15:00,1,FLASHD,1.29967,1.2995,13650,0,1,7000,195%,13650,95%,6650
656976,frxGBPJPY,2013-03-07 07:15:00,2013-03-07 07:16:00,1,FLASHU,140.826,140.826,13650,1,0,7000,195%,7000,95%,0
656980,frxGBPJPY,2013-03-07 07:16:00,2013-03-07 07:17:00,1,FLASHU,140.826,140.81,13650,0,0,7000,195%,0,95%,-7000
656986,frxGBPJPY,2013-03-07 07:18:00,2013-03-07 07:19:00,1,FLASHU,140.759,140.761,13650,0,1,7000,195%,13650,95%,6650
656991,frxEURJPY,2013-03-07 07:19:00,2013-03-07 07:20:00,1,FLASHU,122.039,122.012,13650,0,0,7000,195%,0,95%,-7000
657027,frxEURJPY,2013-03-07 07:20:00,2013-03-07 07:21:00,1,FLASHU,122.012,121.998,13650,0,0,7000,195%,0,95%,-7000
657033,frxEURJPY,2013-03-07 07:21:00,2013-03-07 07:22:00,1,FLASHU,121.998,121.939,13650,0,0,7000,195%,0,95%,-7000
657053,frxEURUSD,2013-03-07 07:24:00,2013-03-07 07:25:00,1,FLASHU,1.29874,1.29905,13650,0,1,7000,195%,13650,95%,6650
657233,frxUSDJPY,2013-03-07 07:36:00,2013-03-07 07:37:00,1,FLASHD,93.943,93.953,13650,0,0,7000,195%,0,95%,-7000
657248,frxUSDJPY,2013-03-07 07:37:00,2013-03-07 07:38:00,1,FLASHD,93.953,93.934,13650,0,1,7000,195%,13650,95%,6650
657341,frxEURJPY,2013-03-07 07:43:00,2013-03-07 07:44:00,1,FLASHD,122.031,121.996,13650,0,1,7000,195%,13650,95%,6650
657365,frxEURUSD,2013-03-07 07:45:00,2013-03-07 07:46:00,1,FLASHD,1.29902,1.29912,13650,0,0,7000,195%,0,95%,-7000
657369,frxEURUSD,2013-03-07 07:46:00,2013-03-07 07:47:00,1,FLASHD,1.29912,1.29882,13650,0,1,7000,195%,13650,95%,6650
657395,frxEURUSD,2013-03-07 07:51:00,2013-03-07 07:52:00,1,FLASHD,1.29904,1.29916,13650,0,0,7000,195%,0,95%,-7000
657398,frxEURUSD,2013-03-07 07:52:00,2013-03-07 07:53:00,1,FLASHD,1.29916,1.29894,13650,0,1,7000,195%,13650,95%,6650
657424,frxEURUSD,2013-03-07 07:55:00,2013-03-07 07:56:00,1,FLASHD,1.29916,1.29913,13650,0,1,7000,195%,13650,95%,6650
657438,frxEURUSD,2013-03-07 07:58:00,2013-03-07 07:59:00,1,FLASHD,1.29933,1.29937,13650,0,0,7000,195%,0,95%,-7000
657441,frxEURUSD,2013-03-07 07:59:00,2013-03-07 08:00:00,1,FLASHD,1.29937,1.2995,13650,0,0,7000,195%,0,95%,-7000
657459,frxEURJPY,2013-03-07 08:00:00,2013-03-07 08:01:00,1,FLASHD,122.105,122.076,13650,0,1,7000,195%,13650,95%,6650
657468,frxEURJPY,2013-03-07 08:02:00,2013-03-07 08:03:00,1,FLASHD,122.097,122.125,13650,0,0,7000,195%,0,95%,-7000
657520,frxUSDJPY,2013-03-07 08:05:00,2013-03-07 08:06:00,1,FLASHD,94.021,94.014,13650,0,1,7000,195%,13650,95%,6650
657533,frxGBPJPY,2013-03-07 08:06:00,2013-03-07 08:07:00,1,FLASHD,140.827,140.849,13650,0,0,7000,195%,0,95%,-7000
657536,frxGBPJPY,2013-03-07 08:07:00,2013-03-07 08:08:00,1,FLASHD,140.849,140.948,13300,0,0,7000,190%,0,90%,-7000
657552,frxEURUSD,2013-03-07 08:08:00,2013-03-07 08:09:00,1,FLASHD,1.30102,1.30114,13300,0,0,7000,190%,0,90%,-7000
657558,frxEURUSD,2013-03-07 08:09:00,2013-03-07 08:10:00,1,FLASHD,1.30114,1.30095,13300,0,1,7000,190%,13300,90%,6300
657646,frxGBPJPY,2013-03-07 08:10:00,2013-03-07 08:11:00,1,FLASHD,140.936,140.93,13300,0,1,7000,190%,13300,90%,6300
657654,frxGBPJPY,2013-03-07 08:11:00,2013-03-07 08:12:00,1,FLASHD,140.93,140.961,13300,0,0,7000,190%,0,90%,-7000
657927,frxEURJPY,2013-03-07 08:26:00,2013-03-07 08:27:00,1,FLASHD,122.408,122.364,13300,0,1,7000,190%,13300,90%,6300
657931,frxGBPJPY,2013-03-07 08:27:00,2013-03-07 08:28:00,1,FLASHU,140.863,140.862,13300,0,0,7000,190%,0,90%,-7000
657934,frxGBPJPY,2013-03-07 08:28:00,2013-03-07 08:29:00,1,FLASHD,140.862,140.85,13300,0,1,7000,190%,13300,90%,6300
658166,frxGBPJPY,2013-03-07 08:41:00,2013-03-07 08:42:00,1,FLASHU,140.796,140.782,13300,0,0,7000,190%,0,90%,-7000
658170,frxUSDJPY,2013-03-07 08:42:00,2013-03-07 08:43:00,1,FLASHU,93.946,93.952,13300,0,1,7000,190%,13300,90%,6300
658179,frxEURUSD,2013-03-07 08:44:00,2013-03-07 08:45:00,1,FLASHD,1.30197,1.30214,13300,0,0,7000,190%,0,90%,-7000
658245,frxEURUSD,2013-03-07 08:45:00,2013-03-07 08:46:00,1,FLASHD,1.30214,1.30279,13300,0,0,7000,190%,0,90%,-7000
658255,frxGBPJPY,2013-03-07 08:46:00,2013-03-07 08:47:00,1,FLASHD,140.881,140.841,13300,0,1,7000,190%,13300,90%,6300
658256,frxEURUSD,2013-03-07 08:46:00,2013-03-07 08:47:00,1,FLASHD,1.30279,1.30275,13300,0,1,7000,190%,13300,90%,6300
658260,frxEURUSD,2013-03-07 08:47:00,2013-03-07 08:48:00,1,FLASHD,1.30275,1.30289,13300,0,0,7000,190%,0,90%,-7000
658266,frxEURJPY,2013-03-07 08:48:00,2013-03-07 08:49:00,1,FLASHD,122.414,122.352,13300,0,1,7000,190%,13300,90%,6300
658346,frxUSDJPY,2013-03-07 08:51:00,2013-03-07 08:52:00,1,FLASHU,93.913,93.919,13300,0,1,7000,190%,13300,90%,6300
658348,frxUSDJPY,2013-03-07 08:52:00,2013-03-07 08:53:00,1,FLASHU,93.919,93.947,13300,0,1,7000,190%,13300,90%,6300
