,%ATMS,80%,82%,84%,86%,88%,90%,92%,94%,96%,98%,100%,102%,104%,106%,108%,110%,112%,114%,116%,118%,120%
81,5/27/2014,105,66.70178276,FTSE 6102,0,,,,,,,,,,,,,,,,,
81,5/27/2014,107,74.16650485,FTSE 6374,0,,,,,,,,,,,,,,,,,
81,5/27/2014,109,79.83093933,FTSE 6594,0,,,,,,,,,,,,,,,,,
81,5/27/2014,111,83.89628304,FTSE 6758,0,,,,,,,,,,,,,,,,,
81,5/27/2014,113,86.73509869,FTSE 6864,0,,,,,,,,,,,,,,,,,
81,5/27/2014,115,88.65386832,FTSE 6928,0,,,,,,,,,,,,,,,,,
81,5/27/2014,117,89.90829565,FTSE 6964,1,,,,,,,,,,,,,,,,,
81,5/27/2014,119,90.7171798,FTSE 6980,0,,,,,,,,,,,,,,,,,
81,5/5/2014,101,48.68381264,FTSE 5496,0,,,,,,,,,,,,,,,,,
81,5/5/2014,103,58.95242451,FTSE 5838,0,,,,,,,,,,,,,,,,,
81,5/5/2014,105,68.49052213,FTSE 6162,1,,,,,,,,,,,,,,,,,
81,5/5/2014,107,76.3533027,FTSE 6460,0,,,,,,,,,,,,,,,,,
81,5/5/2014,109,82.16177015,FTSE 6688,0,,,,,,,,,,,,,,,,,
81,5/5/2014,111,86.17939427,FTSE 6842,0,,,,,,,,,,,,,,,,,
81,5/5/2014,113,88.8531747,FTSE 6936,0,,,,,,,,,,,,,,,,,
81,5/5/2014,115,90.57552618,FTSE 6976,0,,,,,,,,,,,,,,,,,
81,5/5/2014,117,91.65945891,FTSE 6992,0,,,,,,,,,,,,,,,,,
81,5/5/2014,119,92.33898158,FTSE 6998,0,,,,,,,,,,,,,,,,,
81,6/10/2014,101,47.34104334,FTSE 5454,0,,,,,,,,,,,,,,,,,
81,6/10/2014,103,56.51488197,FTSE 5752,0,,,,,,,,,,,,,,,,,
81,6/10/2014,105,65.14697685,FTSE 6050,0,,,,,,,,,,,,,,,,,
81,6/10/2014,107,72.47792418,FTSE 6306,0,,,,,,,,,,,,,,,,,
81,6/10/2014,109,78.14228017,FTSE 6526,0,,,,,,,,,,,,,,,,,
81,6/10/2014,111,82.30868144,FTSE 6700,0,,,,,,,,,,,,,,,,,
