Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.518,1.536,16,19-Dec-11,19-Dec-11,0.9988,0,0,0,0.00002,-0.00036,0,0,0.9979,0.9997,GBPAUD_108,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.516,1.542,16,19-Dec-11,19-Dec-11,0.99755,-0.0008,0.00586,0.00003,-0.00003,-0.00036,0,0,0.9954,0.9997,GBPAUD_109,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.514,1.548,16,19-Dec-11,19-Dec-11,0.97025,-0.09098,0.34045,0.00181,-0.00212,-0.00035,0,0,0.9425,0.998,GBPAUD_110,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.512,1.554,16,19-Dec-11,19-Dec-11,0.94,-0.82936,2.0705,0.01094,-0.01106,-0.00033,0,0,0.9075,0.9725,GBPAUD_111,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.51,1.56,16,19-Dec-11,19-Dec-11,0.87375,-2.7117,5.0793,0.02673,-0.02483,-0.00023,0,0,0.84,0.9075,GBPAUD_112,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.508,1.566,16,19-Dec-11,19-Dec-11,0.8125,-5.4177,8.1337,0.04266,-0.03762,0,0,0,0.7775,0.8475,GBPAUD_113,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.506,1.572,16,19-Dec-11,19-Dec-11,0.75375,-8.3094,10.43,0.05456,-0.04646,0.00035,0,0,0.7175,0.79,GBPAUD_114,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.504,1.578,16,19-Dec-11,19-Dec-11,0.6925,-10.93,11.8,0.06162,-0.05117,0.00081,0,0,0.6575,0.7275,GBPAUD_115,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.502,1.584,16,19-Dec-11,19-Dec-11,0.62875,-13.08,12.4,0.06467,-0.05268,0.00133,0,0,0.5925,0.665,GBPAUD_116,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.5,1.59,16,19-Dec-11,19-Dec-11,0.56875,-14.73,12.44,0.06486,-0.05203,0.00185,0,0,0.5325,0.605,GBPAUD_117,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.498,1.596,16,19-Dec-11,19-Dec-11,0.51375,-15.9,12.13,0.06322,-0.05009,0.00234,0,0,0.4775,0.55,GBPAUD_118,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.496,1.602,16,19-Dec-11,19-Dec-11,0.46125,-16.66,11.62,0.06057,-0.04751,0.00276,0,0,0.425,0.4975,GBPAUD_119,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.494,1.608,16,19-Dec-11,19-Dec-11,0.41625,-17.06,11.02,0.05745,-0.04471,0.0031,0,0,0.38,0.4525,GBPAUD_120,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.495,1.614,16,19-Dec-11,19-Dec-11,0.41625,-18.73,10.32,0.05354,-0.04154,0.00346,0,0,0.38,0.4525,GBPAUD_121,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.496,1.62,16,19-Dec-11,19-Dec-11,0.42125,-20.15,9.6828,0.05,-0.03874,0.00374,0,0,0.385,0.4575,GBPAUD_122,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.497,1.626,16,19-Dec-11,19-Dec-11,0.42875,-21.36,9.1255,0.04689,-0.03634,0.00396,0,0,0.3925,0.465,GBPAUD_123,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.495,1.632,16,19-Dec-11,19-Dec-11,0.39125,-20.84,8.8198,0.04543,-0.03519,0.00409,0,0,0.355,0.4275,GBPAUD_124,0
03-Dec-11,GBPAUD,GBP,AUD,DOT,,1.5268,,1.493,1.638,16,19-Dec-11,19-Dec-11,0.35875,-20.17,8.5494,0.04414,-0.03421,0.00414,0,0,0.3225,0.395,GBPAUD_125,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.47,,,21,24-Dec-11,24-Dec-11,0.9275,5.2984,-2.4798,-0.01721,0.00964,-0.00305,0,0,0.905,0.95,GBPAUD_126,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.475,,,21,24-Dec-11,24-Dec-11,0.90875,6.1893,-2.6457,-0.01836,0.01032,-0.00348,0,0,0.8875,0.93,GBPAUD_127,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.48,,,21,24-Dec-11,24-Dec-11,0.88625,7.1279,-2.7586,-0.01914,0.01077,-0.00393,0,0,0.865,0.9075,GBPAUD_128,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.485,,,21,24-Dec-11,24-Dec-11,0.86,8.094,-2.8063,-0.01947,0.01095,-0.00439,0,0,0.8375,0.8825,GBPAUD_129,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.49,,,21,24-Dec-11,24-Dec-11,0.83,9.0637,-2.7785,-0.01928,0.01081,-0.00486,0,0,0.8075,0.8525,GBPAUD_130,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.495,,,21,24-Dec-11,24-Dec-11,0.795,10.01,-2.668,-0.01851,0.01031,-0.00531,0,0,0.7725,0.8175,GBPAUD_131,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.5,,,21,24-Dec-11,24-Dec-11,0.755,10.91,-2.4715,-0.01715,0.00944,-0.00573,0,0,0.7325,0.7775,GBPAUD_132,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.505,,,21,24-Dec-11,24-Dec-11,0.71,11.72,-2.1902,-0.0152,0.0082,-0.00612,0,0,0.6875,0.7325,GBPAUD_133,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.51,,,21,24-Dec-11,24-Dec-11,0.6625,12.43,-1.83,-0.0127,0.00662,-0.00645,0,0,0.64,0.685,GBPAUD_134,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.515,,,21,24-Dec-11,24-Dec-11,0.6125,13.01,-1.4013,-0.00972,0.00475,-0.00672,0,0,0.59,0.635,GBPAUD_135,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.52,,,21,24-Dec-11,24-Dec-11,0.5625,13.44,-0.91832,-0.00637,0.00264,-0.00691,0,0,0.54,0.585,GBPAUD_136,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.525,,,21,24-Dec-11,24-Dec-11,0.5125,13.7,-0.3987,-0.00277,0.00039,-0.00702,0,0,0.49,0.535,GBPAUD_137,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.53,,,21,24-Dec-11,24-Dec-11,0.465,13.78,0.13792,0.00096,-0.00193,-0.00704,0,0,0.4425,0.4875,GBPAUD_138,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.535,,,21,24-Dec-11,24-Dec-11,0.42,13.7,0.67105,0.00466,-0.00421,-0.00698,0,0,0.3975,0.4425,GBPAUD_139,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.54,,,21,24-Dec-11,24-Dec-11,0.375,13.44,1.1807,0.00819,-0.00637,-0.00683,0,0,0.3525,0.3975,GBPAUD_140,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.545,,,21,24-Dec-11,24-Dec-11,0.335,13.02,1.6485,0.01144,-0.00832,-0.00661,0,0,0.3125,0.3575,GBPAUD_141,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.55,,,21,24-Dec-11,24-Dec-11,0.295,12.46,2.0588,0.01429,-0.01001,-0.00632,0,0,0.2725,0.3175,GBPAUD_142,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.555,,,21,24-Dec-11,24-Dec-11,0.26125,11.78,2.3998,0.01665,-0.01137,-0.00596,0,0,0.24,0.2825,GBPAUD_143,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.56,,,21,24-Dec-11,24-Dec-11,0.23125,11,2.6634,0.01848,-0.01238,-0.00556,0,0,0.21,0.2525,GBPAUD_144,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.565,,,21,24-Dec-11,24-Dec-11,0.20625,10.15,2.846,0.01975,-0.01302,-0.00513,0,0,0.185,0.2275,GBPAUD_145,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.57,,,21,24-Dec-11,24-Dec-11,0.18,9.2592,2.948,0.02046,-0.0133,-0.00467,0,0,0.1575,0.2025,GBPAUD_146,0
03-Dec-11,GBPAUD,GBP,AUD,ED,C,1.5268,1.575,,,21,24-Dec-11,24-Dec-11,0.1575,8.3438,2.9736,0.02063,-0.01326,-0.00421,0,0,0.135,0.18,GBPAUD_147,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.47,,,21,24-Dec-11,24-Dec-11,0.07125,-5.2984,2.4798,0.01721,-0.00962,0.00256,0,0,0.05,0.0925,GBPAUD_148,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.475,,,21,24-Dec-11,24-Dec-11,0.09125,-6.1893,2.6457,0.01836,-0.01029,0.00298,0,0,0.07,0.1125,GBPAUD_149,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.48,,,21,24-Dec-11,24-Dec-11,0.11375,-7.1279,2.7586,0.01914,-0.01075,0.00344,0,0,0.0925,0.135,GBPAUD_150,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.485,,,21,24-Dec-11,24-Dec-11,0.13875,-8.094,2.8063,0.01947,-0.01093,0.0039,0,0,0.1175,0.16,GBPAUD_151,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.49,,,21,24-Dec-11,24-Dec-11,0.17,-9.0637,2.7785,0.01928,-0.01079,0.00436,0,0,0.1475,0.1925,GBPAUD_152,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.495,,,21,24-Dec-11,24-Dec-11,0.205,-10.01,2.668,0.01851,-0.01029,0.00481,0,0,0.1825,0.2275,GBPAUD_153,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.5,,,21,24-Dec-11,24-Dec-11,0.245,-10.91,2.4715,0.01715,-0.00942,0.00524,0,0,0.2225,0.2675,GBPAUD_154,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.505,,,21,24-Dec-11,24-Dec-11,0.29,-11.72,2.1902,0.0152,-0.00818,0.00562,0,0,0.2675,0.3125,GBPAUD_155,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.51,,,21,24-Dec-11,24-Dec-11,0.3375,-12.43,1.83,0.0127,-0.0066,0.00596,0,0,0.315,0.36,GBPAUD_156,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.515,,,21,24-Dec-11,24-Dec-11,0.385,-13.01,1.4013,0.00972,-0.00472,0.00622,0,0,0.3625,0.4075,GBPAUD_157,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.52,,,21,24-Dec-11,24-Dec-11,0.4375,-13.44,0.91832,0.00637,-0.00262,0.00642,0,0,0.415,0.46,GBPAUD_158,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.525,,,21,24-Dec-11,24-Dec-11,0.4875,-13.7,0.3987,0.00277,-0.00037,0.00653,0,0,0.465,0.51,GBPAUD_159,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.53,,,21,24-Dec-11,24-Dec-11,0.535,-13.78,-0.13792,-0.00096,0.00195,0.00655,0,0,0.5125,0.5575,GBPAUD_160,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.535,,,21,24-Dec-11,24-Dec-11,0.58,-13.7,-0.67105,-0.00466,0.00423,0.00649,0,0,0.5575,0.6025,GBPAUD_161,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.54,,,21,24-Dec-11,24-Dec-11,0.625,-13.44,-1.1807,-0.00819,0.00639,0.00634,0,0,0.6025,0.6475,GBPAUD_162,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.545,,,21,24-Dec-11,24-Dec-11,0.665,-13.02,-1.6485,-0.01144,0.00834,0.00612,0,0,0.6425,0.6875,GBPAUD_163,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.55,,,21,24-Dec-11,24-Dec-11,0.70375,-12.46,-2.0588,-0.01429,0.01003,0.00582,0,0,0.6825,0.725,GBPAUD_164,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.555,,,21,24-Dec-11,24-Dec-11,0.7375,-11.78,-2.3998,-0.01665,0.01139,0.00547,0,0,0.715,0.76,GBPAUD_165,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.56,,,21,24-Dec-11,24-Dec-11,0.76875,-11,-2.6634,-0.01848,0.0124,0.00507,0,0,0.7475,0.79,GBPAUD_166,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.565,,,21,24-Dec-11,24-Dec-11,0.79375,-10.15,-2.846,-0.01975,0.01304,0.00464,0,0,0.7725,0.815,GBPAUD_167,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.57,,,21,24-Dec-11,24-Dec-11,0.81875,-9.2592,-2.948,-0.02046,0.01333,0.00418,0,0,0.7975,0.84,GBPAUD_168,0
03-Dec-11,GBPAUD,GBP,AUD,ED,P,1.5268,1.575,,,21,24-Dec-11,24-Dec-11,0.8425,-8.3438,-2.9736,-0.02063,0.01328,0.00372,0,0,0.82,0.865,GBPAUD_169,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.47,,21,24-Dec-11,24-Dec-11,0.14625,-11,5.2452,0.03551,-0.02016,0.00388,0,0,0.1225,0.17,GBPAUD_170,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.475,,21,24-Dec-11,24-Dec-11,0.18625,-12.89,5.6322,0.03794,-0.02166,0.00437,0,0,0.1625,0.21,GBPAUD_171,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.48,,21,24-Dec-11,24-Dec-11,0.23125,-14.9,5.9178,0.0396,-0.02271,0.00481,0,0,0.2075,0.255,GBPAUD_172,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.485,,21,24-Dec-11,24-Dec-11,0.28625,-16.98,6.076,0.04032,-0.0232,0.00517,0,0,0.2625,0.31,GBPAUD_173,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.49,,21,24-Dec-11,24-Dec-11,0.34875,-19.09,6.085,0.03991,-0.02303,0.00541,0,0,0.325,0.3725,GBPAUD_174,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.495,,21,24-Dec-11,24-Dec-11,0.42,-21.17,5.9287,0.03828,-0.02212,0.00549,0,0,0.395,0.445,GBPAUD_175,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.5,,21,24-Dec-11,24-Dec-11,0.49625,-23.18,5.5987,0.03534,-0.02043,0.00537,0,0,0.4725,0.52,GBPAUD_176,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.505,,21,24-Dec-11,24-Dec-11,0.5775,-25.04,5.0957,0.03109,-0.01796,0.005,0,0,0.5525,0.6025,GBPAUD_177,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.51,,21,24-Dec-11,24-Dec-11,0.66875,-26.71,4.4293,0.02559,-0.01475,0.00433,0,0,0.645,0.6925,GBPAUD_178,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.515,,21,24-Dec-11,24-Dec-11,0.7575,-28.13,3.6186,0.01896,-0.01089,0.00334,0,0,0.7325,0.7825,GBPAUD_179,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.52,,21,24-Dec-11,24-Dec-11,0.85125,-29.27,2.6909,0.01139,-0.00651,0.00198,0,0,0.8275,0.875,GBPAUD_180,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.525,,21,24-Dec-11,24-Dec-11,0.945,-30.09,1.6802,0.00311,-0.00175,0.00023,0,0,0.9225,0.9675,GBPAUD_181,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.53,,21,24-Dec-11,24-Dec-11,0.9075,25.21,-0.39454,0.00412,-0.00276,-0.00157,0,0,0.885,0.93,GBPAUD_182,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.535,,21,24-Dec-11,24-Dec-11,0.81875,25.25,0.66836,0.01061,-0.0071,-0.003,0,0,0.795,0.8425,GBPAUD_183,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.54,,21,24-Dec-11,24-Dec-11,0.7375,24.94,1.6948,0.01693,-0.01125,-0.00414,0,0,0.7125,0.7625,GBPAUD_184,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.545,,21,24-Dec-11,24-Dec-11,0.6575,24.32,2.6475,0.02281,-0.01505,-0.005,0,0,0.6325,0.6825,GBPAUD_185,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.55,,21,24-Dec-11,24-Dec-11,0.58125,23.4,3.4943,0.02803,-0.01836,-0.0056,0,0,0.5575,0.605,GBPAUD_186,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.555,,21,24-Dec-11,24-Dec-11,0.51,22.23,4.2099,0.03241,-0.02107,-0.00595,0,0,0.485,0.535,GBPAUD_187,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.56,,21,24-Dec-11,24-Dec-11,0.44375,20.85,4.7769,0.03583,-0.02312,-0.00609,0,0,0.42,0.4675,GBPAUD_188,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.565,,21,24-Dec-11,24-Dec-11,0.38375,19.31,5.1865,0.03822,-0.02447,-0.00604,0,0,0.36,0.4075,GBPAUD_189,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.57,,21,24-Dec-11,24-Dec-11,0.33125,17.68,5.4377,0.03957,-0.02513,-0.00585,0,0,0.3075,0.355,GBPAUD_190,0
03-Dec-11,GBPAUD,GBP,AUD,OT,,1.5268,,1.575,,21,24-Dec-11,24-Dec-11,0.29375,15.98,5.5373,0.03993,-0.02515,-0.00554,0,0,0.27,0.3175,GBPAUD_191,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.47,,21,24-Dec-11,24-Dec-11,0.85375,11,-5.2452,-0.03551,0.02018,-0.00438,0,0,0.83,0.8775,GBPAUD_192,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.475,,21,24-Dec-11,24-Dec-11,0.81375,12.89,-5.6322,-0.03794,0.02168,-0.00486,0,0,0.79,0.8375,GBPAUD_193,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.48,,21,24-Dec-11,24-Dec-11,0.76875,14.9,-5.9178,-0.0396,0.02273,-0.0053,0,0,0.745,0.7925,GBPAUD_194,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.485,,21,24-Dec-11,24-Dec-11,0.71375,16.98,-6.076,-0.04032,0.02322,-0.00566,0,0,0.69,0.7375,GBPAUD_195,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.49,,21,24-Dec-11,24-Dec-11,0.65125,19.09,-6.085,-0.03991,0.02305,-0.0059,0,0,0.6275,0.675,GBPAUD_196,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.495,,21,24-Dec-11,24-Dec-11,0.58,21.17,-5.9287,-0.03828,0.02214,-0.00599,0,0,0.555,0.605,GBPAUD_197,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.5,,21,24-Dec-11,24-Dec-11,0.50375,23.18,-5.5987,-0.03534,0.02045,-0.00586,0,0,0.48,0.5275,GBPAUD_198,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.505,,21,24-Dec-11,24-Dec-11,0.4225,25.04,-5.0957,-0.03109,0.01798,-0.00549,0,0,0.3975,0.4475,GBPAUD_199,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.51,,21,24-Dec-11,24-Dec-11,0.33125,26.71,-4.4293,-0.02559,0.01477,-0.00482,0,0,0.3075,0.355,GBPAUD_200,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.515,,21,24-Dec-11,24-Dec-11,0.24125,28.13,-3.6186,-0.01896,0.01092,-0.00383,0,0,0.2175,0.265,GBPAUD_201,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.52,,21,24-Dec-11,24-Dec-11,0.14875,29.27,-2.6909,-0.01139,0.00653,-0.00247,0,0,0.125,0.1725,GBPAUD_202,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.525,,21,24-Dec-11,24-Dec-11,0.05375,30.09,-1.6802,-0.00311,0.00177,-0.00073,0,0,0.03,0.0775,GBPAUD_203,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.53,,21,24-Dec-11,24-Dec-11,0.0925,-25.21,0.39454,-0.00412,0.00279,0.00107,0,0,0.07,0.115,GBPAUD_204,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.535,,21,24-Dec-11,24-Dec-11,0.18125,-25.25,-0.66836,-0.01061,0.00712,0.00251,0,0,0.1575,0.205,GBPAUD_205,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.54,,21,24-Dec-11,24-Dec-11,0.26125,-24.94,-1.6948,-0.01693,0.01127,0.00365,0,0,0.2375,0.285,GBPAUD_206,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.545,,21,24-Dec-11,24-Dec-11,0.34125,-24.32,-2.6475,-0.02281,0.01507,0.00451,0,0,0.3175,0.365,GBPAUD_207,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.55,,21,24-Dec-11,24-Dec-11,0.41875,-23.4,-3.4943,-0.02803,0.01838,0.0051,0,0,0.395,0.4425,GBPAUD_208,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.555,,21,24-Dec-11,24-Dec-11,0.49,-22.23,-4.2099,-0.03241,0.02109,0.00546,0,0,0.465,0.515,GBPAUD_209,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.56,,21,24-Dec-11,24-Dec-11,0.555,-20.85,-4.7769,-0.03583,0.02314,0.00559,0,0,0.53,0.58,GBPAUD_210,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.565,,21,24-Dec-11,24-Dec-11,0.615,-19.31,-5.1865,-0.03822,0.02449,0.00555,0,0,0.59,0.64,GBPAUD_211,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.57,,21,24-Dec-11,24-Dec-11,0.6675,-17.68,-5.4377,-0.03957,0.02515,0.00536,0,0,0.6425,0.6925,GBPAUD_212,0
03-Dec-11,GBPAUD,GBP,AUD,NT,,1.5268,,1.575,,21,24-Dec-11,24-Dec-11,0.70625,-15.98,-5.5373,-0.03993,0.02517,0.00505,0,0,0.6825,0.73,GBPAUD_213,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.52,1.53,21,24-Dec-11,24-Dec-11,0.0008,-0.00002,0,0,0,0,0,0,0,0.0016,GBPAUD_214,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.515,1.532,21,24-Dec-11,24-Dec-11,0.0008,0,0,0,0,0,0,0,0,0.0016,GBPAUD_215,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.51,1.534,21,24-Dec-11,24-Dec-11,0.0008,-0.00001,-0.00002,0,0,0,0,0,0,0.0016,GBPAUD_216,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.505,1.536,21,24-Dec-11,24-Dec-11,0.0008,-0.00577,-0.0113,-0.00008,0.00013,0,0,0,0,0.0016,GBPAUD_217,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.5,1.538,21,24-Dec-11,24-Dec-11,0.0257,-0.13374,-0.20799,-0.00148,0.00118,0.00001,0,0,0.0014,0.05,GBPAUD_218,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.495,1.54,21,24-Dec-11,24-Dec-11,0.0425,-0.76353,-0.97968,-0.007,0.00508,0.00004,0,0,0.015,0.07,GBPAUD_219,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.49,1.542,21,24-Dec-11,24-Dec-11,0.09375,-2.1788,-2.3693,-0.01699,0.01162,0.00015,0,0,0.065,0.1225,GBPAUD_220,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.485,1.544,21,24-Dec-11,24-Dec-11,0.14375,-4.2511,-3.9965,-0.02876,0.01894,0.00036,0,0,0.115,0.1725,GBPAUD_221,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.48,1.546,21,24-Dec-11,24-Dec-11,0.1925,-6.6262,-5.4688,-0.03948,0.02534,0.00068,0,0,0.1625,0.2225,GBPAUD_222,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.475,1.548,21,24-Dec-11,24-Dec-11,0.24,-8.9752,-6.5847,-0.04765,0.03005,0.0011,0,0,0.21,0.27,GBPAUD_223,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.47,1.55,21,24-Dec-11,24-Dec-11,0.285,-11.09,-7.3103,-0.05301,0.03303,0.00159,0,0,0.255,0.315,GBPAUD_224,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.465,1.552,21,24-Dec-11,24-Dec-11,0.3325,-12.88,-7.6987,-0.0559,0.03456,0.00212,0,0,0.3025,0.3625,GBPAUD_225,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.46,1.554,21,24-Dec-11,24-Dec-11,0.3775,-14.31,-7.8311,-0.05691,0.03501,0.00265,0,0,0.3475,0.4075,GBPAUD_226,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.461,1.556,21,24-Dec-11,24-Dec-11,0.3975,-13.58,-8.2619,-0.05969,0.03665,0.00262,0,0,0.3675,0.4275,GBPAUD_227,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.462,1.558,21,24-Dec-11,24-Dec-11,0.4175,-12.8,-8.6588,-0.06224,0.03815,0.00256,0,0,0.3875,0.4475,GBPAUD_228,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.463,1.56,21,24-Dec-11,24-Dec-11,0.4375,-11.98,-9.0219,-0.06456,0.03949,0.00248,0,0,0.4075,0.4675,GBPAUD_229,0
03-Dec-11,GBPAUD,GBP,AUD,DNT,,1.5268,,1.458,1.562,21,24-Dec-11,24-Dec-11,0.4825,-13.01,-8.8444,-0.06334,0.03864,0.00293,0,0,0.4525,0.5125,GBPAUD_230,0
