,%ATMS,80%,82%,84%,86%,88%,90%,92%,94%,96%,98%,100%,102%,104%,106%,108%,110%,112%,114%,116%,118%,120%
81,1/16/2014,104,22.1972717,SSECOMP 1306,0,,,,,,,,,,,,,,,,,
81,1/16/2014,105,30.2834165,SSECOMP 1407,0,,,,,,,,,,,,,,,,,
81,1/16/2014,106,38.52547173,SSECOMP 1508,0,,,,,,,,,,,,,,,,,
81,1/16/2014,107,46.56441265,SSECOMP 1610,1,,,,,,,,,,,,,,,,,
81,1/16/2014,108,54.11952138,SSECOMP 1710,0,,,,,,,,,,,,,,,,,
81,1/16/2014,109,60.9889509,SSECOMP 1792,0,,,,,,,,,,,,,,,,,
81,1/16/2014,110,67.04883967,SSECOMP 1853,0,,,,,,,,,,,,,,,,,
81,1/16/2014,111,72.24490285,SSECOMP 1898,1,,,,,,,,,,,,,,,,,
81,1/2/2014,102,11.13483936,SSECOMP 1156,1,,,,,,,,,,,,,,,,,
81,1/2/2014,103,19.19507572,SSECOMP 1271,0,,,,,,,,,,,,,,,,,
81,1/2/2014,104,28.18938422,SSECOMP 1383,0,,,,,,,,,,,,,,,,,
81,1/2/2014,105,37.53322704,SSECOMP 1500,1,,,,,,,,,,,,,,,,,
81,1/2/2014,106,46.72032471,SSECOMP 1615,0,,,,,,,,,,,,,,,,,
81,1/2/2014,107,55.34876173,SSECOMP 1725,0,,,,,,,,,,,,,,,,,
81,1/2/2014,108,63.12948398,SSECOMP 1814,0,,,,,,,,,,,,,,,,,
81,1/2/2014,109,69.8857355,SSECOMP 1879,1,,,,,,,,,,,,,,,,,
81,1/2/2014,110,75.54997138,SSECOMP 1925,0,,,,,,,,,,,,,,,,,
81,1/2/2014,111,80.14451724,SSECOMP 1954,0,,,,,,,,,,,,,,,,,
81,1/23/2014,102,7.139580548,SSECOMP 1093,1,,,,,,,,,,,,,,,,,
81,1/23/2014,103,12.92795783,SSECOMP 1181,0,,,,,,,,,,,,,,,,,
81,1/23/2014,104,19.7918497,SSECOMP 1279,0,,,,,,,,,,,,,,,,,
81,1/23/2014,105,27.31650932,SSECOMP 1370,0,,,,,,,,,,,,,,,,,
81,1/23/2014,106,35.10605135,SSECOMP 1465,0,,,,,,,,,,,,,,,,,
81,1/23/2014,107,42.82106195,SSECOMP 1567,1,,,,,,,,,,,,,,,,,
81,1/23/2014,108,50.18898708,SSECOMP 1661,0,,,,,,,,,,,,,,,,,
81,1/23/2014,109,57.00574581,SSECOMP 1745,0,,,,,,,,,,,,,,,,,
81,1/23/2014,110,63.13460868,SSECOMP 1815,0,,,,,,,,,,,,,,,,,
81,1/23/2014,111,68.49999411,SSECOMP 1867,1,,,,,,,,,,,,,,,,,
81,1/30/2014,102,6.200289302,SSECOMP 1078,1,,,,,,,,,,,,,,,,,
81,1/30/2014,103,11.40414265,SSECOMP 1160,0,,,,,,,,,,,,,,,,,
81,1/30/2014,104,17.69110915,SSECOMP 1248,0,,,,,,,,,,,,,,,,,
81,1/30/2014,105,24.69441483,SSECOMP 1336,0,,,,,,,,,,,,,,,,,
81,1/30/2014,106,32.0498976,SSECOMP 1431,1,,,,,,,,,,,,,,,,,
81,1/30/2014,107,39.43677215,SSECOMP 1519,0,,,,,,,,,,,,,,,,,
81,1/30/2014,108,46.59179876,SSECOMP 1611,0,,,,,,,,,,,,,,,,,
81,1/30/2014,109,53.31127317,SSECOMP 1697,0,,,,,,,,,,,,,,,,,
81,1/30/2014,110,59.45128446,SSECOMP 1775,0,,,,,,,,,,,,,,,,,
81,1/30/2014,111,64.9216154,SSECOMP 1832,1,,,,,,,,,,,,,,,,,
81,1/9/2014,102,9.559579149,SSECOMP 1132,1,,,,,,,,,,,,,,,,,
81,1/9/2014,103,16.75895918,SSECOMP 1237,0,,,,,,,,,,,,,,,,,
81,1/9/2014,104,24.9653864,SSECOMP 1338,0,,,,,,,,,,,,,,,,,
81,1/9/2014,105,33.65635041,SSECOMP 1448,0,,,,,,,,,,,,,,,,,
81,1/9/2014,106,42.36629271,SSECOMP 1558,0,,,,,,,,,,,,,,,,,
81,1/9/2014,107,50.71552757,SSECOMP 1665,1,,,,,,,,,,,,,,,,,
81,1/9/2014,108,58.4167038,SSECOMP 1760,0,,,,,,,,,,,,,,,,,
81,1/9/2014,109,65.27568677,SSECOMP 1839,0,,,,,,,,,,,,,,,,,
81,1/9/2014,110,71.18985037,SSECOMP 1890,0,,,,,,,,,,,,,,,,,
81,1/9/2014,111,76.1361264,SSECOMP 1928,1,,,,,,,,,,,,,,,,,
81,12/11/2013,102,18.78860246,SSECOMP 1262,1,,,,,,,,,,,,,,,,,
81,12/11/2013,103,30.62934824,SSECOMP 1411,0,,,,,,,,,,,,,,,,,
81,12/11/2013,104,42.82911101,SSECOMP 1568,0,,,,,,,,,,,,,,,,,
81,12/11/2013,105,54.50100054,SSECOMP 1715,1,,,,,,,,,,,,,,,,,
81,12/11/2013,106,64.95779907,SSECOMP 1833,0,,,,,,,,,,,,,,,,,
81,12/11/2013,107,73.77199599,SSECOMP 1909,0,,,,,,,,,,,,,,,,,
81,12/11/2013,108,80.7890879,SSECOMP 1961,0,,,,,,,,,,,,,,,,,
81,12/11/2013,109,86.08606937,SSECOMP 1984,0,,,,,,,,,,,,,,,,,
81,12/11/2013,110,89.89819324,SSECOMP 1996,0,,,,,,,,,,,,,,,,,
81,12/11/2013,111,92.52644704,SSECOMP 2000,1,,,,,,,,,,,,,,,,,
81,12/18/2013,102,15.7599855,SSECOMP 1222,1,,,,,,,,,,,,,,,,,
81,12/18/2013,103,26.16660527,SSECOMP 1356,0,,,,,,,,,,,,,,,,,
81,12/18/2013,104,37.20082758,SSECOMP 1491,0,,,,,,,,,,,,,,,,,
81,12/18/2013,105,48.10192678,SSECOMP 1632,0,,,,,,,,,,,,,,,,,
81,12/18/2013,106,58.25066045,SSECOMP 1758,1,,,,,,,,,,,,,,,,,
81,12/18/2013,107,67.20612381,SSECOMP 1855,0,,,,,,,,,,,,,,,,,
81,12/18/2013,108,74.72397052,SSECOMP 1919,0,,,,,,,,,,,,,,,,,
81,12/18/2013,109,80.74573441,SSECOMP 1960,0,,,,,,,,,,,,,,,,,
81,12/18/2013,110,85.36571161,SSECOMP 1981,0,,,,,,,,,,,,,,,,,
81,12/18/2013,111,88.77222753,SSECOMP 1993,1,,,,,,,,,,,,,,,,,
81,12/26/2013,102,13.04148923,SSECOMP 1187,1,,,,,,,,,,,,,,,,,
81,12/26/2013,103,22.09726823,SSECOMP 1305,0,,,,,,,,,,,,,,,,,
81,12/26/2013,104,31.9763,SSECOMP 1429,0,,,,,,,,,,,,,,,,,
81,12/26/2013,105,42.02165875,SSECOMP 1550,0,,,,,,,,,,,,,,,,,
81,12/26/2013,106,51.67977831,SSECOMP 1677,1,,,,,,,,,,,,,,,,,
81,12/26/2013,107,60.52752552,SSECOMP 1785,0,,,,,,,,,,,,,,,,,
81,12/26/2013,108,68.2826741,SSECOMP 1865,0,,,,,,,,,,,,,,,,,
81,12/26/2013,109,74.80469602,SSECOMP 1920,0,,,,,,,,,,,,,,,,,
81,12/26/2013,110,80.08283726,SSECOMP 1953,1,,,,,,,,,,,,,,,,,
81,12/26/2013,111,84.2031859,SSECOMP 1976,0,,,,,,,,,,,,,,,,,
81,2/13/2014,102,4.71445178,SSECOMP 1051,1,,,,,,,,,,,,,,,,,
81,2/13/2014,103,8.937647958,SSECOMP 1120,0,,,,,,,,,,,,,,,,,
81,2/13/2014,104,14.2241714,SSECOMP 1200,0,,,,,,,,,,,,,,,,,
81,2/13/2014,105,20.2933482,SSECOMP 1285,0,,,,,,,,,,,,,,,,,
81,2/13/2014,106,26.84041282,SSECOMP 1364,0,,,,,,,,,,,,,,,,,
81,2/13/2014,107,33.58088768,SSECOMP 1447,1,,,,,,,,,,,,,,,,,
81,2/13/2014,108,40.27048162,SSECOMP 1531,0,,,,,,,,,,,,,,,,,
81,2/13/2014,109,46.71181844,SSECOMP 1614,0,,,,,,,,,,,,,,,,,
81,2/13/2014,110,52.75484704,SSECOMP 1689,0,,,,,,,,,,,,,,,,,
81,2/13/2014,111,58.29320915,SSECOMP 1759,1,,,,,,,,,,,,,,,,,
81,2/6/2014,102,5.399159098,SSECOMP 1065,1,,,,,,,,,,,,,,,,,
81,2/6/2014,103,10.08383978,SSECOMP 1140,0,,,,,,,,,,,,,,,,,
81,2/6/2014,104,15.84666299,SSECOMP 1224,0,,,,,,,,,,,,,,,,,
81,2/6/2014,105,22.3654641,SSECOMP 1309,0,,,,,,,,,,,,,,,,,
81,2/6/2014,106,29.306343,SSECOMP 1395,0,,,,,,,,,,,,,,,,,
81,2/6/2014,107,36.36707747,SSECOMP 1480,1,,,,,,,,,,,,,,,,,
81,2/6/2014,108,43.29355879,SSECOMP 1572,0,,,,,,,,,,,,,,,,,
81,2/6/2014,109,49.88468814,SSECOMP 1655,0,,,,,,,,,,,,,,,,,
81,2/6/2014,110,55.9924974,SSECOMP 1733,0,,,,,,,,,,,,,,,,,
81,2/6/2014,111,61.51695758,SSECOMP 1795,1,,,,,,,,,,,,,,,,,
82,1/16/2014,102,7.640282165,SSECOMP 1104,1,,,,,,,,,,,,,,,,,
82,1/16/2014,103,13.88260533,SSECOMP 1193,0,,,,,,,,,,,,,,,,,
82,1/16/2014,104,21.25017534,SSECOMP 1294,0,,,,,,,,,,,,,,,,,
82,1/16/2014,105,29.25919142,SSECOMP 1394,0,,,,,,,,,,,,,,,,,
82,1/16/2014,106,37.46077833,SSECOMP 1499,0,,,,,,,,,,,,,,,,,
82,1/16/2014,107,45.47966296,SSECOMP 1597,1,,,,,,,,,,,,,,,,,
82,1/16/2014,108,53.0255453,SSECOMP 1692,0,,,,,,,,,,,,,,,,,
82,1/16/2014,109,59.89090118,SSECOMP 1780,0,,,,,,,,,,,,,,,,,
82,1/16/2014,110,65.94883918,SSECOMP 1842,0,,,,,,,,,,,,,,,,,
82,1/16/2014,111,71.14388103,SSECOMP 1889,1,,,,,,,,,,,,,,,,,
82,1/2/2014,102,10.51470654,SSECOMP 1144,1,,,,,,,,,,,,,,,,,
82,1/2/2014,103,18.40783353,SSECOMP 1258,0,,,,,,,,,,,,,,,,,
82,1/2/2014,104,27.31097309,SSECOMP 1369,0,,,,,,,,,,,,,,,,,
82,1/2/2014,105,36.61088432,SSECOMP 1484,1,,,,,,,,,,,,,,,,,
82,1/2/2014,106,45.77941189,SSECOMP 1603,0,,,,,,,,,,,,,,,,,
82,1/2/2014,107,54.40050049,SSECOMP 1713,0,,,,,,,,,,,,,,,,,
82,1/2/2014,108,62.17855739,SSECOMP 1803,0,,,,,,,,,,,,,,,,,
82,1/2/2014,109,68.93405121,SSECOMP 1869,0,,,,,,,,,,,,,,,,,
82,1/2/2014,110,74.59794623,SSECOMP 1918,0,,,,,,,,,,,,,,,,,
82,1/2/2014,111,79.19195922,SSECOMP 1947,1,,,,,,,,,,,,,,,,,
82,1/23/2014,102,6.551220408,SSECOMP 1084,1,,,,,,,,,,,,,,,,,
82,1/23/2014,103,12.11902509,SSECOMP 1171,0,,,,,,,,,,,,,,,,,
82,1/23/2014,104,18.83142668,SSECOMP 1265,0,,,,,,,,,,,,,,,,,
82,1/23/2014,105,26.26218837,SSECOMP 1358,0,,,,,,,,,,,,,,,,,
82,1/23/2014,106,33.99861384,SSECOMP 1452,0,,,,,,,,,,,,,,,,,
82,1/23/2014,107,41.68507429,SSECOMP 1547,1,,,,,,,,,,,,,,,,,
82,1/23/2014,108,49.03877601,SSECOMP 1644,0,,,,,,,,,,,,,,,,,
82,1/23/2014,109,55.8484673,SSECOMP 1732,0,,,,,,,,,,,,,,,,,
82,1/23/2014,110,61.97383506,SSECOMP 1801,0,,,,,,,,,,,,,,,,,
82,1/23/2014,111,67.3373384,SSECOMP 1858,1,,,,,,,,,,,,,,,,,
