Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124.5,,30,31-Dec-11,31-Dec-11,0.5075,17.91,3.3792,0.03398,-0.00701,-0.00692,0,0,0.4875,0.5275,GBPJPY_870,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125,,30,31-Dec-11,31-Dec-11,0.4325,16.57,3.6293,0.03679,-0.0076,-0.00698,0,0,0.4125,0.4525,GBPJPY_871,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125.5,,30,31-Dec-11,31-Dec-11,0.3625,15.16,3.7766,0.0385,-0.00796,-0.00683,0,0,0.3425,0.3825,GBPJPY_872,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126,,30,31-Dec-11,31-Dec-11,0.3025,13.7,3.8259,0.03916,-0.0081,-0.00653,0,0,0.2825,0.3225,GBPJPY_873,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126.5,,30,31-Dec-11,31-Dec-11,0.25,12.24,3.7856,0.03887,-0.00804,-0.00611,0,0,0.23,0.27,GBPJPY_874,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,127,,30,31-Dec-11,31-Dec-11,0.205,10.81,3.6674,0.03774,-0.00781,-0.00561,0,0,0.185,0.225,GBPJPY_875,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,116.5,,30,31-Dec-11,31-Dec-11,0.765,10.87,-3.4286,-0.03612,0.008,-0.00603,0,0,0.745,0.785,GBPJPY_876,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117,,30,31-Dec-11,31-Dec-11,0.7225,12.41,-3.5103,-0.03709,0.00825,-0.00649,0,0,0.7025,0.7425,GBPJPY_877,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117.5,,30,31-Dec-11,31-Dec-11,0.68,13.96,-3.4976,-0.03709,0.00828,-0.00684,0,0,0.66,0.7,GBPJPY_878,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118,,30,31-Dec-11,31-Dec-11,0.6275,15.49,-3.3801,-0.03603,0.00808,-0.00704,0,0,0.6075,0.6475,GBPJPY_879,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118.5,,30,31-Dec-11,31-Dec-11,0.565,16.94,-3.1527,-0.03386,0.00763,-0.00703,0,0,0.545,0.585,GBPJPY_880,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119,,30,31-Dec-11,31-Dec-11,0.495,18.28,-2.8157,-0.03057,0.00692,-0.00678,0,0,0.475,0.515,GBPJPY_881,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119.5,,30,31-Dec-11,31-Dec-11,0.415,19.45,-2.3756,-0.02624,0.00596,-0.00625,0,0,0.395,0.435,GBPJPY_882,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120,,30,31-Dec-11,31-Dec-11,0.33,20.41,-1.8448,-0.021,0.0048,-0.00539,0,0,0.31,0.35,GBPJPY_883,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120.5,,30,31-Dec-11,31-Dec-11,0.24,21.14,-1.2408,-0.01504,0.00345,-0.00418,0,0,0.22,0.26,GBPJPY_884,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121,,30,31-Dec-11,31-Dec-11,0.1425,21.61,-0.58586,-0.00858,0.00198,-0.00259,0,0,0.1225,0.1625,GBPJPY_885,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121.5,,30,31-Dec-11,31-Dec-11,0.045,21.8,0.09531,-0.00188,0.00044,-0.00062,0,0,0.025,0.065,GBPJPY_886,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122,,30,31-Dec-11,31-Dec-11,0.095,-22.03,-0.78064,-0.00539,0.0011,0.00145,0,0,0.075,0.115,GBPJPY_887,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122.5,,30,31-Dec-11,31-Dec-11,0.1775,-21.67,-1.436,-0.0126,0.00257,0.00312,0,0,0.1575,0.1975,GBPJPY_888,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123,,30,31-Dec-11,31-Dec-11,0.2575,-21.04,-2.0417,-0.01925,0.00395,0.0044,0,0,0.2375,0.2775,GBPJPY_889,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123.5,,30,31-Dec-11,31-Dec-11,0.33125,-20.19,-2.5773,-0.02513,0.00517,0.00531,0,0,0.31,0.3525,GBPJPY_890,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124,,30,31-Dec-11,31-Dec-11,0.4125,-19.13,-3.0267,-0.03008,0.00621,0.0059,0,0,0.3925,0.4325,GBPJPY_891,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124.5,,30,31-Dec-11,31-Dec-11,0.4925,-17.91,-3.3792,-0.03398,0.00703,0.00621,0,0,0.4725,0.5125,GBPJPY_892,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125,,30,31-Dec-11,31-Dec-11,0.565,-16.57,-3.6293,-0.03679,0.00762,0.00627,0,0,0.545,0.585,GBPJPY_893,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125.5,,30,31-Dec-11,31-Dec-11,0.635,-15.16,-3.7766,-0.0385,0.00798,0.00612,0,0,0.615,0.655,GBPJPY_894,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126,,30,31-Dec-11,31-Dec-11,0.6975,-13.7,-3.8259,-0.03916,0.00812,0.00582,0,0,0.6775,0.7175,GBPJPY_895,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126.5,,30,31-Dec-11,31-Dec-11,0.7475,-12.24,-3.7856,-0.03887,0.00806,0.0054,0,0,0.7275,0.7675,GBPJPY_896,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,127,,30,31-Dec-11,31-Dec-11,0.795,-10.81,-3.6674,-0.03774,0.00783,0.0049,0,0,0.775,0.815,GBPJPY_897,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,121,124,30,31-Dec-11,31-Dec-11,0.00075,0.00248,-0.00252,-0.00003,0,0,0,0,0,0.0015,GBPJPY_898,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120.5,124.1,30,31-Dec-11,31-Dec-11,0.01405,0.04006,-0.06662,-0.0007,0.00017,0,0,0,0.0006,0.0275,GBPJPY_899,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120,124.2,30,31-Dec-11,31-Dec-11,0.02995,0.1556,-0.40914,-0.00428,0.00099,-0.00001,0,0,0.0049,0.055,GBPJPY_900,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119.5,124.3,30,31-Dec-11,31-Dec-11,0.0775,0.23903,-1.2029,-0.01255,0.00284,-0.00004,0,0,0.0525,0.1025,GBPJPY_901,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119,124.4,30,31-Dec-11,31-Dec-11,0.1275,0.06532,-2.3436,-0.0244,0.00545,-0.00004,0,0,0.1025,0.1525,GBPJPY_902,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118.5,124.5,30,31-Dec-11,31-Dec-11,0.1775,-0.50654,-3.5699,-0.0371,0.00819,0,0,0,0.1525,0.2025,GBPJPY_903,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118,124.6,30,31-Dec-11,31-Dec-11,0.2225,-1.465,-4.6589,-0.04834,0.01058,0.00012,0,0,0.1975,0.2475,GBPJPY_904,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117.5,124.7,30,31-Dec-11,31-Dec-11,0.265,-2.7013,-5.4964,-0.05694,0.01237,0.00035,0,0,0.24,0.29,GBPJPY_905,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117,124.8,30,31-Dec-11,31-Dec-11,0.31,-4.0813,-6.0589,-0.06268,0.01354,0.00069,0,0,0.285,0.335,GBPJPY_906,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116.5,124.9,30,31-Dec-11,31-Dec-11,0.355,-5.4885,-6.374,-0.06585,0.01416,0.00111,0,0,0.33,0.38,GBPJPY_907,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116,125,30,31-Dec-11,31-Dec-11,0.3975,-6.8383,-6.4892,-0.06697,0.01433,0.0016,0,0,0.3725,0.4225,GBPJPY_908,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115.5,125.1,30,31-Dec-11,31-Dec-11,0.435,-8.0771,-6.4543,-0.06654,0.01418,0.00212,0,0,0.41,0.46,GBPJPY_909,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115,125.2,30,31-Dec-11,31-Dec-11,0.47125,-9.1749,-6.3137,-0.06503,0.0138,0.00264,0,0,0.445,0.4975,GBPJPY_910,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,114.5,125.3,30,31-Dec-11,31-Dec-11,0.505,-10.12,-6.1041,-0.06283,0.01328,0.00315,0,0,0.48,0.53,GBPJPY_911,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,114,125.4,30,31-Dec-11,31-Dec-11,0.535,-10.9,-5.8549,-0.06022,0.01268,0.00362,0,0,0.51,0.56,GBPJPY_912,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113.5,125.5,30,31-Dec-11,31-Dec-11,0.5625,-11.54,-5.5891,-0.05745,0.01206,0.00404,0,0,0.5375,0.5875,GBPJPY_913,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113,125.6,30,31-Dec-11,31-Dec-11,0.58625,-12.02,-5.3238,-0.0547,0.01145,0.00441,0,0,0.56,0.6125,GBPJPY_914,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,112.5,125.7,30,31-Dec-11,31-Dec-11,0.6075,-12.37,-5.0716,-0.05208,0.01087,0.0047,0,0,0.5825,0.6325,GBPJPY_915,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117,,,45,15-Jan-12,15-Jan-12,0.8225,6.0496,-1.0353,-0.01684,0.00266,-0.00767,0,0,0.805,0.84,GBPJPY_916,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117.5,,,45,15-Jan-12,15-Jan-12,0.805,6.5078,-0.98444,-0.01602,0.00255,-0.00816,0,0,0.7875,0.8225,GBPJPY_917,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,45,15-Jan-12,15-Jan-12,0.7825,6.9398,-0.91253,-0.01485,0.00239,-0.00861,0,0,0.765,0.8,GBPJPY_918,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.5,,,45,15-Jan-12,15-Jan-12,0.7575,7.3371,-0.82026,-0.01334,0.00218,-0.00902,0,0,0.74,0.775,GBPJPY_919,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119,,,45,15-Jan-12,15-Jan-12,0.73,7.6913,-0.70902,-0.01154,0.00192,-0.00939,0,0,0.7125,0.7475,GBPJPY_920,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.5,,,45,15-Jan-12,15-Jan-12,0.7025,7.9952,-0.58089,-0.00945,0.00162,-0.00969,0,0,0.685,0.72,GBPJPY_921,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120,,,45,15-Jan-12,15-Jan-12,0.67,8.2424,-0.43854,-0.00713,0.00128,-0.00994,0,0,0.6525,0.6875,GBPJPY_922,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.5,,,45,15-Jan-12,15-Jan-12,0.635,8.4279,-0.28518,-0.00464,0.00091,-0.01011,0,0,0.6175,0.6525,GBPJPY_923,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,45,15-Jan-12,15-Jan-12,0.5975,8.5481,-0.12438,-0.00202,0.00053,-0.0102,0,0,0.58,0.615,GBPJPY_924,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.5,,,45,15-Jan-12,15-Jan-12,0.5525,8.601,0.04006,0.00065,0.00013,-0.01023,0,0,0.535,0.57,GBPJPY_925,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,45,15-Jan-12,15-Jan-12,0.515,8.586,0.20423,0.00332,-0.00027,-0.01017,0,0,0.4975,0.5325,GBPJPY_926,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.5,,,45,15-Jan-12,15-Jan-12,0.4725,8.5045,0.36432,0.00593,-0.00066,-0.01004,0,0,0.455,0.49,GBPJPY_927,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,45,15-Jan-12,15-Jan-12,0.4325,8.3592,0.51669,0.00841,-0.00104,-0.00984,0,0,0.415,0.45,GBPJPY_928,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.5,,,45,15-Jan-12,15-Jan-12,0.39,8.154,0.65809,0.01071,-0.00139,-0.00958,0,0,0.3725,0.4075,GBPJPY_929,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,45,15-Jan-12,15-Jan-12,0.35,7.8943,0.7857,0.01278,-0.0017,-0.00925,0,0,0.3325,0.3675,GBPJPY_930,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.5,,,45,15-Jan-12,15-Jan-12,0.3125,7.5863,0.89724,0.0146,-0.00198,-0.00887,0,0,0.295,0.33,GBPJPY_931,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125,,,45,15-Jan-12,15-Jan-12,0.275,7.237,0.99104,0.01612,-0.00222,-0.00845,0,0,0.2575,0.2925,GBPJPY_932,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125.5,,,45,15-Jan-12,15-Jan-12,0.245,6.8539,1.066,0.01734,-0.00241,-0.00799,0,0,0.2275,0.2625,GBPJPY_933,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126,,,45,15-Jan-12,15-Jan-12,0.215,6.4448,1.1218,0.01825,-0.00255,-0.0075,0,0,0.1975,0.2325,GBPJPY_934,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126.5,,,45,15-Jan-12,15-Jan-12,0.1875,6.0173,1.1584,0.01885,-0.00265,-0.00699,0,0,0.17,0.205,GBPJPY_935,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127,,,45,15-Jan-12,15-Jan-12,0.1625,5.5791,1.1765,0.01914,-0.0027,-0.00648,0,0,0.145,0.18,GBPJPY_936,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127.5,,,45,15-Jan-12,15-Jan-12,0.14,5.1371,1.1773,0.01915,-0.00272,-0.00596,0,0,0.1225,0.1575,GBPJPY_937,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,116.5,,45,15-Jan-12,15-Jan-12,0.325,-11.14,2.1374,0.03536,-0.00541,0.00753,0,0,0.305,0.345,GBPJPY_938,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117,,45,15-Jan-12,15-Jan-12,0.3625,-12.09,2.0795,0.03453,-0.00529,0.0077,0,0,0.3425,0.3825,GBPJPY_939,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117.5,,45,15-Jan-12,15-Jan-12,0.4075,-13.01,1.9795,0.03303,-0.00507,0.00772,0,0,0.3875,0.4275,GBPJPY_940,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,45,15-Jan-12,15-Jan-12,0.455,-13.88,1.8374,0.03085,-0.00475,0.00755,0,0,0.435,0.475,GBPJPY_941,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.5,,45,15-Jan-12,15-Jan-12,0.515,-14.68,1.6545,0.02803,-0.00433,0.00718,0,0,0.495,0.535,GBPJPY_942,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119,,45,15-Jan-12,15-Jan-12,0.5775,-15.4,1.4335,0.02461,-0.00381,0.00658,0,0,0.5575,0.5975,GBPJPY_943,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.5,,45,15-Jan-12,15-Jan-12,0.645,-16.01,1.1785,0.02065,-0.0032,0.00572,0,0,0.625,0.665,GBPJPY_944,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120,,45,15-Jan-12,15-Jan-12,0.715,-16.51,0.89483,0.01624,-0.00252,0.0046,0,0,0.695,0.735,GBPJPY_945,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.5,,45,15-Jan-12,15-Jan-12,0.795,-16.89,0.58889,0.01149,-0.00178,0.00319,0,0,0.775,0.815,GBPJPY_946,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,45,15-Jan-12,15-Jan-12,0.875,-17.14,0.26775,0.00651,-0.00101,0.00149,0,0,0.855,0.895,GBPJPY_947,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.5,,45,15-Jan-12,15-Jan-12,0.96,-17.26,-0.06095,0.00143,-0.00021,-0.00051,0,0,0.94,0.98,GBPJPY_948,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122,,45,15-Jan-12,15-Jan-12,0.9325,17.12,0.38845,0.00403,-0.00055,-0.00253,0,0,0.9125,0.9525,GBPJPY_949,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.5,,45,15-Jan-12,15-Jan-12,0.8625,16.97,0.70905,0.0095,-0.00133,-0.00422,0,0,0.8425,0.8825,GBPJPY_950,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123,,45,15-Jan-12,15-Jan-12,0.8,16.68,1.0145,0.0147,-0.00208,-0.00561,0,0,0.78,0.82,GBPJPY_951,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123.5,,45,15-Jan-12,15-Jan-12,0.735,16.28,1.2983,0.01953,-0.00277,-0.00672,0,0,0.715,0.755,GBPJPY_952,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124,,45,15-Jan-12,15-Jan-12,0.675,15.77,1.5548,0.02389,-0.0034,-0.00757,0,0,0.655,0.695,GBPJPY_953,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124.5,,45,15-Jan-12,15-Jan-12,0.61,15.16,1.7793,0.02772,-0.00396,-0.00817,0,0,0.59,0.63,GBPJPY_954,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125,,45,15-Jan-12,15-Jan-12,0.5475,14.47,1.9684,0.03095,-0.00443,-0.00855,0,0,0.5275,0.5675,GBPJPY_955,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125.5,,45,15-Jan-12,15-Jan-12,0.4875,13.7,2.12,0.03356,-0.00481,-0.00873,0,0,0.4675,0.5075,GBPJPY_956,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126,,45,15-Jan-12,15-Jan-12,0.43,12.89,2.2331,0.03553,-0.0051,-0.00873,0,0,0.41,0.45,GBPJPY_957,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126.5,,45,15-Jan-12,15-Jan-12,0.3725,12.04,2.308,0.03686,-0.0053,-0.0086,0,0,0.3525,0.3925,GBPJPY_958,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,127,,45,15-Jan-12,15-Jan-12,0.3225,11.17,2.346,0.03758,-0.0054,-0.00833,0,0,0.3025,0.3425,GBPJPY_959,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,116.5,,45,15-Jan-12,15-Jan-12,0.6725,11.14,-2.1374,-0.03536,0.00543,-0.00865,0,0,0.6525,0.6925,GBPJPY_960,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117,,45,15-Jan-12,15-Jan-12,0.635,12.09,-2.0795,-0.03453,0.00531,-0.00882,0,0,0.615,0.655,GBPJPY_961,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117.5,,45,15-Jan-12,15-Jan-12,0.59,13.01,-1.9795,-0.03303,0.00509,-0.00884,0,0,0.57,0.61,GBPJPY_962,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118,,45,15-Jan-12,15-Jan-12,0.5425,13.88,-1.8374,-0.03085,0.00477,-0.00867,0,0,0.5225,0.5625,GBPJPY_963,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118.5,,45,15-Jan-12,15-Jan-12,0.485,14.68,-1.6545,-0.02803,0.00434,-0.0083,0,0,0.465,0.505,GBPJPY_964,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119,,45,15-Jan-12,15-Jan-12,0.4225,15.4,-1.4335,-0.02461,0.00382,-0.0077,0,0,0.4025,0.4425,GBPJPY_965,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119.5,,45,15-Jan-12,15-Jan-12,0.355,16.01,-1.1785,-0.02065,0.00322,-0.00685,0,0,0.335,0.375,GBPJPY_966,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120,,45,15-Jan-12,15-Jan-12,0.285,16.51,-0.89483,-0.01624,0.00254,-0.00572,0,0,0.265,0.305,GBPJPY_967,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120.5,,45,15-Jan-12,15-Jan-12,0.2025,16.89,-0.58889,-0.01149,0.0018,-0.00431,0,0,0.1825,0.2225,GBPJPY_968,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121,,45,15-Jan-12,15-Jan-12,0.125,17.14,-0.26775,-0.00651,0.00103,-0.00261,0,0,0.105,0.145,GBPJPY_969,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121.5,,45,15-Jan-12,15-Jan-12,0.0375,17.26,0.06095,-0.00143,0.00023,-0.00061,0,0,0.0175,0.0575,GBPJPY_970,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122,,45,15-Jan-12,15-Jan-12,0.0675,-17.12,-0.38845,-0.00403,0.00057,0.00141,0,0,0.0475,0.0875,GBPJPY_971,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122.5,,45,15-Jan-12,15-Jan-12,0.1375,-16.97,-0.70905,-0.0095,0.00135,0.0031,0,0,0.1175,0.1575,GBPJPY_972,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123,,45,15-Jan-12,15-Jan-12,0.1975,-16.68,-1.0145,-0.0147,0.0021,0.00449,0,0,0.1775,0.2175,GBPJPY_973,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123.5,,45,15-Jan-12,15-Jan-12,0.265,-16.28,-1.2983,-0.01953,0.00279,0.0056,0,0,0.245,0.285,GBPJPY_974,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124,,45,15-Jan-12,15-Jan-12,0.325,-15.77,-1.5548,-0.02389,0.00342,0.00645,0,0,0.305,0.345,GBPJPY_975,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124.5,,45,15-Jan-12,15-Jan-12,0.3875,-15.16,-1.7793,-0.02772,0.00398,0.00705,0,0,0.3675,0.4075,GBPJPY_976,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125,,45,15-Jan-12,15-Jan-12,0.45,-14.47,-1.9684,-0.03095,0.00445,0.00742,0,0,0.43,0.47,GBPJPY_977,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125.5,,45,15-Jan-12,15-Jan-12,0.51,-13.7,-2.12,-0.03356,0.00483,0.0076,0,0,0.49,0.53,GBPJPY_978,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126,,45,15-Jan-12,15-Jan-12,0.5675,-12.89,-2.2331,-0.03553,0.00512,0.00761,0,0,0.5475,0.5875,GBPJPY_979,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126.5,,45,15-Jan-12,15-Jan-12,0.625,-12.04,-2.308,-0.03686,0.00531,0.00747,0,0,0.605,0.645,GBPJPY_980,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,127,,45,15-Jan-12,15-Jan-12,0.6775,-11.17,-2.346,-0.03758,0.00542,0.00721,0,0,0.6575,0.6975,GBPJPY_981,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,121,124,45,15-Jan-12,15-Jan-12,0.00075,0,0,0,0,0,0,0,0,0.0015,GBPJPY_982,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120.5,124.1,45,15-Jan-12,15-Jan-12,0.00075,0.00036,-0.0006,-0.00001,0,0,0,0,0,0.0015,GBPJPY_983,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120,124.2,45,15-Jan-12,15-Jan-12,0.0022,0.00488,-0.01295,-0.00021,0.00003,0,0,0,0.0002,0.0042,GBPJPY_984,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119.5,124.3,45,15-Jan-12,15-Jan-12,0.0232,0.01683,-0.08623,-0.00141,0.00022,0,0,0,0.0014,0.045,GBPJPY_985,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119,124.4,45,15-Jan-12,15-Jan-12,0.03,0.00693,-0.29389,-0.00478,0.00074,-0.00001,0,0,0.005,0.055,GBPJPY_986,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118.5,124.5,45,15-Jan-12,15-Jan-12,0.0675,-0.09826,-0.66721,-0.01084,0.00167,-0.00001,0,0,0.0425,0.0925,GBPJPY_987,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118,124.6,45,15-Jan-12,15-Jan-12,0.105,-0.37553,-1.1689,-0.01897,0.00289,0.00002,0,0,0.08,0.13,GBPJPY_988,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117.5,124.7,45,15-Jan-12,15-Jan-12,0.14,-0.86219,-1.7241,-0.02795,0.00423,0.00009,0,0,0.115,0.165,GBPJPY_989,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117,124.8,45,15-Jan-12,15-Jan-12,0.175,-1.5467,-2.2601,-0.03659,0.00551,0.00023,0,0,0.15,0.2,GBPJPY_990,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116.5,124.9,45,15-Jan-12,15-Jan-12,0.2075,-2.3843,-2.7269,-0.04409,0.00661,0.00044,0,0,0.1825,0.2325,GBPJPY_991,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116,125,45,15-Jan-12,15-Jan-12,0.2375,-3.3167,-3.0998,-0.05007,0.00748,0.00073,0,0,0.2125,0.2625,GBPJPY_992,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115.5,125.1,45,15-Jan-12,15-Jan-12,0.2675,-4.2881,-3.3735,-0.05444,0.00811,0.00109,0,0,0.2425,0.2925,GBPJPY_993,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115,125.2,45,15-Jan-12,15-Jan-12,0.3,-5.2519,-3.5546,-0.0573,0.00851,0.00152,0,0,0.275,0.325,GBPJPY_994,0
