DATE,31-Oct-13,,,,,,,,,,,,,,,,,,,,,
TIME,13:30 GMT,,,,,,,,,,,,,,,,,,,,,
FILE,SD_FCHI,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,FCHI,,,,,,,,,,,,,,,,,,,,,
SPOT,4274.11,,,,,,,,,,,,,,,,,,,,,
CURRENCY,EUR,,,,,,,,,,,,,,,,,,,,,
SABR PARAMETERS,,,,,,,,,,,,,,,,,,,,,,
31-Oct-18,,21.6789727787,21.434044378,21.1960499825,20.9640709617,20.7382306404,20.519694333,20.3094669222,20.1077301808,19.91443671,19.729002478,19.5503068859,19.3775257317,19.2111136125,19.0517883173,18.8989677128,18.750769722,18.606099703,18.4672388836,18.3371869825,18.2160579879,18.1010801749
30-Oct-20,,21.4101307869,21.2065077036,21.008009402,20.8132902085,20.6231102465,20.4403354069,20.2669762348,20.1012557762,19.9405126991,19.7835224697,19.6304973125,19.481934124,19.339218731,19.2038660928,19.0752495815,18.9506009814,18.827897293,18.7084687951,18.5943975515,18.4857756364,18.3807051446
31-Oct-23,,21.5100630185,21.3387820584,21.1718583824,21.0095967481,20.8522839792,20.7001889618,20.553305453,20.4105298382,20.2705411174,20.1333280082,20.000188957,19.8722356418,19.7496048022,19.6321713466,19.5193938931,19.4103147577,19.3041451175,19.2008439971,19.1005630066,19.0035831342,18.9103147469
END VOL SURFACE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
TERM STRUCTURE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
Term,ATM Vol Mid(%),ATM Vol Spread(%),Var Swap(%),Forward Price(USD),Forward Price(%),Dividend points,Security Lending(%),Funding rate(%),,,,,,,,,,,,,,
7-Nov-13,12.56,0.79,13.02,4274.28,100,0,0,0.2,,,,,,,,,,,,,,
29-Nov-13,13.1,0.51,14.16,4269.62,99.89,4.95,0,0.13,,,,,,,,,,,,,,
31-Dec-13,13.35,0.46,14.78,4260.77,99.69,14.57,0,0.17,,,,,,,,,,,,,,
31-Jan-14,14.06,0.42,15.57,4260.51,99.68,15.99,0,0.22,,,,,,,,,,,,,,
30-Apr-14,15.53,0.4,17.21,4246.09,99.34,35.27,0,0.34,,,,,,,,,,,,,,
31-Jul-14,16.22,0.39,18.36,4153.81,97.19,131.44,0,0.35,,,,,,,,,,,,,,
31-Oct-14,15.73,0.4,18.32,4156.3,97.24,135.14,0,0.41,,,,,,,,,,,,,,
30-Apr-15,16.74,0.46,19.31,4138.45,96.83,165.38,0,0.47,,,,,,,,,,,,,,
30-Oct-15,18.07,0.52,20.51,4061.29,95.02,258.1,0,0.54,,,,,,,,,,,,,,
31-Oct-16,18.78,0.63,20.92,3977.28,93.06,385.84,0,0.72,,,,,,,,,,,,,,
31-Oct-17,19.27,0.74,21.27,3915.08,91.6,509.77,0,0.93,,,,,,,,,,,,,,
31-Oct-18,19.55,0.85,21.38,3872.81,90.61,631.67,0,1.15,,,,,,,,,,,,,,
30-Oct-20,19.63,1.07,21.03,3832.82,89.68,870.27,0,1.56,,,,,,,,,,,,,,
31-Oct-23,20,1.4,20.74,3856.06,90.22,1211.63,0,2.04,,,,,,,,,,,,,,
END TERM STRUCTURE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
VOL SPREADS,,,,,,,,,,,,,,,,,,,,,,
Date,Days,Volatility Spread (%),,,,,,,,,,,,,,,,,,,,
10-Nov-13,10,0.75,,,,,,,,,,,,,,,,,,,,
30-Nov-13,30,0.5,,,,,,,,,,,,,,,,,,,,
8-Feb-14,100,0.41,,,,,,,,,,,,,,,,,,,,
27-Aug-14,300,0.38,,,,,,,,,,,,,,,,,,,,
27-Jul-16,1000,0.6,,,,,,,,,,,,,,,,,,,,
17-Jan-22,3000,1.2,,,,,,,,,,,,,,,,,,,,
END VOL SPREADS,,,,,,,,,,,,,,,,,,,,,,
RATES,,,,,,,,,,,,,,,,,,,,,,
Date,Days,Rate (%pa),Discount Factor,,,,,,,,,,,,,,,,,,,
1-Nov-13,1,0.155,0.9999956945,,,,,,,,,,,,,,,,,,,
2-Nov-13,2,0.3475011626,0.9999806948,,,,,,,,,,,,,,,,,,,
7-Nov-13,7,0.201288016,0.9999608622,,,,,,,,,,,,,,,,,,,
18-Nov-13,18,0.1233906549,0.9999383085,,,,,,,,,,,,,,,,,,,
4-Dec-13,34,0.1342669757,0.9998732084,,,,,,,,,,,,,,,,,,,
6-Jan-14,67,0.1777496166,0.9996692976,,,,,,,,,,,,,,,,,,,
4-Feb-14,96,0.2257439042,0.9993983784,,,,,,,,,,,,,,,,,,,
5-May-14,186,0.3452377868,0.9982194475,,,,,,,,,,,,,,,,,,,
4-Jun-14,216,0.3371469354,0.9979812022,,,,,,,,,,,,,,,,,,,
7-Jul-14,249,0.3366386291,0.9976769917,,,,,,,,,,,,,,,,,,,
4-Aug-14,277,0.3495727265,0.9973174475,,,,,,,,,,,,,,,,,,,
4-Sep-14,308,0.3734214689,0.9968153463,,,,,,,,,,,,,,,,,,,
6-Oct-14,340,0.3936474741,0.996295989,,,,,,,,,,,,,,,,,,,
5-Nov-14,370,0.4101662677,0.9958018611,,,,,,,,,,,,,,,,,,,
4-Dec-14,399,0.4094547148,0.9954813822,,,,,,,,,,,,,,,,,,,
5-Jan-15,431,0.4135601164,0.9950711632,,,,,,,,,,,,,,,,,,,
4-Feb-15,461,0.4239053425,0.9945977745,,,,,,,,,,,,,,,,,,,
4-Mar-15,489,0.4405691267,0.9940465393,,,,,,,,,,,,,,,,,,,
7-Apr-15,523,0.4573784349,0.9933923842,,,,,,,,,,,,,,,,,,,
4-May-15,550,0.4718941489,0.9928332677,,,,,,,,,,,,,,,,,,,
4-Nov-15,734,0.543250314,0.9890144934,,,,,,,,,,,,,,,,,,,
END RATES,,,,,,,,,,,,,,,,,,,,,,
DIVIDENDS,,,,,,,,,,,,,,,,,,,,,,
Date,Implied Dividends,,,,,,,,,,,,,,,,,,,,,
11-Nov-13,0.5624,,,,,,,,,,,,,,,,,,,,,
12-Nov-13,0.3766,,,,,,,,,,,,,,,,,,,,,
15-Nov-13,2.3909,,,,,,,,,,,,,,,,,,,,,
19-Nov-13,0.0514,,,,,,,,,,,,,,,,,,,,,
28-Nov-13,1.5649,,,,,,,,,,,,,,,,,,,,,
6-Dec-13,2.3443,,,,,,,,,,,,,,,,,,,,,
12-Dec-13,0.7522,,,,,,,,,,,,,,,,,,,,,
16-Dec-13,5.8311,,,,,,,,,,,,,,,,,,,,,
17-Dec-13,0.6914,,,,,,,,,,,,,,,,,,,,,
14-Jan-14,1.4207,,,,,,,,,,,,,,,,,,,,,
18-Feb-14,0.2316,,,,,,,,,,,,,,,,,,,,,
18-Mar-14,7.0868,,,,,,,,,,,,,,,,,,,,,
24-Mar-14,0,,,,,,,,,,,,,,,,,,,,,
22-Apr-14,3.4014,,,,,,,,,,,,,,,,,,,,,
23-Apr-14,2.9825,,,,,,,,,,,,,,,,,,,,,
25-Apr-14,4.1274,,,,,,,,,,,,,,,,,,,,,
30-Apr-14,1.45,,,,,,,,,,,,,,,,,,,,,
2-May-14,12.6962,,,,,,,,,,,,,,,,,,,,,
5-May-14,5.3693,,,,,,,,,,,,,,,,,,,,,
7-May-14,3.2492,,,,,,,,,,,,,,,,,,,,,
9-May-14,25.3306,,,,,,,,,,,,,,,,,,,,,
12-May-14,2.2025,,,,,,,,,,,,,,,,,,,,,
14-May-14,5.4209,,,,,,,,,,,,,,,,,,,,,
16-May-14,4.6666,,,,,,,,,,,,,,,,,,,,,
20-May-14,1.3579,,,,,,,,,,,,,,,,,,,,,
21-May-14,9.0018,,,,,,,,,,,,,,,,,,,,,
23-May-14,0.0595,,,,,,,,,,,,,,,,,,,,,
26-May-14,2.6942,,,,,,,,,,,,,,,,,,,,,
29-May-14,4.0318,,,,,,,,,,,,,,,,,,,,,
30-May-14,1.1386,,,,,,,,,,,,,,,,,,,,,
2-Jun-14,3.0466,,,,,,,,,,,,,,,,,,,,,
3-Jun-14,1.7463,,,,,,,,,,,,,,,,,,,,,
5-Jun-14,1.3508,,,,,,,,,,,,,,,,,,,,,
6-Jun-14,1.1591,,,,,,,,,,,,,,,,,,,,,
12-Jun-14,2.7539,,,,,,,,,,,,,,,,,,,,,
20-Jun-14,1.7381,,,,,,,,,,,,,,,,,,,,,
24-Jun-14,5.1185,,,,,,,,,,,,,,,,,,,,,
2-Jul-14,1.3204,,,,,,,,,,,,,,,,,,,,,
4-Jul-14,0.7157,,,,,,,,,,,,,,,,,,,,,
20-Aug-14,0.0411,,,,,,,,,,,,,,,,,,,,,
8-Sep-14,1.6449,,,,,,,,,,,,,,,,,,,,,
16-Sep-14,0.1601,,,,,,,,,,,,,,,,,,,,,
24-Sep-14,1.8574,,,,,,,,,,,,,,,,,,,,,
10-Nov-14,1.3085,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,0.3443,,,,,,,,,,,,,,,,,,,,,
14-Nov-14,0.2441,,,,,,,,,,,,,,,,,,,,,
19-Nov-14,0.0152,,,,,,,,,,,,,,,,,,,,,
26-Nov-14,0.0593,,,,,,,,,,,,,,,,,,,,,
1-Dec-14,1.0427,,,,,,,,,,,,,,,,,,,,,
12-Dec-14,0.1859,,,,,,,,,,,,,,,,,,,,,
17-Dec-14,2.0912,,,,,,,,,,,,,,,,,,,,,
14-Jan-15,0.6335,,,,,,,,,,,,,,,,,,,,,
18-Feb-15,0.3979,,,,,,,,,,,,,,,,,,,,,
18-Mar-15,12.706,,,,,,,,,,,,,,,,,,,,,
22-Apr-15,3.9268,,,,,,,,,,,,,,,,,,,,,
23-Apr-15,2.5869,,,,,,,,,,,,,,,,,,,,,
27-Apr-15,3.6941,,,,,,,,,,,,,,,,,,,,,
30-Apr-15,1.0043,,,,,,,,,,,,,,,,,,,,,
4-May-15,15.6797,,,,,,,,,,,,,,,,,,,,,
7-May-15,2.244,,,,,,,,,,,,,,,,,,,,,
11-May-15,22.5995,,,,,,,,,,,,,,,,,,,,,
14-May-15,3.7331,,,,,,,,,,,,,,,,,,,,,
18-May-15,4.0517,,,,,,,,,,,,,,,,,,,,,
20-May-15,0.9594,,,,,,,,,,,,,,,,,,,,,
21-May-15,7.816,,,,,,,,,,,,,,,,,,,,,
25-May-15,1.8994,,,,,,,,,,,,,,,,,,,,,
29-May-15,3.4152,,,,,,,,,,,,,,,,,,,,,
1-Jun-15,2.9844,,,,,,,,,,,,,,,,,,,,,
3-Jun-15,1.5444,,,,,,,,,,,,,,,,,,,,,
5-Jun-15,1.1729,,,,,,,,,,,,,,,,,,,,,
8-Jun-15,3.681,,,,,,,,,,,,,,,,,,,,,
12-Jun-15,1.8741,,,,,,,,,,,,,,,,,,,,,
22-Jun-15,1.179,,,,,,,,,,,,,,,,,,,,,
24-Jun-15,6.6219,,,,,,,,,,,,,,,,,,,,,
2-Jul-15,1.6378,,,,,,,,,,,,,,,,,,,,,
6-Jul-15,0.896,,,,,,,,,,,,,,,,,,,,,
20-Aug-15,0.0516,,,,,,,,,,,,,,,,,,,,,
7-Sep-15,2.0605,,,,,,,,,,,,,,,,,,,,,
16-Sep-15,0.201,,,,,,,,,,,,,,,,,,,,,
24-Sep-15,6.4225,,,,,,,,,,,,,,,,,,,,,
9-Nov-15,4.4013,,,,,,,,,,,,,,,,,,,,,
12-Nov-15,1.1668,,,,,,,,,,,,,,,,,,,,,
16-Nov-15,0.807,,,,,,,,,,,,,,,,,,,,,
19-Nov-15,0.0516,,,,,,,,,,,,,,,,,,,,,
26-Nov-15,0.201,,,,,,,,,,,,,,,,,,,,,
30-Nov-15,3.9282,,,,,,,,,,,,,,,,,,,,,
14-Dec-15,0.4593,,,,,,,,,,,,,,,,,,,,,
17-Dec-15,7.1659,,,,,,,,,,,,,,,,,,,,,
14-Jan-16,0.3193,,,,,,,,,,,,,,,,,,,,,
18-Feb-16,0.201,,,,,,,,,,,,,,,,,,,,,
17-Mar-16,6.4209,,,,,,,,,,,,,,,,,,,,,
21-Apr-16,3.928,,,,,,,,,,,,,,,,,,,,,
22-Apr-16,2.5835,,,,,,,,,,,,,,,,,,,,,
25-Apr-16,3.5233,,,,,,,,,,,,,,,,,,,,,
29-Apr-16,0.9746,,,,,,,,,,,,,,,,,,,,,
2-May-16,15.6496,,,,,,,,,,,,,,,,,,,,,
6-May-16,2.1776,,,,,,,,,,,,,,,,,,,,,
9-May-16,22.3925,,,,,,,,,,,,,,,,,,,,,
13-May-16,3.6227,,,,,,,,,,,,,,,,,,,,,
16-May-16,4.0372,,,,,,,,,,,,,,,,,,,,,
19-May-16,0.931,,,,,,,,,,,,,,,,,,,,,
20-May-16,7.7862,,,,,,,,,,,,,,,,,,,,,
23-May-16,1.8447,,,,,,,,,,,,,,,,,,,,,
30-May-16,6.102,,,,,,,,,,,,,,,,,,,,,
2-Jun-16,1.5448,,,,,,,,,,,,,,,,,,,,,
6-Jun-16,4.8302,,,,,,,,,,,,,,,,,,,,,
13-Jun-16,1.8188,,,,,,,,,,,,,,,,,,,,,
20-Jun-16,1.0153,,,,,,,,,,,,,,,,,,,,,
23-Jun-16,6.6184,,,,,,,,,,,,,,,,,,,,,
1-Jul-16,1.6201,,,,,,,,,,,,,,,,,,,,,
4-Jul-16,0.8923,,,,,,,,,,,,,,,,,,,,,
END DIVIDENDS,,,,,,,,,,,,,,,,,,,,,,
DIGITALCALL PAYOUT EUR,,,,,,,,,,,,,,,,,,,,,,
Strike %,Expiry,Strike,ID,mini,,,,,,,,,,,,,,,,,,
104.5,11/18/2013,4.1432489254,FCHI 1,0,,,,,,,,,,,,,,,,,,
104.5,11/19/2013,4.5794842999,FCHI 2,0,,,,,,,,,,,,,,,,,,
104.5,11/20/2013,5.0194979905,FCHI 3,0,,,,,,,,,,,,,,,,,,
104.5,11/21/2013,5.457561355,FCHI 4,0,,,,,,,,,,,,,,,,,,
104.5,11/22/2013,5.8924759712,FCHI 5,0,,,,,,,,,,,,,,,,,,
104,11/18/2013,6.3198074535,FCHI 6,0,,,,,,,,,,,,,,,,,,
104,11/19/2013,6.8675803298,FCHI 7,0,,,,,,,,,,,,,,,,,,
104.5,11/25/2013,7.1692093259,FCHI 8,0,,,,,,,,,,,,,,,,,,
104,11/20/2013,7.4119901913,FCHI 9,0,,,,,,,,,,,,,,,,,,
104.5,11/26/2013,7.5833920452,FCHI 10,0,,,,,,,,,,,,,,,,,,
104,11/21/2013,7.9462964137,FCHI 11,0,,,,,,,,,,,,,,,,,,
104.5,11/27/2013,7.9911996968,FCHI 12,0,,,,,,,,,,,,,,,,,,
104,11/22/2013,8.4699458451,FCHI 13,0,,,,,,,,,,,,,,,,,,
104.5,11/29/2013,8.6099466144,FCHI 14,0,,,,,,,,,,,,,,,,,,
103.5,11/18/2013,9.3447514571,FCHI 15,0,,,,,,,,,,,,,,,,,,
104.5,12/02/2013,9.8529335399,FCHI 16,0,,,,,,,,,,,,,,,,,,
104,11/25/2013,9.9735034031,FCHI 17,0,,,,,,,,,,,,,,,,,,
103.5,11/19/2013,9.9956248314,FCHI 18,0,,,,,,,,,,,,,,,,,,
104,11/26/2013,10.4519036122,FCHI 19,0,,,,,,,,,,,,,,,,,,
103.5,11/20/2013,10.6341767047,FCHI 20,0,,,,,,,,,,,,,,,,,,
104,11/27/2013,10.9190064353,FCHI 21,0,,,,,,,,,,,,,,,,,,
103.5,11/21/2013,11.2528708373,FCHI 22,0,,,,,,,,,,,,,,,,,,
104,11/29/2013,11.6014302803,FCHI 23,0,,,,,,,,,,,,,,,,,,
103.5,11/22/2013,11.8522367905,FCHI 24,0,,,,,,,,,,,,,,,,,,
104,12/02/2013,12.987102301,FCHI 25,0,,,,,,,,,,,,,,,,,,
103,11/18/2013,13.3414187318,FCHI 26,0,,,,,,,,,,,,,,,,,,
103.5,11/25/2013,13.5396057949,FCHI 27,0,,,,,,,,,,,,,,,,,,
103.5,11/26/2013,14.0672832717,FCHI 28,0,,,,,,,,,,,,,,,,,,
103,11/19/2013,14.067434961,FCHI 29,0,,,,,,,,,,,,,,,,,,
103.5,11/27/2013,14.5786888371,FCHI 30,0,,,,,,,,,,,,,,,,,,
103,11/20/2013,14.7721471376,FCHI 31,0,,,,,,,,,,,,,,,,,,
103.5,11/29/2013,15.2931410105,FCHI 32,0,,,,,,,,,,,,,,,,,,
103,11/21/2013,15.4473816543,FCHI 33,0,,,,,,,,,,,,,,,,,,
103,11/22/2013,16.095021175,FCHI 34,0,,,,,,,,,,,,,,,,,,
103.5,12/02/2013,16.7699108298,FCHI 35,0,,,,,,,,,,,,,,,,,,
103,11/25/2013,17.8877996358,FCHI 36,0,,,,,,,,,,,,,,,,,,
102.5,11/18/2013,18.3566706555,FCHI 37,0,,,,,,,,,,,,,,,,,,
103,11/26/2013,18.4402036229,FCHI 38,0,,,,,,,,,,,,,,,,,,
103,11/27/2013,18.9722129771,FCHI 39,0,,,,,,,,,,,,,,,,,,
102.5,11/19/2013,19.1111265165,FCHI 40,0,,,,,,,,,,,,,,,,,,
103,11/29/2013,19.6750350314,FCHI 41,0,,,,,,,,,,,,,,,,,,
102.5,11/20/2013,19.8377034443,FCHI 42,0,,,,,,,,,,,,,,,,,,
102.5,11/21/2013,20.5275481983,FCHI 43,0,,,,,,,,,,,,,,,,,,
103,12/02/2013,21.1713670532,FCHI 44,0,,,,,,,,,,,,,,,,,,
102.5,11/22/2013,21.1838433682,FCHI 45,0,,,,,,,,,,,,,,,,,,
102.5,11/25/2013,22.9760142076,FCHI 46,0,,,,,,,,,,,,,,,,,,
102.5,11/26/2013,23.5216988675,FCHI 47,0,,,,,,,,,,,,,,,,,,
102.5,11/27/2013,24.0446156926,FCHI 48,0,,,,,,,,,,,,,,,,,,
102,11/18/2013,24.3337004108,FCHI 49,0,,,,,,,,,,,,,,,,,,
102.5,11/29/2013,24.68559083,FCHI 50,0,,,,,,,,,,,,,,,,,,
102,11/19/2013,25.0572046633,FCHI 51,0,,,,,,,,,,,,,,,,,,
102,11/20/2013,25.7509338757,FCHI 52,0,,,,,,,,,,,,,,,,,,
102.5,12/02/2013,26.1187099582,FCHI 53,0,,,,,,,,,,,,,,,,,,
102,11/21/2013,26.4050648348,FCHI 54,0,,,,,,,,,,,,,,,,,,
102,11/22/2013,27.0236528902,FCHI 55,0,,,,,,,,,,,,,,,,,,
102,11/25/2013,28.6961514304,FCHI 56,0,,,,,,,,,,,,,,,,,,
102,11/26/2013,29.2010586807,FCHI 57,0,,,,,,,,,,,,,,,,,,
102,11/27/2013,29.6832019186,FCHI 58,0,,,,,,,,,,,,,,,,,,
102,11/29/2013,30.2125127326,FCHI 59,0,,,,,,,,,,,,,,,,,,
101.5,11/18/2013,31.1079303521,FCHI 60,0,,,,,,,,,,,,,,,,,,
102,12/02/2013,31.4992986454,FCHI 61,0,,,,,,,,,,,,,,,,,,
101.5,11/19/2013,31.7386803512,FCHI 62,0,,,,,,,,,,,,,,,,,,
101.5,11/20/2013,32.3436837028,FCHI 63,0,,,,,,,,,,,,,,,,,,
101.5,11/21/2013,32.9117067915,FCHI 64,0,,,,,,,,,,,,,,,,,,
101.5,11/22/2013,33.4469744607,FCHI 65,0,,,,,,,,,,,,,,,,,,
101.5,11/25/2013,34.8860646268,FCHI 66,0,,,,,,,,,,,,,,,,,,
101.5,11/26/2013,35.3185261182,FCHI 67,0,,,,,,,,,,,,,,,,,,
101.5,11/27/2013,35.7307725291,FCHI 68,0,,,,,,,,,,,,,,,,,,
101.5,11/29/2013,36.1061510984,FCHI 69,0,,,,,,,,,,,,,,,,,,
101.5,12/02/2013,37.1739408862,FCHI 70,0,,,,,,,,,,,,,,,,,,
101,11/18/2013,38.423660969,FCHI 71,0,,,,,,,,,,,,,,,,,,
101,11/19/2013,38.9087921244,FCHI 72,0,,,,,,,,,,,,,,,,,,
101,11/20/2013,39.3778425052,FCHI 73,0,,,,,,,,,,,,,,,,,,
101,11/21/2013,39.8177867515,FCHI 74,0,,,,,,,,,,,,,,,,,,
101,11/22/2013,40.2322507243,FCHI 75,0,,,,,,,,,,,,,,,,,,
101,11/25/2013,41.3465758697,FCHI 76,0,,,,,,,,,,,,,,,,,,
101,11/26/2013,41.6816962558,FCHI 77,0,,,,,,,,,,,,,,,,,,
101,11/27/2013,42.0013632242,FCHI 78,0,,,,,,,,,,,,,,,,,,
101,11/29/2013,42.1936147299,FCHI 79,0,,,,,,,,,,,,,,,,,,
101,12/02/2013,42.9887715881,FCHI 80,0,,,,,,,,,,,,,,,,,,
100.5,11/18/2013,45.9687712297,FCHI 81,0,,,,,,,,,,,,,,,,,,
100.5,11/19/2013,46.273329604,FCHI 82,0,,,,,,,,,,,,,,,,,,
100.5,11/20/2013,46.5753776815,FCHI 83,0,,,,,,,,,,,,,,,,,,
100.5,11/21/2013,46.859992322,FCHI 84,0,,,,,,,,,,,,,,,,,,
100.5,11/22/2013,47.1295978057,FCHI 85,0,,,,,,,,,,,,,,,,,,
100.5,11/25/2013,47.8617207077,FCHI 86,0,,,,,,,,,,,,,,,,,,
100.5,11/26/2013,48.0841610246,FCHI 87,0,,,,,,,,,,,,,,,,,,
100.5,11/29/2013,48.2931839643,FCHI 88,0,,,,,,,,,,,,,,,,,,
100.5,11/27/2013,48.2973982262,FCHI 89,0,,,,,,,,,,,,,,,,,,
100.5,12/02/2013,48.7860388965,FCHI 90,0,,,,,,,,,,,,,,,,,,
100,11/18/2013,53.4210463507,FCHI 91,0,,,,,,,,,,,,,,,,,,
100,11/19/2013,53.5325909003,FCHI 92,0,,,,,,,,,,,,,,,,,,
100,11/20/2013,53.6565124394,FCHI 93,0,,,,,,,,,,,,,,,,,,
100,11/21/2013,53.7762759309,FCHI 94,0,,,,,,,,,,,,,,,,,,
100,11/22/2013,53.8928246365,FCHI 95,0,,,,,,,,,,,,,,,,,,
100,11/25/2013,54.2240916161,FCHI 96,0,,,,,,,,,,,,,,,,,,
100,11/29/2013,54.2339088514,FCHI 97,0,,,,,,,,,,,,,,,,,,
100,11/26/2013,54.3291277817,FCHI 98,0,,,,,,,,,,,,,,,,,,
100,12/02/2013,54.4200438623,FCHI 99,0,,,,,,,,,,,,,,,,,,
100,11/27/2013,54.4317786691,FCHI 100,0,,,,,,,,,,,,,,,,,,
109,12/05/2013,0.7373126385,FCHI 101,0,,,,,,,,,,,,,,,,,,
