Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.906,,45,16-Jan-12,16-Jan-12,0.1775,14.26,-0.40402,-0.00911,0.00512,-0.00352,0,0,0.1575,0.1975,USDCHF_1200,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.912,,45,16-Jan-12,16-Jan-12,0.0825,14.52,-0.10443,-0.00348,0.00196,-0.00147,0,0,0.0625,0.1025,USDCHF_1201,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.918,,45,16-Jan-12,16-Jan-12,0.0575,-14.14,-0.19825,-0.00241,0.00132,0.00086,0,0,0.0375,0.0775,USDCHF_1202,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.924,,45,16-Jan-12,16-Jan-12,0.1575,-14.01,-0.49628,-0.00843,0.00462,0.00275,0,0,0.1375,0.1775,USDCHF_1203,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.93,,45,16-Jan-12,16-Jan-12,0.255,-13.69,-0.77534,-0.01405,0.00771,0.0042,0,0,0.235,0.275,USDCHF_1204,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.936,,45,16-Jan-12,16-Jan-12,0.345,-13.19,-1.0251,-0.01908,0.01046,0.00525,0,0,0.325,0.365,USDCHF_1205,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.942,,45,16-Jan-12,16-Jan-12,0.4275,-12.55,-1.2373,-0.02337,0.01279,0.00593,0,0,0.4075,0.4475,USDCHF_1206,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.948,,45,16-Jan-12,16-Jan-12,0.5025,-11.79,-1.4063,-0.02679,0.01464,0.00629,0,0,0.4825,0.5225,USDCHF_1207,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.954,,45,16-Jan-12,16-Jan-12,0.57,-10.93,-1.529,-0.02929,0.01597,0.00637,0,0,0.55,0.59,USDCHF_1208,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.96,,45,16-Jan-12,16-Jan-12,0.63,-10.01,-1.605,-0.03086,0.01678,0.00622,0,0,0.61,0.65,USDCHF_1209,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.966,,45,16-Jan-12,16-Jan-12,0.675,-9.0576,-1.6361,-0.03155,0.0171,0.0059,0,0,0.655,0.695,USDCHF_1210,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.972,,45,16-Jan-12,16-Jan-12,0.7225,-8.0987,-1.6261,-0.03142,0.01697,0.00545,0,0,0.7025,0.7425,USDCHF_1211,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.978,,45,16-Jan-12,16-Jan-12,0.7625,-7.1573,-1.5805,-0.03059,0.01645,0.00491,0,0,0.7425,0.7825,USDCHF_1212,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.984,,45,16-Jan-12,16-Jan-12,0.795,-6.2533,-1.5052,-0.02917,0.01562,0.00432,0,0,0.775,0.815,USDCHF_1213,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.91,0.92,45,16-Jan-12,16-Jan-12,0.00075,-0.00001,0,0,0,0,0,0,0,0.0015,USDCHF_1214,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.907,0.921,45,16-Jan-12,16-Jan-12,0.00075,0,0,0,0,0,0,0,0,0.0015,USDCHF_1215,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.904,0.922,45,16-Jan-12,16-Jan-12,0.00075,0,0,0,0,0,0,0,0,0.0015,USDCHF_1216,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.901,0.923,45,16-Jan-12,16-Jan-12,0.00075,0,0,0,0,0,0,0,0,0.0015,USDCHF_1217,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.898,0.924,45,16-Jan-12,16-Jan-12,0.00075,0,0,0,0,0,0,0,0,0.0015,USDCHF_1218,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.895,0.925,45,16-Jan-12,16-Jan-12,0.00075,-0.00006,-0.00008,0,0,0,0,0,0,0.0015,USDCHF_1219,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.892,0.926,45,16-Jan-12,16-Jan-12,0.00075,-0.00119,-0.00138,-0.00003,0,0,0,0,0,0.0015,USDCHF_1220,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.889,0.927,45,16-Jan-12,16-Jan-12,0.00215,-0.00975,-0.00972,-0.00019,0.00013,0,0,0,0.0002,0.0041,USDCHF_1221,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.886,0.928,45,16-Jan-12,16-Jan-12,0.0129,-0.0442,-0.03855,-0.00075,0.0005,0,0,0,0.0008,0.025,USDCHF_1222,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.883,0.929,45,16-Jan-12,16-Jan-12,0.02635,-0.13521,-0.10471,-0.00203,0.00131,0.00001,0,0,0.0027,0.05,USDCHF_1223,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.88,0.93,45,16-Jan-12,16-Jan-12,0.0325,-0.31543,-0.21942,-0.00425,0.00265,0.00002,0,0,0.0075,0.0575,USDCHF_1224,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.877,0.931,45,16-Jan-12,16-Jan-12,0.0525,-0.60687,-0.38285,-0.0074,0.00451,0.00005,0,0,0.0275,0.0775,USDCHF_1225,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.874,0.932,45,16-Jan-12,16-Jan-12,0.0775,-1.0144,-0.58501,-0.01131,0.00676,0.00011,0,0,0.0525,0.1025,USDCHF_1226,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.871,0.933,45,16-Jan-12,16-Jan-12,0.1025,-1.5268,-0.81037,-0.01566,0.0092,0.00019,0,0,0.0775,0.1275,USDCHF_1227,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.868,0.934,45,16-Jan-12,16-Jan-12,0.125,-2.1219,-1.0425,-0.02013,0.01167,0.0003,0,0,0.1,0.15,USDCHF_1228,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.865,0.935,45,16-Jan-12,16-Jan-12,0.15,-2.7729,-1.2675,-0.02446,0.01403,0.00044,0,0,0.125,0.175,USDCHF_1229,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.862,0.936,45,16-Jan-12,16-Jan-12,0.1725,-3.4528,-1.4748,-0.02845,0.01616,0.00062,0,0,0.1475,0.1975,USDCHF_1230,1
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.859,0.937,45,16-Jan-12,16-Jan-12,0.195,-4.1379,-1.658,-0.03197,0.01802,0.00082,0,0,0.17,0.22,USDCHF_1231,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.911,0.919,45,16-Jan-12,16-Jan-12,0.9988,0.00001,0,0,0.00001,-0.00115,0,0,0.998,0.9996,USDCHF_1232,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.909,0.921,45,16-Jan-12,16-Jan-12,0.99885,0,0,0,0.00001,-0.00114,0,0,0.9981,0.9996,USDCHF_1233,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.907,0.923,45,16-Jan-12,16-Jan-12,0.99885,0,0,0,0.00001,-0.00114,0,0,0.9981,0.9996,USDCHF_1234,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.905,0.925,45,16-Jan-12,16-Jan-12,0.99885,0,0,0,0.00001,-0.00114,0,0,0.9981,0.9996,USDCHF_1235,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.903,0.927,45,16-Jan-12,16-Jan-12,0.99885,0,0,0,0.00001,-0.00114,0,0,0.9981,0.9996,USDCHF_1236,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.901,0.929,45,16-Jan-12,16-Jan-12,0.99885,0,0.00001,0,0.00001,-0.00114,0,0,0.9981,0.9996,USDCHF_1237,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.899,0.931,45,16-Jan-12,16-Jan-12,0.99855,0.00004,0.00041,0.00001,0,-0.00114,0,0,0.9975,0.9996,USDCHF_1238,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.897,0.933,45,16-Jan-12,16-Jan-12,0.996,0.00041,0.00437,0.00009,-0.00005,-0.00114,0,0,0.9925,0.9995,USDCHF_1239,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.895,0.935,45,16-Jan-12,16-Jan-12,0.98835,0.00228,0.02293,0.00045,-0.0003,-0.00114,0,0,0.9775,0.9992,USDCHF_1240,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.893,0.937,45,16-Jan-12,16-Jan-12,0.9764,0.00794,0.07546,0.00147,-0.00096,-0.00114,0,0,0.955,0.9978,USDCHF_1241,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.891,0.939,45,16-Jan-12,16-Jan-12,0.97,0.02025,0.18138,0.00353,-0.00224,-0.00114,0,0,0.945,0.995,USDCHF_1242,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.889,0.941,45,16-Jan-12,16-Jan-12,0.955,0.04156,0.35016,0.00682,-0.00422,-0.00113,0,0,0.93,0.98,USDCHF_1243,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.887,0.943,45,16-Jan-12,16-Jan-12,0.9275,0.07297,0.57772,0.01126,-0.0068,-0.00113,0,0,0.9025,0.9525,USDCHF_1244,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.885,0.945,45,16-Jan-12,16-Jan-12,0.9,0.11423,0.84947,0.01655,-0.00983,-0.00112,0,0,0.875,0.925,USDCHF_1245,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.883,0.947,45,16-Jan-12,16-Jan-12,0.8725,0.16411,1.1459,0.02233,-0.01307,-0.00111,0,0,0.8475,0.8975,USDCHF_1246,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.881,0.949,45,16-Jan-12,16-Jan-12,0.845,0.22079,1.4477,0.02821,-0.01631,-0.00111,0,0,0.82,0.87,USDCHF_1247,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.879,0.951,45,16-Jan-12,16-Jan-12,0.815,0.28231,1.7387,0.03388,-0.01939,-0.0011,0,0,0.79,0.84,USDCHF_1248,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.877,0.953,45,16-Jan-12,16-Jan-12,0.7875,0.34681,2.0073,0.03911,-0.02219,-0.00109,0,0,0.7625,0.8125,USDCHF_1249,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.875,0.955,45,16-Jan-12,16-Jan-12,0.7625,0.41266,2.2459,0.04376,-0.02465,-0.00108,0,0,0.7375,0.7875,USDCHF_1250,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.86,,,68,08-Feb-12,08-Feb-12,0.8275,3.7671,-0.45174,-0.01365,0.0051,-0.00813,0,0,0.81,0.845,USDCHF_1251,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.865,,,68,08-Feb-12,08-Feb-12,0.8025,4.0479,-0.4375,-0.01322,0.00496,-0.00859,0,0,0.785,0.82,USDCHF_1252,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.87,,,68,08-Feb-12,08-Feb-12,0.7775,4.3183,-0.41592,-0.01256,0.00474,-0.00903,0,0,0.76,0.795,USDCHF_1253,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.875,,,68,08-Feb-12,08-Feb-12,0.75,4.5742,-0.38705,-0.01169,0.00443,-0.00944,0,0,0.7325,0.7675,USDCHF_1254,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.88,,,68,08-Feb-12,08-Feb-12,0.7175,4.8116,-0.35117,-0.01061,0.00404,-0.00982,0,0,0.7,0.735,USDCHF_1255,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.885,,,68,08-Feb-12,08-Feb-12,0.685,5.0267,-0.30873,-0.00933,0.00358,-0.01015,0,0,0.6675,0.7025,USDCHF_1256,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.89,,,68,08-Feb-12,08-Feb-12,0.6525,5.2162,-0.26037,-0.00787,0.00305,-0.01044,0,0,0.635,0.67,USDCHF_1257,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.895,,,68,08-Feb-12,08-Feb-12,0.6175,5.377,-0.2069,-0.00625,0.00246,-0.01067,0,0,0.6,0.635,USDCHF_1258,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.9,,,68,08-Feb-12,08-Feb-12,0.5825,5.5067,-0.14926,-0.00451,0.00182,-0.01085,0,0,0.565,0.6,USDCHF_1259,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.905,,,68,08-Feb-12,08-Feb-12,0.5475,5.6035,-0.08851,-0.00267,0.00114,-0.01097,0,0,0.53,0.565,USDCHF_1260,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.91,,,68,08-Feb-12,08-Feb-12,0.5125,5.6661,-0.02577,-0.00078,0.00044,-0.01102,0,0,0.495,0.53,USDCHF_1261,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.915,,,68,08-Feb-12,08-Feb-12,0.4825,5.694,0.0378,0.00114,-0.00027,-0.01102,0,0,0.465,0.5,USDCHF_1262,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.92,,,68,08-Feb-12,08-Feb-12,0.45,5.6872,0.10103,0.00305,-0.00097,-0.01095,0,0,0.4325,0.4675,USDCHF_1263,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.925,,,68,08-Feb-12,08-Feb-12,0.4175,5.6463,0.16278,0.00492,-0.00167,-0.01083,0,0,0.4,0.435,USDCHF_1264,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.93,,,68,08-Feb-12,08-Feb-12,0.3875,5.5727,0.22199,0.00671,-0.00233,-0.01064,0,0,0.37,0.405,USDCHF_1265,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.935,,,68,08-Feb-12,08-Feb-12,0.3575,5.4682,0.27768,0.00839,-0.00295,-0.01041,0,0,0.34,0.375,USDCHF_1266,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.94,,,68,08-Feb-12,08-Feb-12,0.33,5.3351,0.32901,0.00994,-0.00353,-0.01012,0,0,0.3125,0.3475,USDCHF_1267,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.945,,,68,08-Feb-12,08-Feb-12,0.3025,5.1759,0.37525,0.01134,-0.00405,-0.00979,0,0,0.285,0.32,USDCHF_1268,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.95,,,68,08-Feb-12,08-Feb-12,0.2775,4.9938,0.41585,0.01256,-0.0045,-0.00942,0,0,0.26,0.295,USDCHF_1269,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.955,,,68,08-Feb-12,08-Feb-12,0.255,4.7919,0.45038,0.01361,-0.00489,-0.00902,0,0,0.2375,0.2725,USDCHF_1270,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.96,,,68,08-Feb-12,08-Feb-12,0.235,4.5735,0.47862,0.01446,-0.0052,-0.00858,0,0,0.2175,0.2525,USDCHF_1271,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.965,,,68,08-Feb-12,08-Feb-12,0.2175,4.3421,0.50045,0.01512,-0.00545,-0.00813,0,0,0.2,0.235,USDCHF_1272,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.855,,,68,08-Feb-12,08-Feb-12,0.15,-3.4802,0.45876,0.01386,-0.00515,0.00589,0,0,0.1325,0.1675,USDCHF_1273,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.86,,,68,08-Feb-12,08-Feb-12,0.1725,-3.7671,0.45174,0.01365,-0.00509,0.00636,0,0,0.155,0.19,USDCHF_1274,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.865,,,68,08-Feb-12,08-Feb-12,0.195,-4.0479,0.4375,0.01322,-0.00495,0.00682,0,0,0.1775,0.2125,USDCHF_1275,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.87,,,68,08-Feb-12,08-Feb-12,0.2225,-4.3183,0.41592,0.01256,-0.00472,0.00726,0,0,0.205,0.24,USDCHF_1276,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.875,,,68,08-Feb-12,08-Feb-12,0.25,-4.5742,0.38705,0.01169,-0.00442,0.00767,0,0,0.2325,0.2675,USDCHF_1277,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.88,,,68,08-Feb-12,08-Feb-12,0.28,-4.8116,0.35117,0.01061,-0.00403,0.00804,0,0,0.2625,0.2975,USDCHF_1278,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.885,,,68,08-Feb-12,08-Feb-12,0.3125,-5.0267,0.30873,0.00933,-0.00357,0.00838,0,0,0.295,0.33,USDCHF_1279,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.89,,,68,08-Feb-12,08-Feb-12,0.3475,-5.2162,0.26037,0.00787,-0.00304,0.00866,0,0,0.33,0.365,USDCHF_1280,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.895,,,68,08-Feb-12,08-Feb-12,0.3825,-5.377,0.2069,0.00625,-0.00244,0.0089,0,0,0.365,0.4,USDCHF_1281,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.9,,,68,08-Feb-12,08-Feb-12,0.4175,-5.5067,0.14926,0.00451,-0.00181,0.00907,0,0,0.4,0.435,USDCHF_1282,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.905,,,68,08-Feb-12,08-Feb-12,0.4525,-5.6035,0.08851,0.00267,-0.00113,0.00919,0,0,0.435,0.47,USDCHF_1283,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.91,,,68,08-Feb-12,08-Feb-12,0.4875,-5.6661,0.02577,0.00078,-0.00043,0.00925,0,0,0.47,0.505,USDCHF_1284,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.915,,,68,08-Feb-12,08-Feb-12,0.5175,-5.694,-0.0378,-0.00114,0.00028,0.00924,0,0,0.5,0.535,USDCHF_1285,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.92,,,68,08-Feb-12,08-Feb-12,0.55,-5.6872,-0.10103,-0.00305,0.00099,0.00918,0,0,0.5325,0.5675,USDCHF_1286,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.925,,,68,08-Feb-12,08-Feb-12,0.5825,-5.6463,-0.16278,-0.00492,0.00168,0.00905,0,0,0.565,0.6,USDCHF_1287,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.93,,,68,08-Feb-12,08-Feb-12,0.6125,-5.5727,-0.22199,-0.00671,0.00234,0.00887,0,0,0.595,0.63,USDCHF_1288,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.935,,,68,08-Feb-12,08-Feb-12,0.6425,-5.4682,-0.27768,-0.00839,0.00297,0.00863,0,0,0.625,0.66,USDCHF_1289,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.94,,,68,08-Feb-12,08-Feb-12,0.67,-5.3351,-0.32901,-0.00994,0.00354,0.00835,0,0,0.6525,0.6875,USDCHF_1290,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.945,,,68,08-Feb-12,08-Feb-12,0.695,-5.1759,-0.37525,-0.01134,0.00406,0.00801,0,0,0.6775,0.7125,USDCHF_1291,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.95,,,68,08-Feb-12,08-Feb-12,0.72,-4.9938,-0.41585,-0.01256,0.00451,0.00764,0,0,0.7025,0.7375,USDCHF_1292,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.955,,,68,08-Feb-12,08-Feb-12,0.745,-4.7919,-0.45038,-0.01361,0.0049,0.00724,0,0,0.7275,0.7625,USDCHF_1293,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.96,,,68,08-Feb-12,08-Feb-12,0.765,-4.5735,-0.47862,-0.01446,0.00522,0.00681,0,0,0.7475,0.7825,USDCHF_1294,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.856,,68,08-Feb-12,08-Feb-12,0.31,-7.1356,0.93094,0.02856,-0.01055,0.00756,0,0,0.29,0.33,USDCHF_1295,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.861,,68,08-Feb-12,08-Feb-12,0.3525,-7.7173,0.91555,0.02817,-0.01043,0.00775,0,0,0.3325,0.3725,USDCHF_1296,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.866,,68,08-Feb-12,08-Feb-12,0.4025,-8.2858,0.88562,0.02735,-0.01015,0.00782,0,0,0.3825,0.4225,USDCHF_1297,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.871,,68,08-Feb-12,08-Feb-12,0.455,-8.8328,0.84094,0.02609,-0.0097,0.00775,0,0,0.435,0.475,USDCHF_1298,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.876,,68,08-Feb-12,08-Feb-12,0.51,-9.3499,0.78169,0.0244,-0.00909,0.00752,0,0,0.49,0.53,USDCHF_1299,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.881,,68,08-Feb-12,08-Feb-12,0.5675,-9.8293,0.70847,0.0223,-0.00832,0.00711,0,0,0.5475,0.5875,USDCHF_1300,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.886,,68,08-Feb-12,08-Feb-12,0.625,-10.26,0.62223,0.01982,-0.0074,0.00651,0,0,0.605,0.645,USDCHF_1301,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.891,,68,08-Feb-12,08-Feb-12,0.685,-10.65,0.52431,0.01699,-0.00635,0.00569,0,0,0.665,0.705,USDCHF_1302,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.896,,68,08-Feb-12,08-Feb-12,0.7425,-10.97,0.41635,0.01388,-0.00519,0.00464,0,0,0.7225,0.7625,USDCHF_1303,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.901,,68,08-Feb-12,08-Feb-12,0.805,-11.23,0.30029,0.01053,-0.00394,0.00337,0,0,0.785,0.825,USDCHF_1304,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.906,,68,08-Feb-12,08-Feb-12,0.8625,-11.43,0.17824,0.00701,-0.00263,0.00185,0,0,0.8425,0.8825,USDCHF_1305,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.911,,68,08-Feb-12,08-Feb-12,0.9275,-11.55,0.05247,0.00339,-0.00127,0.00009,0,0,0.9075,0.9475,USDCHF_1306,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.916,,68,08-Feb-12,08-Feb-12,0.97495,11.18,0.07223,0.00028,-0.00009,-0.0019,0,0,0.955,0.9949,USDCHF_1307,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.921,,68,08-Feb-12,08-Feb-12,0.9125,11.16,0.19844,0.00427,-0.00154,-0.00361,0,0,0.8925,0.9325,USDCHF_1308,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.926,,68,08-Feb-12,08-Feb-12,0.845,11.08,0.32145,0.00815,-0.00296,-0.00507,0,0,0.825,0.865,USDCHF_1309,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.931,,68,08-Feb-12,08-Feb-12,0.78,10.94,0.43917,0.01186,-0.00432,-0.0063,0,0,0.76,0.8,USDCHF_1310,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.936,,68,08-Feb-12,08-Feb-12,0.72,10.73,0.54966,0.01534,-0.00559,-0.00731,0,0,0.7,0.74,USDCHF_1311,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.941,,68,08-Feb-12,08-Feb-12,0.66,10.47,0.65127,0.01854,-0.00675,-0.0081,0,0,0.64,0.68,USDCHF_1312,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.946,,68,08-Feb-12,08-Feb-12,0.6025,10.15,0.74259,0.02142,-0.0078,-0.0087,0,0,0.5825,0.6225,USDCHF_1313,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.951,,68,08-Feb-12,08-Feb-12,0.55,9.7919,0.82256,0.02395,-0.00872,-0.00912,0,0,0.53,0.57,USDCHF_1314,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.956,,68,08-Feb-12,08-Feb-12,0.5,9.3926,0.89038,0.0261,-0.0095,-0.00937,0,0,0.48,0.52,USDCHF_1315,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.961,,68,08-Feb-12,08-Feb-12,0.455,8.9611,0.9456,0.02786,-0.01014,-0.00947,0,0,0.435,0.475,USDCHF_1316,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.858,,68,08-Feb-12,08-Feb-12,0.6725,7.3693,-0.9265,-0.02845,0.01054,-0.00942,0,0,0.6525,0.6925,USDCHF_1317,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.864,,68,08-Feb-12,08-Feb-12,0.6175,8.0605,-0.89936,-0.02773,0.01029,-0.00958,0,0,0.5975,0.6375,USDCHF_1318,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.87,,68,08-Feb-12,08-Feb-12,0.555,8.7255,-0.85105,-0.02637,0.00981,-0.00955,0,0,0.535,0.575,USDCHF_1319,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.876,,68,08-Feb-12,08-Feb-12,0.49,9.3499,-0.78169,-0.0244,0.0091,-0.0093,0,0,0.47,0.51,USDCHF_1320,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.882,,68,08-Feb-12,08-Feb-12,0.42,9.9199,-0.69222,-0.02183,0.00816,-0.00878,0,0,0.4,0.44,USDCHF_1321,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.888,,68,08-Feb-12,08-Feb-12,0.35,10.42,-0.58438,-0.01873,0.00701,-0.00798,0,0,0.33,0.37,USDCHF_1322,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.894,,68,08-Feb-12,08-Feb-12,0.28,10.85,-0.46062,-0.01516,0.00568,-0.00686,0,0,0.26,0.3,USDCHF_1323,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.9,,68,08-Feb-12,08-Feb-12,0.2075,11.18,-0.32405,-0.01122,0.00421,-0.00542,0,0,0.1875,0.2275,USDCHF_1324,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.906,,68,08-Feb-12,08-Feb-12,0.135,11.43,-0.17824,-0.00701,0.00264,-0.00362,0,0,0.115,0.155,USDCHF_1325,1
