Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.876,0.937,7,09-Dec-11,09-Dec-11,0.68,-16.37,-14.46,-0.0438,0.16492,0.0008,0,0,0.6175,0.7425,USDCHF_731,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.911,0.919,7,09-Dec-11,09-Dec-11,0.99885,0,0,0,0.00001,-0.00008,0,0,0.9977,1,USDCHF_732,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.909,0.92,7,09-Dec-11,09-Dec-11,0.99885,0.00001,0.00007,0,-0.0001,-0.00008,0,0,0.9977,1,USDCHF_733,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.907,0.921,7,09-Dec-11,09-Dec-11,0.9962,0.00408,0.02109,0.00006,-0.00369,-0.00008,0,0,0.9925,0.9999,USDCHF_734,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.905,0.922,7,09-Dec-11,09-Dec-11,0.96935,0.09257,0.36337,0.0011,-0.02243,-0.00008,0,0,0.94,0.9987,USDCHF_735,0
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.903,0.923,7,09-Dec-11,09-Dec-11,0.94625,0.54981,1.735,0.00526,-0.06111,-0.00009,0,0,0.9,0.9925,USDCHF_736,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.901,0.924,7,09-Dec-11,09-Dec-11,0.88125,1.6479,4.3402,0.01315,-0.10951,-0.0001,0,0,0.8275,0.935,USDCHF_737,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.899,0.925,7,09-Dec-11,09-Dec-11,0.82625,3.3657,7.596,0.023,-0.15476,-0.00012,0,0,0.77,0.8825,USDCHF_738,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.897,0.926,7,09-Dec-11,09-Dec-11,0.775,5.4574,10.76,0.03259,-0.18963,-0.00017,0,0,0.715,0.835,USDCHF_739,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.895,0.927,7,09-Dec-11,09-Dec-11,0.73625,7.6427,13.37,0.04049,-0.21248,-0.00023,0,0,0.675,0.7975,USDCHF_740,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.893,0.928,7,09-Dec-11,09-Dec-11,0.695,9.7125,15.26,0.0462,-0.22469,-0.0003,0,0,0.6325,0.7575,USDCHF_741,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.891,0.929,7,09-Dec-11,09-Dec-11,0.64625,11.55,16.45,0.04981,-0.22866,-0.00038,0,0,0.5825,0.71,USDCHF_742,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.889,0.93,7,09-Dec-11,09-Dec-11,0.595,13.1,17.06,0.05166,-0.22673,-0.00047,0,0,0.53,0.66,USDCHF_743,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.887,0.931,7,09-Dec-11,09-Dec-11,0.54625,14.35,17.22,0.05216,-0.22084,-0.00056,0,0,0.48,0.6125,USDCHF_744,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.885,0.932,7,09-Dec-11,09-Dec-11,0.49875,15.33,17.06,0.05166,-0.21248,-0.00064,0,0,0.4325,0.565,USDCHF_745,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.883,0.933,7,09-Dec-11,09-Dec-11,0.455,16.06,16.67,0.05048,-0.20272,-0.00072,0,0,0.39,0.52,USDCHF_746,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.881,0.934,7,09-Dec-11,09-Dec-11,0.415,16.55,16.13,0.04885,-0.19229,-0.00079,0,0,0.35,0.48,USDCHF_747,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.879,0.935,7,09-Dec-11,09-Dec-11,0.3775,16.83,15.5,0.04695,-0.18171,-0.00084,0,0,0.3125,0.4425,USDCHF_748,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.877,0.936,7,09-Dec-11,09-Dec-11,0.34625,16.92,14.83,0.04489,-0.17131,-0.00088,0,0,0.2825,0.41,USDCHF_749,1
02-Dec-11,USDCHF,USD,CHF,DOT,,0.91565,,0.875,0.937,7,09-Dec-11,09-Dec-11,0.31625,16.85,14.13,0.04279,-0.16127,-0.00091,0,0,0.2525,0.38,USDCHF_750,1
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.87,,,12,14-Dec-11,14-Dec-11,0.9475,2.7283,-1.7193,-0.00882,0.01653,-0.00082,0,0,0.9175,0.9775,USDCHF_751,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.874,,,12,14-Dec-11,14-Dec-11,0.9425,3.6119,-2.0694,-0.01062,0.02076,-0.00101,0,0,0.9125,0.9725,USDCHF_752,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.878,,,12,14-Dec-11,14-Dec-11,0.93625,4.6524,-2.4004,-0.01232,0.02505,-0.00123,0,0,0.905,0.9675,USDCHF_753,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.882,,,12,14-Dec-11,14-Dec-11,0.91625,5.8332,-2.6787,-0.01375,0.02898,-0.00149,0,0,0.8825,0.95,USDCHF_754,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.886,,,12,14-Dec-11,14-Dec-11,0.8875,7.1214,-2.8681,-0.01472,0.03206,-0.00177,0,0,0.8525,0.9225,USDCHF_755,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.89,,,12,14-Dec-11,14-Dec-11,0.8525,8.4686,-2.9346,-0.01506,0.03377,-0.00206,0,0,0.8175,0.8875,USDCHF_756,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.894,,,12,14-Dec-11,14-Dec-11,0.80875,9.8129,-2.8513,-0.01463,0.03368,-0.00235,0,0,0.7725,0.845,USDCHF_757,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.898,,,12,14-Dec-11,14-Dec-11,0.7575,11.08,-2.6029,-0.01336,0.03145,-0.00262,0,0,0.72,0.795,USDCHF_758,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.902,,,12,14-Dec-11,14-Dec-11,0.7,12.21,-2.1896,-0.01124,0.02701,-0.00286,0,0,0.6625,0.7375,USDCHF_759,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.906,,,12,14-Dec-11,14-Dec-11,0.63625,13.11,-1.628,-0.00836,0.02051,-0.00305,0,0,0.5975,0.675,USDCHF_760,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.91,,,12,14-Dec-11,14-Dec-11,0.57125,13.74,-0.95077,-0.00488,0.01235,-0.00318,0,0,0.5325,0.61,USDCHF_761,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.914,,,12,14-Dec-11,14-Dec-11,0.50625,14.06,-0.20309,-0.00104,0.00315,-0.00324,0,0,0.4675,0.545,USDCHF_762,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.918,,,12,14-Dec-11,14-Dec-11,0.44125,14.04,0.5624,0.00289,-0.00633,-0.00323,0,0,0.4025,0.48,USDCHF_763,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.922,,,12,14-Dec-11,14-Dec-11,0.38125,13.7,1.2918,0.00663,-0.01533,-0.00314,0,0,0.3425,0.42,USDCHF_764,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.926,,,12,14-Dec-11,14-Dec-11,0.325,13.05,1.9362,0.00994,-0.02315,-0.00298,0,0,0.2875,0.3625,USDCHF_765,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.93,,,12,14-Dec-11,14-Dec-11,0.27375,12.15,2.4569,0.01261,-0.02925,-0.00277,0,0,0.2375,0.31,USDCHF_766,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.934,,,12,14-Dec-11,14-Dec-11,0.23375,11.06,2.8293,0.01452,-0.03332,-0.00252,0,0,0.1975,0.27,USDCHF_767,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.938,,,12,14-Dec-11,14-Dec-11,0.195,9.8491,3.0437,0.01562,-0.03529,-0.00224,0,0,0.16,0.23,USDCHF_768,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.942,,,12,14-Dec-11,14-Dec-11,0.16,8.5749,3.1053,0.01594,-0.0353,-0.00195,0,0,0.125,0.195,USDCHF_769,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.946,,,12,14-Dec-11,14-Dec-11,0.13125,7.304,3.0313,0.01556,-0.03366,-0.00166,0,0,0.0975,0.165,USDCHF_770,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.95,,,12,14-Dec-11,14-Dec-11,0.105,6.0886,2.8475,0.01461,-0.03078,-0.00138,0,0,0.0725,0.1375,USDCHF_771,0
02-Dec-11,USDCHF,USD,CHF,ED,C,0.91565,0.954,,,12,14-Dec-11,14-Dec-11,0.08375,4.9684,2.5842,0.01326,-0.02711,-0.00113,0,0,0.0525,0.115,USDCHF_772,0
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.871,,,12,14-Dec-11,14-Dec-11,0.05,-2.9341,1.807,0.00927,-0.01755,0.00064,0,0,0.02,0.08,USDCHF_773,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.875,,,12,14-Dec-11,14-Dec-11,0.05625,-3.8577,2.1551,0.01106,-0.02183,0.00084,0,0,0.025,0.0875,USDCHF_774,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.879,,,12,14-Dec-11,14-Dec-11,0.06625,-4.9355,2.4763,0.01271,-0.02607,0.00107,0,0,0.035,0.0975,USDCHF_775,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.883,,,12,14-Dec-11,14-Dec-11,0.09,-6.1468,2.7358,0.01404,-0.02984,0.00134,0,0,0.0575,0.1225,USDCHF_776,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.887,,,12,14-Dec-11,14-Dec-11,0.12125,-7.4549,2.8975,0.01487,-0.03262,0.00162,0,0,0.0875,0.155,USDCHF_777,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.891,,,12,14-Dec-11,14-Dec-11,0.1575,-8.8076,2.9287,0.01503,-0.03392,0.00191,0,0,0.1225,0.1925,USDCHF_778,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.895,,,12,14-Dec-11,14-Dec-11,0.2025,-10.14,2.805,0.0144,-0.03332,0.0022,0,0,0.1675,0.2375,USDCHF_779,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.899,,,12,14-Dec-11,14-Dec-11,0.25625,-11.38,2.5147,0.01291,-0.03054,0.00246,0,0,0.22,0.2925,USDCHF_780,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.903,,,12,14-Dec-11,14-Dec-11,0.315,-12.46,2.0621,0.01058,-0.02556,0.00269,0,0,0.2775,0.3525,USDCHF_781,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.907,,,12,14-Dec-11,14-Dec-11,0.38,-13.3,1.468,0.00753,-0.01859,0.00287,0,0,0.3425,0.4175,USDCHF_782,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.911,,,12,14-Dec-11,14-Dec-11,0.44625,-13.85,0.76848,0.00394,-0.01011,0.00298,0,0,0.4075,0.485,USDCHF_783,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.915,,,12,14-Dec-11,14-Dec-11,0.51125,-14.09,0.01126,0.00006,-0.00077,0.00302,0,0,0.4725,0.55,USDCHF_784,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.919,,,12,14-Dec-11,14-Dec-11,0.57375,-13.99,-0.75017,-0.00385,0.00867,0.00299,0,0,0.535,0.6125,USDCHF_785,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.923,,,12,14-Dec-11,14-Dec-11,0.6325,-13.56,-1.4626,-0.00751,0.01743,0.00288,0,0,0.595,0.67,USDCHF_786,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.927,,,12,14-Dec-11,14-Dec-11,0.6875,-12.85,-2.0792,-0.01067,0.02486,0.00271,0,0,0.65,0.725,USDCHF_787,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.931,,,12,14-Dec-11,14-Dec-11,0.7375,-11.9,-2.5646,-0.01316,0.03047,0.00249,0,0,0.7,0.775,USDCHF_788,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.935,,,12,14-Dec-11,14-Dec-11,0.77625,-10.77,-2.8977,-0.01487,0.03402,0.00223,0,0,0.74,0.8125,USDCHF_789,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.939,,,12,14-Dec-11,14-Dec-11,0.815,-9.5335,-3.0729,-0.01577,0.03548,0.00195,0,0,0.78,0.85,USDCHF_790,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.943,,,12,14-Dec-11,14-Dec-11,0.8475,-8.2546,-3.0986,-0.0159,0.03504,0.00165,0,0,0.8125,0.8825,USDCHF_791,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.947,,,12,14-Dec-11,14-Dec-11,0.87625,-6.9932,-2.9945,-0.01537,0.03305,0.00137,0,0,0.8425,0.91,USDCHF_792,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.951,,,12,14-Dec-11,14-Dec-11,0.9,-5.7984,-2.7879,-0.01431,0.02993,0.00109,0,0,0.8675,0.9325,USDCHF_793,1
02-Dec-11,USDCHF,USD,CHF,ED,P,0.91565,0.955,,,12,14-Dec-11,14-Dec-11,0.92,-4.7066,-2.5095,-0.01288,0.02613,0.00085,0,0,0.8875,0.9525,USDCHF_794,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.872,,12,14-Dec-11,14-Dec-11,0.07125,-6.281,3.7922,0.01948,-0.0374,0.00111,0,0,0.04,0.1025,USDCHF_795,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.876,,12,14-Dec-11,14-Dec-11,0.10125,-8.2102,4.4887,0.02307,-0.04609,0.0014,0,0,0.0675,0.135,USDCHF_796,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.88,,12,14-Dec-11,14-Dec-11,0.14125,-10.44,5.1175,0.02631,-0.05452,0.00172,0,0,0.1075,0.175,USDCHF_797,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.884,,12,14-Dec-11,14-Dec-11,0.1925,-12.94,5.6077,0.02884,-0.06177,0.00202,0,0,0.1575,0.2275,USDCHF_798,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.888,,12,14-Dec-11,14-Dec-11,0.255,-15.6,5.8874,0.03029,-0.06681,0.00229,0,0,0.22,0.29,USDCHF_799,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.892,,12,14-Dec-11,14-Dec-11,0.33125,-18.34,5.8938,0.03035,-0.06866,0.00249,0,0,0.295,0.3675,USDCHF_800,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.896,,12,14-Dec-11,14-Dec-11,0.42,-21.01,5.5825,0.02879,-0.06654,0.00256,0,0,0.3825,0.4575,USDCHF_801,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.9,,12,14-Dec-11,14-Dec-11,0.5175,-23.46,4.9365,0.02552,-0.06002,0.00247,0,0,0.48,0.555,USDCHF_802,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.904,,12,14-Dec-11,14-Dec-11,0.63,-25.56,3.9709,0.02061,-0.04915,0.00217,0,0,0.5925,0.6675,USDCHF_803,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.908,,12,14-Dec-11,14-Dec-11,0.74125,-27.16,2.7342,0.01433,-0.0345,0.00162,0,0,0.705,0.7775,USDCHF_804,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.912,,12,14-Dec-11,14-Dec-11,0.8575,-28.18,1.3043,0.00706,-0.01709,0.00079,0,0,0.825,0.89,USDCHF_805,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.916,,12,14-Dec-11,14-Dec-11,0.96,27.84,0.21815,0.0007,-0.00167,-0.00032,0,0,0.93,0.99,USDCHF_806,0
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.92,,12,14-Dec-11,14-Dec-11,0.815,27.54,1.7294,0.00853,-0.02046,-0.00133,0,0,0.78,0.85,USDCHF_807,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.924,,12,14-Dec-11,14-Dec-11,0.705,26.6,3.1226,0.01575,-0.03756,-0.00204,0,0,0.67,0.74,USDCHF_808,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.928,,12,14-Dec-11,14-Dec-11,0.59875,25.09,4.3083,0.02189,-0.05171,-0.0025,0,0,0.5625,0.635,USDCHF_809,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.932,,12,14-Dec-11,14-Dec-11,0.5,23.14,5.2213,0.02662,-0.06208,-0.00273,0,0,0.4625,0.5375,USDCHF_810,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.936,,12,14-Dec-11,14-Dec-11,0.41125,20.85,5.8259,0.02977,-0.06825,-0.00277,0,0,0.375,0.4475,USDCHF_811,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.94,,12,14-Dec-11,14-Dec-11,0.335,18.38,6.1168,0.03129,-0.07031,-0.00266,0,0,0.2975,0.3725,USDCHF_812,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.944,,12,14-Dec-11,14-Dec-11,0.275,15.85,6.1159,0.03131,-0.06871,-0.00246,0,0,0.24,0.31,USDCHF_813,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.948,,12,14-Dec-11,14-Dec-11,0.21875,13.37,5.8663,0.03005,-0.0642,-0.00218,0,0,0.1825,0.255,USDCHF_814,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.952,,12,14-Dec-11,14-Dec-11,0.1725,11.04,5.4244,0.0278,-0.05764,-0.00188,0,0,0.1375,0.2075,USDCHF_815,1
02-Dec-11,USDCHF,USD,CHF,OT,,0.91565,,0.956,,12,14-Dec-11,14-Dec-11,0.13125,8.9202,4.8519,0.02487,-0.04992,-0.00157,0,0,0.0975,0.165,USDCHF_816,1
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.873,,12,14-Dec-11,14-Dec-11,0.9225,6.7333,-3.9691,-0.02039,0.03957,-0.0014,0,0,0.89,0.955,USDCHF_817,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.877,,12,14-Dec-11,14-Dec-11,0.89,8.7415,-4.655,-0.02392,0.04827,-0.0017,0,0,0.8575,0.9225,USDCHF_818,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.881,,12,14-Dec-11,14-Dec-11,0.84625,11.05,-5.2559,-0.02702,0.05649,-0.00202,0,0,0.8125,0.88,USDCHF_819,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.885,,12,14-Dec-11,14-Dec-11,0.7925,13.59,-5.7,-0.02932,0.06329,-0.00232,0,0,0.7575,0.8275,USDCHF_820,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.889,,12,14-Dec-11,14-Dec-11,0.72625,16.29,-5.9168,-0.03045,0.06761,-0.00257,0,0,0.69,0.7625,USDCHF_821,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.893,,12,14-Dec-11,14-Dec-11,0.6475,19.02,-5.8469,-0.03012,0.06853,-0.00274,0,0,0.61,0.685,USDCHF_822,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.897,,12,14-Dec-11,14-Dec-11,0.55625,21.65,-5.4524,-0.02813,0.06534,-0.00278,0,0,0.52,0.5925,USDCHF_823,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.901,,12,14-Dec-11,14-Dec-11,0.455,24.02,-4.7237,-0.02444,0.05771,-0.00264,0,0,0.4175,0.4925,USDCHF_824,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.905,,12,14-Dec-11,14-Dec-11,0.3425,26.01,-3.6845,-0.01916,0.04582,-0.00228,0,0,0.305,0.38,USDCHF_825,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.909,,12,14-Dec-11,14-Dec-11,0.23,27.47,-2.3913,-0.01259,0.03036,-0.00166,0,0,0.195,0.265,USDCHF_826,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.913,,12,14-Dec-11,14-Dec-11,0.11,28.33,-0.92789,-0.00515,0.01248,-0.00076,0,0,0.0775,0.1425,USDCHF_827,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.917,,12,14-Dec-11,14-Dec-11,0.08875,-27.83,-0.60145,-0.00268,0.00645,0.00038,0,0,0.0575,0.12,USDCHF_828,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.921,,12,14-Dec-11,14-Dec-11,0.2125,-27.36,-2.0926,-0.01041,0.02495,0.00131,0,0,0.1775,0.2475,USDCHF_829,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.925,,12,14-Dec-11,14-Dec-11,0.32125,-26.27,-3.4415,-0.0174,0.04142,0.00196,0,0,0.285,0.3575,USDCHF_830,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.929,,12,14-Dec-11,14-Dec-11,0.4275,-24.64,-4.564,-0.02321,0.0547,0.00236,0,0,0.39,0.465,USDCHF_831,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.933,,12,14-Dec-11,14-Dec-11,0.5225,-22.59,-5.4021,-0.02756,0.06403,0.00253,0,0,0.485,0.56,USDCHF_832,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.937,,12,14-Dec-11,14-Dec-11,0.60875,-20.25,-5.9276,-0.0303,0.06915,0.00253,0,0,0.5725,0.645,USDCHF_833,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.941,,12,14-Dec-11,14-Dec-11,0.6825,-17.75,-6.1426,-0.03143,0.07024,0.0024,0,0,0.645,0.72,USDCHF_834,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.945,,12,14-Dec-11,14-Dec-11,0.74,-15.22,-6.0748,-0.03111,0.06784,0.00217,0,0,0.705,0.775,USDCHF_835,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.949,,12,14-Dec-11,14-Dec-11,0.79375,-12.77,-5.7714,-0.02957,0.06273,0.00189,0,0,0.76,0.8275,USDCHF_836,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.953,,12,14-Dec-11,14-Dec-11,0.84125,-10.49,-5.2911,-0.02712,0.0558,0.00158,0,0,0.8075,0.875,USDCHF_837,0
02-Dec-11,USDCHF,USD,CHF,NT,,0.91565,,0.957,,12,14-Dec-11,14-Dec-11,0.87625,-8.4302,-4.6955,-0.02407,0.04791,0.00127,0,0,0.8425,0.91,USDCHF_838,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.91,0.92,12,14-Dec-11,14-Dec-11,0.001,0,0,0,0,0,0,0,0,0.002,USDCHF_839,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.908,0.921,12,14-Dec-11,14-Dec-11,0.001,0,0,0,0,0,0,0,0,0.002,USDCHF_840,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.906,0.922,12,14-Dec-11,14-Dec-11,0.001,-0.00019,-0.00097,0,0,0,0,0,0,0.002,USDCHF_841,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.904,0.923,12,14-Dec-11,14-Dec-11,0.00235,-0.00737,-0.02914,-0.00015,0.00113,0,0,0,0.0001,0.0046,USDCHF_842,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.902,0.924,12,14-Dec-11,14-Dec-11,0.0269,-0.06956,-0.22106,-0.00113,0.00583,0,0,0,0.0013,0.0525,USDCHF_843,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.9,0.925,12,14-Dec-11,14-Dec-11,0.04125,-0.29903,-0.79311,-0.00407,0.01646,0.00001,0,0,0.005,0.0775,USDCHF_844,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.898,0.926,12,14-Dec-11,14-Dec-11,0.07375,-0.80737,-1.8346,-0.00941,0.03245,0.00002,0,0,0.035,0.1125,USDCHF_845,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.896,0.927,12,14-Dec-11,14-Dec-11,0.115,-1.6278,-3.2316,-0.01656,0.05108,0.00004,0,0,0.075,0.155,USDCHF_846,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.894,0.928,12,14-Dec-11,14-Dec-11,0.15625,-2.7082,-4.7687,-0.02444,0.06944,0.00009,0,0,0.115,0.1975,USDCHF_847,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.892,0.929,12,14-Dec-11,14-Dec-11,0.195,-3.9514,-6.2458,-0.03201,0.08551,0.00015,0,0,0.1525,0.2375,USDCHF_848,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.89,0.93,12,14-Dec-11,14-Dec-11,0.23,-5.2561,-7.5313,-0.03859,0.09832,0.00024,0,0,0.1875,0.2725,USDCHF_849,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.888,0.931,12,14-Dec-11,14-Dec-11,0.26375,-6.5393,-8.5634,-0.04388,0.10768,0.00034,0,0,0.22,0.3075,USDCHF_850,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.886,0.932,12,14-Dec-11,14-Dec-11,0.30375,-7.7434,-9.3316,-0.04781,0.11386,0.00046,0,0,0.26,0.3475,USDCHF_851,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.884,0.933,12,14-Dec-11,14-Dec-11,0.34375,-8.834,-9.8554,-0.05049,0.11733,0.0006,0,0,0.3,0.3875,USDCHF_852,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.882,0.934,12,14-Dec-11,14-Dec-11,0.385,-9.7944,-10.17,-0.05209,0.11863,0.00074,0,0,0.34,0.43,USDCHF_853,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.88,0.935,12,14-Dec-11,14-Dec-11,0.425,-10.62,-10.31,-0.05281,0.11824,0.00088,0,0,0.38,0.47,USDCHF_854,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.878,0.936,12,14-Dec-11,14-Dec-11,0.46375,-11.31,-10.31,-0.05282,0.11658,0.00101,0,0,0.4175,0.51,USDCHF_855,0
02-Dec-11,USDCHF,USD,CHF,DNT,,0.91565,,0.876,0.937,12,14-Dec-11,14-Dec-11,0.5,-11.88,-10.21,-0.05229,0.114,0.00114,0,0,0.455,0.545,USDCHF_856,0
